"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Change"
"KLC2",0.818475949107945,2.51106656199475,9.94475728501777,4.81046813670156e-21,1.02130403188365e-19,36.8499200605124,"UP"
"ZNF282",0.661790632115216,4.24859988800485,9.93379465130176,5.25769090964754e-21,1.11485448473867e-19,36.7620424762148,"UP"
"LAMA4",1.01022938355488,2.41933972282148,9.93304416820747,5.28977426342395e-21,1.12025369601247e-19,36.7560287054082,"UP"
"TMEM220",-1.68151105245679,4.55570504594396,-9.92976709043663,5.43216245529317e-21,1.1489702613252e-19,36.7297720994768,"DOWN"
"GPR65",-0.651911032187687,0.889370239561034,-9.92684939087101,5.56213343408687e-21,1.17499200796734e-19,36.706399386523,"DOWN"
"ATOH8",-1.81395424412109,2.03333001995693,-9.92664624413945,5.57129683305462e-21,1.17546027072465e-19,36.7047722034481,"DOWN"
"XPO5",0.76901041873086,3.347318005241,9.92508938477771,5.64202178300062e-21,1.18889975828336e-19,36.6923026103439,"UP"
"ORC6",1.0436314083981,1.24542523374235,9.92102623836865,5.83082785623162e-21,1.22715719098626e-19,36.659764694609,"UP"
"TSEN54",0.88463318023226,4.20893034415802,9.91623282480341,6.06164500355342e-21,1.27415024975314e-19,36.6213892985361,"UP"
"PPIB",0.819203538177798,7.80488916427637,9.91336251708394,6.20417647198285e-21,1.30249218464543e-19,36.5984154832921,"UP"
"UFC1",0.797949068578628,6.43482202337693,9.91313891687034,6.21541848831029e-21,1.30323539331721e-19,36.5966259690807,"UP"
"ITGA6",1.21745186315995,4.27782962271741,9.9076999040966,6.49519214221875e-21,1.35992377410973e-19,36.5531041936431,"UP"
"RCL1",-1.54424004443702,4.69792162495596,-9.90757328882829,6.50185174194654e-21,1.35992377410973e-19,36.5520912215819,"DOWN"
"ACBD6",0.840252418179771,3.33860911783549,9.90356249334721,6.71635211786678e-21,1.40305424921511e-19,36.5200074057288,"UP"
"PRPF3",0.850899666961638,3.91565529370516,9.89446013413244,7.22956301116903e-21,1.50840241321814e-19,36.4472240334258,"UP"
"ST3GAL6",-1.53673829507762,3.2709864109293,-9.89314036053202,7.30713683339783e-21,1.52271012756065e-19,36.4366744191066,"DOWN"
"XRCC2",0.870455650949184,0.989291868537252,9.88965173971926,7.51619229600388e-21,1.56434796852007e-19,36.4087923001077,"UP"
"IVD",-1.14098846862259,5.84136645639784,-9.88946855810947,7.52733200535943e-21,1.56474182877994e-19,36.4073284246759,"DOWN"
"CDHR2",-2.96318403244557,2.81112543077736,-9.88925530030474,7.54032136391218e-21,1.56551874599703e-19,36.405624219769,"DOWN"
"MRGBP",0.765942581132891,4.03667020072303,9.87996468590516,8.12833060230627e-21,1.68553286913755e-19,36.3314022609775,"UP"
"RDH5",-1.4380911410838,1.94418166677102,-9.8792934296894,8.17253634902434e-21,1.69262530675448e-19,36.3260413193505,"DOWN"
"MTUS2",-0.54508054207218,0.239667775662856,-9.87513888591409,8.45149251378848e-21,1.74826045019333e-19,36.292866349576,"DOWN"
"TENT5A",-1.29151326260242,3.44793189384625,-9.8733416050566,8.57507988687808e-21,1.77165966747087e-19,36.2785173293714,"DOWN"
"NSUN5",0.763400079187092,4.17834575452059,9.86094532622093,9.47774176728829e-21,1.95576668834494e-19,36.1795926872952,"UP"
"AARS2",0.667565950911159,3.50808626909375,9.84951421318491,1.03934129175577e-20,2.14210645527398e-19,36.0884384537518,"UP"
"GJC1",0.810194025468855,1.05908761606127,9.84573982746837,1.07146270095665e-20,2.20562291519313e-19,36.0583550535182,"UP"
"NR4A2",-1.69754154470335,2.30271168848299,-9.8412971411033,1.11053585825153e-20,2.28327791706854e-19,36.0229541847272,"DOWN"
"NDOR1",0.767546218868419,2.95424648555914,9.83959244758793,1.12590109546473e-20,2.30925726501318e-19,36.0093732254961,"UP"
"ZC3H3",0.964528707545272,4.4443135156399,9.83812291885,1.1393158814808e-20,2.33394237657829e-19,35.9976669495371,"UP"
"RAD51",1.10919391793368,1.59954187341095,9.83787258025304,1.14161688995038e-20,2.33582822186825e-19,35.9956728587189,"UP"
"UHRF1",1.34166170462323,1.55377810069608,9.83456737323242,1.17243290402125e-20,2.39598274987242e-19,35.9693479377357,"UP"
"AKR1C3",1.54345713814095,7.52552818101368,9.83222410289662,1.19477903005443e-20,2.43576577922302e-19,35.9506878625625,"UP"
"DYNLL1",0.754141411616198,6.71323049278257,9.82725513903809,1.24357258140311e-20,2.53218912754778e-19,35.911127838763,"UP"
"ADCY6",0.88036196841049,2.80126263521951,9.82620983800864,1.25408614668794e-20,2.55052784712821e-19,35.902807336392,"UP"
"APOBEC3A",-0.538509550430359,0.383386126242341,-9.82568600765262,1.25938792565028e-20,2.55823566505742e-19,35.8986379006021,"DOWN"
"ANK3",-0.727770630687056,0.675186947455139,-9.82430694786878,1.27345222927436e-20,2.58370325797979e-19,35.8876619134124,"DOWN"
"PTGES3",0.672961379361299,7.48441856103304,9.81985079544742,1.3199723756144e-20,2.67488054703847e-19,35.852201779296,"UP"
"ADAMTS1",-1.554613593401,3.08600106324814,-9.81951285321935,1.3235683635679e-20,2.67895936362829e-19,35.849512989132,"DOWN"
"GPHN",-1.30223248938908,3.50748200863962,-9.81272572092337,1.39788290119363e-20,2.82599481136169e-19,35.7955243020874,"DOWN"
"CCDC137",0.861032657726449,4.42505237976662,9.81256394683505,1.39970383646107e-20,2.82629935760833e-19,35.7942377428558,"UP"
"TRIM65",0.819568115743245,3.24705253833115,9.81000782282864,1.42879007576014e-20,2.88159199903901e-19,35.7739111157985,"UP"
"HSD17B13",-4.38631357279631,4.88063188539236,-9.80674044942215,1.46684451761007e-20,2.95481858124761e-19,35.7479333408925,"DOWN"
"ATP11C",-1.35011715635994,3.18936129615634,-9.80064223724683,1.54057933615885e-20,3.09966027908964e-19,35.6994629419918,"DOWN"
"RABIF",0.735856366372836,3.74721455196832,9.79991413749852,1.54962515572719e-20,3.11415763183609e-19,35.6936770440784,"UP"
"SAC3D1",1.0663967021104,4.24577177390994,9.79942523951278,1.55572872025981e-20,3.12271478950371e-19,35.6897921307351,"UP"
"AQP7",-1.26253048679516,2.50656097732077,-9.79230354297834,1.6473910245526e-20,3.30278477801593e-19,35.6332149308133,"DOWN"
"PHLDB2",-0.963994345434053,2.77423677393462,-9.78876515426967,1.69490605675221e-20,3.39402430607149e-19,35.6051142920201,"DOWN"
"SAE1",0.800277012981237,5.43366640657837,9.78609132731347,1.73171119629347e-20,3.46362708658177e-19,35.5838838999884,"UP"
"KIF18A",0.971820534982538,1.04635623829615,9.78435928098857,1.75597489285302e-20,3.50801076292396e-19,35.5701332496329,"UP"
"POLD1",0.935897273213131,3.00208876527729,9.77823733258859,1.84447012119533e-20,3.68045741989931e-19,35.5215435044878,"UP"
"PHPT1",1.11086672085545,6.29921255929472,9.77521784888436,1.88973359850655e-20,3.76633477271252e-19,35.4975849320108,"UP"
"GGT5",-1.86804053684931,3.17407424156418,-9.76979702176196,1.97377706853192e-20,3.92920962077984e-19,35.4545841154116,"DOWN"
"TUBG1",0.986664092961071,4.90507831555746,9.76675593420684,2.022538666798e-20,4.02154838788355e-19,35.4304671548022,"UP"
"ZNF775",0.81907538905663,1.66854653744114,9.76514178821181,2.04890398689367e-20,4.06919065284365e-19,35.4176682803111,"UP"
"CEP55",1.304473502008,1.58344813361117,9.75934037106387,2.14651043090975e-20,4.25804255585273e-19,35.3716786460612,"UP"
"SH3PXD2B",0.811981457028335,2.1835207336829,9.75667607048683,2.19286877024922e-20,4.3449101242842e-19,35.3505636362197,"UP"
"HMGCL",-1.24863666659148,5.99511329393499,-9.75365995350674,2.24654843229826e-20,4.44606386232968e-19,35.3266647779424,"DOWN"
"SFSWAP",0.541057754089387,2.89721795880496,9.75340007191702,2.25123426015117e-20,4.45013258364695e-19,35.3246057660683,"UP"
"SMG9",0.826271023921784,2.82731935212639,9.75212457571743,2.27437322925985e-20,4.49062653585834e-19,35.3145006545446,"UP"
"GGA3",0.590938933090522,3.36643176494686,9.7473573459634,2.3629647107974e-20,4.66010791041992e-19,35.2767396282863,"UP"
"RNF180",-0.896070450592215,1.27935932212397,-9.74291455239667,2.44860584278567e-20,4.82338294130108e-19,35.2415588568517,"DOWN"
"GNPNAT1",-1.07429692025564,3.75072245760428,-9.74214139717425,2.46382098453888e-20,4.84771103248633e-19,35.2354375647544,"DOWN"
"RGS18",-0.629082860125842,0.765063244780701,-9.74063905765443,2.49365469017918e-20,4.90071208043227e-19,35.2235439813486,"DOWN"
"DOCK6",0.647307021602208,2.7335269308995,9.73669640534622,2.57366400074081e-20,5.05208451931963e-19,35.1923366210533,"UP"
"IDO2",-1.29467464747348,0.746294153448752,-9.73298686268468,2.651266379704e-20,5.19838683788777e-19,35.1629816305279,"DOWN"
"TMED9",0.748094132804786,7.45030891733091,9.71958133853377,2.95156148723189e-20,5.77380022259547e-19,35.0569572434359,"UP"
"MEA1",0.732925448084522,5.29767564339052,9.71395245402791,3.08749693662971e-20,6.03274083888121e-19,35.012465707203,"UP"
"ENO3",-2.15698820504833,3.50855249992891,-9.71369716253037,3.09380724615425e-20,6.03809831743669e-19,35.0104482292461,"DOWN"
"ZNF605",0.651344612309598,1.57387036906558,9.70634518590811,3.28112780757643e-20,6.38894863429238e-19,34.9523624704218,"UP"
"LIG1",0.895965803325517,3.18394017627151,9.70299121025625,3.37027998799184e-20,6.55500088239195e-19,34.9258729012563,"UP"
"PACS2",0.608371300008633,2.85983509155969,9.7027690938974,3.37626820757474e-20,6.55910842024939e-19,34.9241188381805,"UP"
"RBM3",0.953807558916425,5.53887009928531,9.70075154346506,3.43114671279939e-20,6.6580772393668e-19,34.9081873065779,"UP"
"ADAM15",1.12160966477601,4.79474398917167,9.6981847935758,3.50224455948292e-20,6.78825660836317e-19,34.8879220493585,"UP"
"MCM4",1.2827300849958,3.83503456715625,9.69044569404478,3.72558189221666e-20,7.21287999979383e-19,34.8268399795858,"UP"
"NOTCH3",1.52098842368899,3.28557713488878,9.68369809448102,3.93180042545232e-20,7.6034279998947e-19,34.7736085426613,"UP"
"SLC38A2",-1.39339730896153,6.26259675300051,-9.68276190900706,3.96129246807412e-20,7.6517157365619e-19,34.766224873256,"DOWN"
"NFAM1",-0.97808827151936,1.51852117461922,-9.67941002769701,4.06869550703737e-20,7.85021626848111e-19,34.7397923659767,"DOWN"
"STEAP3",-1.88820776049685,5.57600185335351,-9.67760916447111,4.12758779827227e-20,7.94572390609387e-19,34.7255933716037,"DOWN"
"ABCC9",-1.69364227809625,2.40038330413914,-9.67602459590554,4.18010571299601e-20,8.03767826927335e-19,34.7131011409428,"DOWN"
"OXT",-2.38319422016684,1.53528109264564,-9.67148863163674,4.33413591968238e-20,8.32439431293366e-19,34.6773481859818,"DOWN"
"ANXA10",-2.54654546107664,3.82610997951843,-9.67039614224107,4.37206773628328e-20,8.3877276831802e-19,34.6687386483228,"DOWN"
"PIGV",-0.96211504262682,3.31708107904691,-9.66870895286727,4.43129586871746e-20,8.4917279042546e-19,34.6554436880621,"DOWN"
"ARHGAP42",-0.846788230318156,2.10829437770859,-9.66793975227097,4.4585618668582e-20,8.53431282229724e-19,34.6493829151932,"DOWN"
"C1R",-1.52036591093213,8.63019382314464,-9.66364223094861,4.61398781819984e-20,8.82184043748694e-19,34.6155269972794,"DOWN"
"UBE2O",0.611404803937615,3.49657080293944,9.6622893964034,4.66401845074995e-20,8.9074329802641e-19,34.6048713194656,"UP"
"SOGA1",0.847968184800861,1.78705494139409,9.66099017089068,4.71257300697713e-20,8.99001666866516e-19,34.5946387831039,"UP"
"SLC39A14",-1.4457095537894,6.75537296793487,-9.66083927850132,4.7182445468617e-20,8.99069999746024e-19,34.5934504299939,"DOWN"
"TRMT112",0.692562322207938,7.69854716566925,9.66002034569557,4.74914379581076e-20,9.03939956905668e-19,34.5870011286262,"UP"
"CD200",1.00819207962094,1.66705248565705,9.65978597773637,4.75802364825436e-20,9.04117535233896e-19,34.5851554856875,"UP"
"PGS1",0.550154639996732,2.70873454448095,9.65971376238013,4.76076309847764e-20,9.04117535233896e-19,34.5845867969182,"UP"
"GCH1",-1.68874148103749,4.84130751009818,-9.65760675298249,4.84138385282263e-20,9.18397490735556e-19,34.5679954892322,"DOWN"
"MCM5",1.17772359164813,4.11331011341163,9.65486784572256,4.94821065744684e-20,9.36562332602438e-19,34.5464318216751,"UP"
"C9",-4.51503853663457,5.96327857470966,-9.65429557763601,4.97082468940699e-20,9.39791335971571e-19,34.5419267908236,"DOWN"
"DEDD",0.600726373020886,4.60273900512239,9.65371563412336,4.99384662300217e-20,9.43090164149774e-19,34.5373615093696,"UP"
"PPP2R2A",-0.708027073767103,2.75709057496667,-9.65236191351651,5.04799750427119e-20,9.52253798994123e-19,34.5267057744063,"DOWN"
"SRP14",0.600670106698588,7.75116901652181,9.64303282645004,5.43734910262567e-20,1.0244296335362e-18,34.4532980909201,"UP"
"SRD5A1",-1.51632248534705,3.86694401337039,-9.64290888119813,5.4427175731283e-20,1.0244296335362e-18,34.4523231065412,"DOWN"
"ZCCHC24",-1.09519844401436,3.94570373290039,-9.64188619908481,5.48721439811454e-20,1.0316572758944e-18,34.4442787356696,"DOWN"
"WDR76",1.21544958280945,1.97427305740176,9.6407804370889,5.5357321233139e-20,1.03962400952935e-18,34.4355814697108,"UP"
"CYP4A22",-2.67683207115705,5.16614128770523,-9.63732605168311,5.69005886323983e-20,1.06742223974369e-18,34.4084153963309,"DOWN"
"CAMK2B",-1.36014595748092,0.972966244855419,-9.63620671592943,5.74097559904796e-20,1.07578126369314e-18,34.3996140071869,"DOWN"
"WDR62",0.960439130291088,1.24298319476373,9.63341503874173,5.86994220236e-20,1.09873110626254e-18,34.3776657400213,"UP"
"ZNF696",0.886489552679479,2.5007736736478,9.63047955907983,6.008652419338e-20,1.12345201754274e-18,34.3545912369977,"UP"
"ID1",-1.97225483968074,5.26561930502198,-9.62939334383139,6.06079938802844e-20,1.13195128526302e-18,34.3460541101318,"DOWN"
"PI4KB",0.737955881584405,4.70463167189097,9.62895981277196,6.08173745008774e-20,1.13460947511505e-18,34.3426469358814,"UP"
"SIGLEC1",-1.19661899118839,2.03662342387787,-9.62833777271164,6.11190524505247e-20,1.13880490218393e-18,34.3377584158413,"DOWN"
"ZBTB9",0.701010607788508,2.98436690167258,9.6282189241723,6.11768604742741e-20,1.13880490218393e-18,34.3368244256692,"UP"
"GLI4",1.11467264046355,2.84028784706495,9.62683579314097,6.18536181599093e-20,1.15013744272948e-18,34.325955407448,"UP"
"IQCC",0.725804052043277,1.38514466615604,9.62555485247746,6.24869959908706e-20,1.1606393624166e-18,34.3158903114277,"UP"
"CACYBP",0.902025519715054,4.77417416331455,9.62233406416292,6.41081249035943e-20,1.18944471655013e-18,34.2905864549096,"UP"
"IL3RA",1.02270875482932,3.22225737647363,9.61366724238731,6.86805462572811e-20,1.27288447231046e-18,34.2225229580061,"UP"
"REPIN1",0.799108689481613,6.01830738640385,9.61254114707666,6.92979148605402e-20,1.28292124437112e-18,34.2136822052,"UP"
"SORL1",-1.52717577333337,3.5108049623401,-9.61236315348144,6.93960003055145e-20,1.28333302860067e-18,34.2122848726415,"DOWN"
"SCGB3A1",-1.15634335966999,1.04711302264214,-9.60592559096533,7.30375816586394e-20,1.34920187690594e-18,34.161758050847,"DOWN"
"CNIH4",0.901266319693847,4.07412929324155,9.60441450784217,7.3919470271214e-20,1.3625178174937e-18,34.1499010512052,"UP"
"CCDC34",1.17653438014027,3.00484511191446,9.60355574678557,7.4425353413708e-20,1.37034973352922e-18,34.1431631480493,"UP"
"HS3ST3B1",-1.83630285366382,3.65178833536557,-9.59917763888903,7.70583038334612e-20,1.41728647735434e-18,34.1088181374928,"DOWN"
"NAALADL2",-0.66073534064025,0.671857528086753,-9.59632880344962,7.88209723544322e-20,1.44813210989071e-18,34.0864751788987,"DOWN"
"LIN9",0.794675944161148,1.57790649303518,9.59532286926082,7.94528836032898e-20,1.4581586154569e-18,34.0785868057006,"UP"
"ACYP1",0.747523562968115,2.07088065706651,9.59499918913626,7.96572807396141e-20,1.46032594517336e-18,34.0760486703058,"UP"
"TRIM45",1.01483002943793,1.46212548812579,9.59271647988608,8.11136481482911e-20,1.48541562804895e-18,34.0581503675947,"UP"
"E2F2",0.866915013151308,0.970826598109814,9.58954127179678,8.31834444159234e-20,1.52149985472239e-18,34.0332586492073,"UP"
"TSSK6",0.844123661249159,1.91612718797346,9.5894193984459,8.32639244414e-20,1.52149985472239e-18,34.0323033400072,"UP"
"TMEM192",-0.926410360614056,3.46619450887343,-9.58920002879749,8.34089815853345e-20,1.5225063402432e-18,34.030583821588,"DOWN"
"PLK4",0.813602985950783,1.15591208002549,9.58663448895264,8.51241542308046e-20,1.55213988549509e-18,34.0104758187536,"UP"
"ZG16",-2.23040512854938,2.84410332711216,-9.58358393168929,8.72091611314752e-20,1.58844587244961e-18,33.9865708369407,"DOWN"
"LY6E",-2.7060366428026,6.17296604224463,-9.58138129427955,8.87460443810676e-20,1.61470087846456e-18,33.9693133919139,"DOWN"
"ALDH6A1",-1.87057330313391,5.85988261628921,-9.57320315459903,9.46910326889124e-20,1.72101714729225e-18,33.9052605805338,"DOWN"
"TANGO6",-0.876306433431062,2.77451868472626,-9.5631040576223,1.02579986986738e-19,1.86239909850064e-18,33.8262105452187,"DOWN"
"SPTAN1",0.663030250273297,5.05790107882916,9.55559769949144,1.08862773619955e-19,1.97434833057156e-18,33.7674894806937,"UP"
"NCKAP5",-0.71537461524453,0.749478569461562,-9.54665186724624,1.16850498704806e-19,2.11694570512209e-18,33.697546074517,"DOWN"
"GNPAT",0.826595876872337,5.71393277692676,9.54472226462215,1.18648216351224e-19,2.14721547473697e-18,33.6824648718219,"UP"
"IQCE",0.771401910647076,2.20545549855713,9.54121433281166,1.2198693003732e-19,2.20527867859135e-18,33.6550529046925,"UP"
"CUL9",0.621749849432859,2.43080273982333,9.5331847998562,1.29983962194453e-19,2.34734111450623e-18,33.5923321183446,"UP"
"RPLP1",1.01803769870152,9.55967014228805,9.52954474255764,1.3377851431083e-19,2.41329023523834e-18,33.5639098015756,"UP"
"TRMT1",0.782822503845695,4.49151844443167,9.52467192163986,1.39030633970318e-19,2.50491485612504e-18,33.5258726846489,"UP"
"TCF3",0.851036888855114,3.75544219073125,9.52455993393746,1.3915371223672e-19,2.50491485612504e-18,33.5249986578397,"UP"
"PRR18",-1.37136692355728,1.82876306576049,-9.52061057154677,1.4356398694498e-19,2.58155815419342e-18,33.494179403749,"DOWN"
"ETFRF1",-0.996054584652114,4.80410822979316,-9.51943198047518,1.44906783139739e-19,2.60293808652603e-18,33.4849837331925,"DOWN"
"SNRK",-0.71129145103418,3.28725085955693,-9.51758817703903,1.47032497667043e-19,2.63832120151012e-18,33.4705993672488,"DOWN"
"CYB561D1",0.742002467925268,1.63971391797599,9.51621721672561,1.48633092208527e-19,2.66421668777593e-18,33.4599050267465,"UP"
"GADD45B",-1.77403056083136,6.8733811043005,-9.51432517416943,1.50870465562513e-19,2.70145941564368e-18,33.4451475425916,"DOWN"
"SLC50A1",1.12717383078308,6.22059630367709,9.5127122483475,1.52804129245007e-19,2.73319098409595e-18,33.4325685875118,"UP"
"DDX49",0.747120823507217,5.1478532903058,9.5110166187414,1.54863446503207e-19,2.76710071624157e-18,33.419346112225,"UP"
"C4orf46",0.671340710540153,1.690332140878,9.50764084163513,1.59045570597886e-19,2.83882921950088e-18,33.3930263889866,"UP"
"SHCBP1",1.02094773673626,1.11682747986614,9.50660044725891,1.60356913311963e-19,2.85921952597653e-18,33.3849160147703,"UP"
"ZIC2",1.81589599903909,1.65519511546911,9.50429504531052,1.63301035276293e-19,2.90864928201069e-18,33.3669463263877,"UP"
"PAFAH2",-0.859328979582787,3.75370944663749,-9.50178371641497,1.6656916185846e-19,2.96374005027025e-18,33.3473747006154,"DOWN"
"SATB1",-0.964371171966611,1.51694935972618,-9.49874845109522,1.70605790261726e-19,3.03237455569187e-18,33.3237242918842,"DOWN"
"HIPK3",-0.715575171668797,4.01330023469015,-9.4956069229387,1.74885911369644e-19,3.10518835916657e-18,33.2992510030106,"DOWN"
"QARS1",0.667296689791463,6.23141211859954,9.49522548044689,1.7541279759831e-19,3.11127877165723e-18,33.296279824491,"UP"
"TSC22D2",-0.751899034879162,2.64460058265002,-9.49271026442253,1.78926693925069e-19,3.17028124388073e-18,33.2766899145818,"DOWN"
"AJM1",0.969362160010448,1.72491834701072,9.48103628789975,1.96171723261952e-19,3.47219846162708e-18,33.1858100977094,"UP"
"KLHL2",-1.04399670075122,3.62415750368217,-9.4765519671992,2.03225672823984e-19,3.59329321823891e-18,33.1509195719416,"DOWN"
"TBX15",-2.21978393076588,2.79504779541755,-9.47388819413181,2.07534340157631e-19,3.66182332618068e-18,33.1301989515017,"DOWN"
"KIF22",0.912419653665837,3.51473812535696,9.47282552459944,2.09278382046962e-19,3.68874948189233e-18,33.1219338379171,"UP"
"ERCC6L",0.722094089777624,0.773456102913424,9.47093761201845,2.12412724096012e-19,3.74009958837525e-18,33.1072517113075,"UP"
"C1orf162",-1.23060989690358,2.80159052528213,-9.46263878149235,2.26751830600704e-19,3.98428631941279e-18,33.0427347885544,"DOWN"
"KNOP1",0.515045364361732,1.70150459537118,9.46105406641264,2.29597165877429e-19,4.03009714088379e-18,33.0304190077015,"UP"
"PLGLB2",-0.68509450030014,0.747658657449847,-9.45775455291956,2.35635491088407e-19,4.1318011862248e-18,33.0047807524845,"DOWN"
"TMEM184B",0.805625414144305,3.67715281516655,9.45688518874392,2.37252525911938e-19,4.15584885192123e-18,32.998026478971,"UP"
"CYP2C8",-3.37305952599702,7.1887461977428,-9.45579491409036,2.3929601965958e-19,4.18730915063057e-18,32.9895564708281,"DOWN"
"IDNK",-1.28683472907897,4.29467614294407,-9.45202553148623,2.46496347833521e-19,4.30884783232542e-18,32.9602781468311,"DOWN"
"PYGB",1.20088752486745,5.18935257513008,9.45042106302239,2.49626030422531e-19,4.35905269430305e-18,32.9478178723981,"UP"
"TPD52L2",0.731680264492028,5.25201270695293,9.44881061998893,2.52806986119456e-19,4.41004846611064e-18,32.9353125709336,"UP"
"ZSCAN9",0.683828860405041,2.41223659081462,9.44714519673847,2.5613881573027e-19,4.46356838411112e-18,32.9223817862647,"UP"
"NRG1",-1.06540928567304,0.697612102017742,-9.44457751654657,2.61361196684329e-19,4.54988972129171e-18,32.9024485214851,"DOWN"
"FNIP2",-1.35312189875562,3.23771252638956,-9.44384479483111,2.62870741083681e-19,4.57146537500203e-18,32.8967609400819,"DOWN"
"CCDC71L",-1.38340450183272,3.17339607860035,-9.44241594382319,2.65839353189378e-19,4.61834465638344e-18,32.8856706362523,"DOWN"
"SLCO4C1",-1.65453724540978,1.20819757070263,-9.4387227924389,2.73667215147803e-19,4.74945943334972e-18,32.8570105428475,"DOWN"
"C11orf54",-1.15761716345075,4.55885889806883,-9.42421596296162,3.0669020059209e-19,5.31452408438892e-18,32.7445027570703,"DOWN"
"MAVS",0.790108282193117,3.92591976245733,9.42414760830347,3.0685479761527e-19,5.31452408438892e-18,32.7439728968353,"UP"
"KLF10",-1.33790532990081,4.98626188833509,-9.42372219203001,3.07881164518468e-19,5.3268478372362e-18,32.7406752817776,"DOWN"
"CHTOP",0.578034673862393,4.66256371486988,9.42245196313918,3.10966040195065e-19,5.37472560382093e-18,32.730829672661,"UP"
"ZNF174",0.535486856653549,2.50877852316234,9.42120673276686,3.14019948905668e-19,5.42197097493144e-18,32.7211786611178,"UP"
"DUSP5",-1.72309182323509,3.97209180050638,-9.41572447309607,3.27822631299671e-19,5.65452267504764e-18,32.6786988614269,"DOWN"
"ARHGAP33",0.846031264946176,1.673815719094,9.41393229947029,3.32463962695224e-19,5.72874003336648e-18,32.664815505804,"UP"
"TRAM2",-0.828415905773449,3.36453171719041,-9.41171505157469,3.38296397197605e-19,5.82330960018381e-18,32.6476416115578,"DOWN"
"MMUT",-1.24113695873451,6.13436743115875,-9.41117546113987,3.39731061073308e-19,5.84206228091611e-18,32.6434625610383,"DOWN"
"UPF3B",0.723625454139644,3.13016772985315,9.41079192347397,3.40754477824616e-19,5.8537122023049e-18,32.6404922111018,"UP"
"LARS1",0.537923228579631,2.98331738552805,9.40753673095424,3.49564482830515e-19,5.99896613993422e-18,32.6152851664821,"UP"
"PLPP4",-0.70842006497938,0.33934996376063,-9.40590657120262,3.5406091734145e-19,6.0699744501871e-18,32.6026639147964,"DOWN"
"PPM1G",0.626895438554315,5.86369926287442,9.40497513271129,3.5665577876688e-19,6.10827169282831e-18,32.5954530366723,"UP"
"ANGPTL1",-1.8408331260195,1.91629098777176,-9.40074375957612,3.68683216572573e-19,6.30787533632408e-18,32.5627010159792,"DOWN"
"UBXN8",-0.989313974620098,3.31280627884759,-9.39749883878217,3.78178392149404e-19,6.46379451874754e-18,32.5375908827213,"DOWN"
"POLG2",0.701946384234744,2.2286447792624,9.39698018622602,3.79718366663148e-19,6.48190964570513e-18,32.5335779202413,"UP"
"NCAPD2",1.08833013460116,3.35859211810323,9.39688408357395,3.80004395043998e-19,6.48190964570513e-18,32.5328343624235,"UP"
"DHPS",0.692511463208467,1.10992888226141,9.39322505848948,3.9105504017853e-19,6.66368815192437e-18,32.5045277097837,"UP"
"ABCA8",-1.87202939763698,2.34594714536703,-9.39255440424985,3.93114764264572e-19,6.69204720937709e-18,32.499340223836,"DOWN"
"MPV17",0.761658266955356,3.50113570442607,9.38872195713999,4.05093069823733e-19,6.8890249592838e-18,32.4697009932104,"UP"
"ZNF74",0.638605147278276,1.95201982942959,9.38772389673135,4.08271447260334e-19,6.93610558141779e-18,32.4619835197595,"UP"
"PBLD",-1.88514880569184,5.25501464412338,-9.3869260577088,4.10829980494739e-19,6.97257181539768e-18,32.4558146351302,"DOWN"
"EIF4E3",-0.990087526258819,1.55721445112063,-9.38604035461649,4.13688900888422e-19,7.01405800794889e-18,32.4489667845672,"DOWN"
"NEU1",1.00991112452774,5.81068710479756,9.37733206171685,4.4286971840457e-19,7.50129980492867e-18,32.381660581122,"UP"
"SERPINB8",-1.2472579056688,2.19051547118505,-9.3757688078547,4.48320014823621e-19,7.58602297083049e-18,32.3695825198971,"DOWN"
"COL4A1",1.53903252912201,4.81690648074797,9.37555349588456,4.4907589349528e-19,7.59122197186177e-18,32.3679190722121,"UP"
"PLK3",-1.05704413586187,2.54629118655243,-9.3674972662818,4.78284860433028e-19,8.07690431475776e-18,32.305696443847,"DOWN"
"GPRIN1",1.06992909987069,1.34729808767405,9.36644285907724,4.82244566680732e-19,8.13565335274643e-18,32.2975552573423,"UP"
"PRR11",1.19795071943528,1.69910186918507,9.35501482123404,5.27302757945087e-19,8.88694219839523e-18,32.2093564278941,"UP"
"XRCC1",0.680527156904247,4.18213333056711,9.35314034834507,5.3508173699205e-19,9.00907270810196e-18,32.19489638615,"UP"
"PAIP2B",-1.61154970351154,2.51179117859279,-9.34828449897123,5.55766396398529e-19,9.34803498355816e-18,32.157446207335,"DOWN"
"GOLGA3",0.570040647104697,3.76620909346135,9.34804073402281,5.56825414091092e-19,9.35654700281566e-18,32.1555665319576,"UP"
"KIF15",1.04121462233651,1.14205332113998,9.34530947716157,5.68828798468029e-19,9.54876200285468e-18,32.1345079490329,"UP"
"ACADSB",-1.72285307294402,6.27662817114124,-9.34191575315105,5.84101540184864e-19,9.785553598652e-18,32.1083471841118,"DOWN"
"ZKSCAN3",0.884347104027227,2.13308431609664,9.3417912240461,5.84669622849546e-19,9.785553598652e-18,32.1073873602922,"UP"
"FBXL19",0.686335275094246,2.16170456105998,9.33580214895158,6.12647276945832e-19,1.02436804083008e-17,32.0612356487562,"UP"
"RECQL5",0.704011624953783,3.07716230373349,9.33501031711345,6.16444251769503e-19,1.02969922844934e-17,32.0551352496765,"UP"
