"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Change"
"ADH1A",-2.08939974403288,7.86912692073771,-6.65991196979813,8.70583586834845e-11,5.25736790607866e-10,13.5988391712305,"DOWN"
"TFRC",0.870428321705534,4.53343431698555,6.65748826019287,8.836493265963e-11,5.33246442772325e-10,13.5842753105163,"UP"
"SLC25A37",-0.625948702303799,2.60863131394255,-6.65689502958994,8.86876513376577e-11,5.35003118818006e-10,13.5807112905548,"DOWN"
"SRGAP2",0.502110429222375,1.99706925242566,6.65609192330851,8.91263860851262e-11,5.3726668291643e-10,13.5758867843669,"UP"
"CYSTM1",0.742454018131582,6.53619979604543,6.65543354492667,8.9487644384972e-11,5.39252290113287e-10,13.5719320533366,"UP"
"RPL28",0.740330899159177,7.64678580244123,6.65503002365004,8.97097700216442e-11,5.40206056418591e-10,13.5695083476435,"UP"
"SALL1",-0.90515947592485,4.28622316643377,-6.65271322620768,9.09956027285188e-11,5.47559243872428e-10,13.5555950554882,"DOWN"
"IQGAP2",-0.888187778168028,5.49331584008321,-6.65045666730191,9.22653811456113e-11,5.54608353237971e-10,13.5420472769503,"DOWN"
"EFHD1",-1.61083705764861,3.54306856791935,-6.64976277509425,9.2659321626857e-11,5.56610636264563e-10,13.5378820784605,"DOWN"
"ZBED1",-0.549548145432147,5.25750120919279,-6.64975407222153,9.26642729364265e-11,5.56610636264563e-10,13.5378298403076,"DOWN"
"FCGRT",-0.651693002753001,7.32268659676772,-6.64779925639813,9.37830261171842e-11,5.62931034029399e-10,13.5260976450309,"DOWN"
"ACBD5",-0.648378650312068,3.78850509778023,-6.64763487299791,9.38777055815144e-11,5.63099842660335e-10,13.525111193978,"DOWN"
"SMAD1",-0.583066249616792,2.69733249860846,-6.64623335234473,9.46887534692234e-11,5.67562308697389e-10,13.5167015850294,"DOWN"
"NME1",0.93041581389627,3.73948501156307,6.64182132176965,9.728710625141e-11,5.82517737041794e-10,13.4902372194582,"UP"
"TNRC18",0.559485597396118,4.15925085773897,6.64046207664607,9.81016032542359e-11,5.86771731588874e-10,13.4820870158409,"UP"
"CSF3R",-0.777427736542084,1.27732981434615,-6.63945986801764,9.87064357422833e-11,5.90180777100769e-10,13.4760785102779,"DOWN"
"DDX39B",0.860321741458666,3.53230502840923,6.63727910590891,1.00035194956862e-10,5.97703225234839e-10,13.4630067955181,"UP"
"ALDH9A1",-0.752055603655333,6.35276571912451,-6.63619205551206,1.00704083885192e-10,6.01487399725146e-10,13.4564921975506,"DOWN"
"CSPG5",0.592727954135681,0.735980942865058,6.63220483257454,1.03195297320572e-10,6.15699658164882e-10,13.4326044972063,"UP"
"CYP2A6",-3.47939441853155,7.18065074012144,-6.63215135209428,1.03229119450019e-10,6.15699658164882e-10,13.4322841711431,"DOWN"
"P3H4",0.948288532145767,2.95866397939964,6.62898081706446,1.05253783099288e-10,6.27112416839102e-10,13.4132977003834,"UP"
"ULK3",0.539780876180281,4.40882748766297,6.62660203492301,1.06798374673311e-10,6.35867451740709e-10,13.3990573888436,"UP"
"CD109",1.04758319082039,1.6259281122165,6.62201945835636,1.09836874097294e-10,6.53039264441428e-10,13.3716359534904,"UP"
"NXPH4",1.51600643892585,1.53402089863854,6.62077072495517,1.10679452477144e-10,6.57817708242276e-10,13.3641663827661,"UP"
"FBL",0.759453212432932,6.71345652892115,6.62007030134009,1.11154833268141e-10,6.60411142461454e-10,13.359977144934,"UP"
"PNPLA8",-0.574884170126481,3.69354707792564,-6.6192955028428,1.11683026227813e-10,6.63316422183513e-10,13.3553434878952,"DOWN"
"COX8A",0.543426153648567,8.10198514385613,6.61720080086398,1.1312337721143e-10,6.71635321331442e-10,13.3428183866033,"UP"
"SNX8",0.586086876595719,3.72365083770647,6.61674070060124,1.1344218214955e-10,6.73291885006152e-10,13.340067683602,"UP"
"ADCK5",0.715852605352301,3.66299273936719,6.61659500262756,1.13543320363832e-10,6.7365586391178e-10,13.3391966625416,"UP"
"CYP2C18",-1.6614023429755,4.78164200606782,-6.61561083681282,1.1422881291858e-10,6.77485363966103e-10,13.3333134649617,"DOWN"
"ARFRP1",0.521827712410224,3.85366807076331,6.61257051592452,1.16372205974742e-10,6.89472723143773e-10,13.3151433471454,"UP"
"TEAD3",0.554226924831914,4.14598861531175,6.61208150129068,1.16720619552007e-10,6.91294925950127e-10,13.3122214397517,"UP"
"FDX1",-0.688331574289793,5.2284540930686,-6.61138076771165,1.17221663238466e-10,6.94019511426903e-10,13.3080347968808,"DOWN"
"COPS5",0.502124572710745,3.77827281979154,6.61098395992732,1.17506326717542e-10,6.95461544032017e-10,13.3056641655961,"UP"
"LAP3",-0.859626619066643,6.22641468396369,-6.60748276474754,1.20047594583295e-10,7.09788329450787e-10,13.2847521179666,"DOWN"
"AOC3",-0.774647487919488,3.31027975344216,-6.60674360186708,1.20590952495338e-10,7.12720749973319e-10,13.2803383687495,"DOWN"
"PITPNA",-0.513537067379854,4.55794948669176,-6.60586892524375,1.21237043473463e-10,7.16289110549746e-10,13.2751159450409,"DOWN"
"CPNE8",-0.632333174461227,2.63476513051371,-6.60527416736702,1.21678307137543e-10,7.18645247844456e-10,13.2715651492096,"DOWN"
"LRG1",-1.44802987126994,8.4765901276075,-6.60441003866959,1.22322231440378e-10,7.22196258968122e-10,13.2664066292444,"DOWN"
"BCAS4",0.65300689996634,1.11929074641798,6.6038668488369,1.22728710942789e-10,7.24343396533982e-10,13.2631642719189,"UP"
"SEC23A",-0.65835258645957,4.31573502367439,-6.60294880952331,1.23418711646004e-10,7.28161792106708e-10,13.257684889193,"DOWN"
"MACO1",-0.52335680851708,5.15318481332798,-6.60203687923962,1.24107887764689e-10,7.3197266255361e-10,13.2522425790469,"DOWN"
"CYP2E1",-3.42997927500322,7.12419921804268,-6.60143626327381,1.24563853701353e-10,7.34405912362575e-10,13.2486584944124,"DOWN"
"PRCP",-0.656345115894028,3.99953293618135,-6.60068439397134,1.25136962297466e-10,7.37527878451904e-10,13.2441722004484,"DOWN"
"DUT",0.640798106506422,4.56389588614687,6.59915231455906,1.26312798777479e-10,7.43939738292283e-10,13.2350317872831,"UP"
"TGFA",-1.09364278087546,1.51574882479952,-6.59844176355859,1.26861802837185e-10,7.46913210093255e-10,13.2307932103611,"DOWN"
"XG",-0.661688487113141,0.598697274988527,-6.59730575386558,1.27744401758954e-10,7.51586586287643e-10,13.2240174560045,"DOWN"
"C11orf71",-0.736986074800221,3.37837484667795,-6.59617305384387,1.28630425262524e-10,7.56536470582958e-10,13.2172623826981,"DOWN"
"TLX1",1.11625775744,1.55133135183836,6.59378847694424,1.30515443611851e-10,7.67356435495527e-10,13.2030445719706,"UP"
"RBM24",1.12806863023008,1.79788677155869,6.58793012867624,1.35262303174575e-10,7.94437150995136e-10,13.1681324132387,"UP"
"IRF2BP2",0.607411922969881,6.11985076391953,6.58782901667305,1.35345700286055e-10,7.94504330063911e-10,13.167530068455,"UP"
"SMC2",0.60238137940859,2.43756633973279,6.58675387069335,1.36235605165975e-10,7.9932131588539e-10,13.1611256682562,"UP"
"TSACC",0.818285112027991,1.73691574232645,6.58630022793905,1.36612807340084e-10,8.00978971934015e-10,13.1584236755415,"UP"
"ANO10",0.638088947364698,3.57212245029712,6.58601817658465,1.36847848175505e-10,8.02079126767479e-10,13.1567437937111,"UP"
"AFF1",-0.616692686602457,3.40675925193012,-6.58339676360788,1.39051400866853e-10,8.14148357809005e-10,13.1411335956277,"DOWN"
"RHBDL1",0.834052195173803,1.77446096023918,6.58197024936137,1.40265108107741e-10,8.20970561844031e-10,13.1326409912571,"UP"
"FXYD6",-0.554110133491926,1.41234709025623,-6.5804864849968,1.41538548614115e-10,8.2785128969908e-10,13.1238091368185,"DOWN"
"INPPL1",0.560639185361089,4.53284704111481,6.57805077704447,1.43653621512681e-10,8.39351840337042e-10,13.1093144997956,"UP"
"GPANK1",0.612872326103972,4.32801256342809,6.57763008174184,1.44022062967099e-10,8.41214127534099e-10,13.1068114276635,"UP"
"C20orf27",0.679624202867521,5.19620927511837,6.57668140175774,1.44856313836457e-10,8.4579492285255e-10,13.1011674044568,"UP"
"MCCC1",-0.719713557465698,4.41955945812487,-6.57542555770322,1.45967972174282e-10,8.51697950745182e-10,13.0936969717964,"DOWN"
"CLN6",0.531087330907396,2.62058007711224,6.57520937450609,1.46160177276918e-10,8.52525460083671e-10,13.0924111151163,"UP"
"AKR1B10",3.41305622583669,6.98958950182063,6.57450672184323,1.46786610875298e-10,8.55884301385565e-10,13.0882319770168,"UP"
"TIMELESS",0.626768258494749,3.89752173965872,6.57094368728598,1.50003905286995e-10,8.74342432435839e-10,13.0670458387156,"UP"
"LRRFIP1",-0.512597304731021,3.83368645672678,-6.57069293949176,1.5023290856461e-10,8.75375704484077e-10,13.0655552195642,"DOWN"
"C3orf62",0.551938580886751,1.82573620795635,6.57058351109108,1.50332954912958e-10,8.75657118789039e-10,13.0649047155607,"UP"
"ARHGAP24",-0.586530251800515,1.31634274933282,-6.56970222801469,1.51141065164652e-10,8.79153648556574e-10,13.0596661932669,"DOWN"
"SH3D19",-0.729858952582357,4.34997283031665,-6.5694135445399,1.51406704459705e-10,8.80396167066211e-10,13.0579503250632,"DOWN"
"COCH",1.07962938012731,1.11058552999474,6.56902119148736,1.51768472070108e-10,8.82196604568289e-10,13.0556183667668,"UP"
"PID1",-1.00170041626526,4.85139470630316,-6.5681911471484,1.52536607256313e-10,8.85748775354866e-10,13.0506853537741,"DOWN"
"DCST2",0.69602381217101,1.09286092594368,6.5667161371079,1.53911021723157e-10,8.93423121295896e-10,13.0419205110726,"UP"
"PPP1R37",0.556424405001365,3.35735188492816,6.56637935088842,1.54226538196809e-10,8.94805836362412e-10,13.0399194752507,"UP"
"SSNA1",0.582996535799115,6.51968985847412,6.56455698063331,1.55944850662705e-10,9.03988632430156e-10,13.0290931956736,"UP"
"AASS",-1.53138095940342,3.70954959299454,-6.56351422176955,1.5693649818285e-10,9.0942550881918e-10,13.0228995034794,"DOWN"
"ORMDL2",0.520609760105206,3.4666458868883,6.56209613450956,1.58295006725818e-10,9.16670023548107e-10,13.0144777481045,"UP"
"UGT1A4",-2.4376352621136,4.29275453701107,-6.56160493787199,1.58768250373284e-10,9.19095985140724e-10,13.0115609673487,"DOWN"
"H4C5",0.627113419686424,0.651489771275505,6.55898411319419,1.61316832749174e-10,9.33210983572232e-10,12.9960012112754,"UP"
"SLC16A10",-0.794979632209221,1.32616972224832,-6.5576927465905,1.62587314632322e-10,9.39917988005986e-10,12.9883362626018,"DOWN"
"SLC2A9",-1.23650337801283,2.54861732055927,-6.55713850587417,1.6313559648418e-10,9.42765515064484e-10,12.9850469244437,"DOWN"
"ZNF296",0.804796510541363,1.22489131501882,6.55588824822994,1.64379079005519e-10,9.49303206775556e-10,12.9776276556623,"UP"
"C11orf24",-0.610923416879155,5.35886861240288,-6.55464261738792,1.65627201635389e-10,9.56184878496221e-10,12.9702369853775,"DOWN"
"SPATA6L",-0.50308180222588,0.993347509016745,-6.55392888605782,1.66346543865982e-10,9.6001018716108e-10,12.966002734963,"DOWN"
"MYH10",-0.798577692149655,3.61983514985406,-6.55291101649635,1.67377718066747e-10,9.65631901604989e-10,12.95996481539,"DOWN"
"H3C2",0.893598324887742,0.968653152219094,6.54869380517816,1.71717248655724e-10,9.90329776586063e-10,12.9349567741767,"UP"
"PSD3",-0.896114712592477,2.36723133284579,-6.54858631250746,1.71829288791831e-10,9.90638294939205e-10,12.9343195140749,"DOWN"
"ABHD2",-0.991319521230011,5.51696911745149,-6.54641896051735,1.74103685388054e-10,1.0030672320229e-09,12.921472386054,"DOWN"
"UBA52",0.536748156701447,7.86836035157726,6.54435647978836,1.76295430709384e-10,1.01534887101208e-09,12.9092500974476,"UP"
"DLK2",0.699749985916398,1.2062162301098,6.54337837905571,1.77344268607418e-10,1.02069468336943e-09,12.9034549530344,"UP"
"PRSS8",-1.91586946014184,2.46071640767807,-6.54301027737517,1.77740574333842e-10,1.02262776548893e-09,12.9012741713838,"DOWN"
"RACK1",0.592808429465015,8.31450454620665,6.54232323619495,1.78482581110315e-10,1.02654784329287e-09,12.8972041311576,"UP"
"RAPGEF4",-0.816217590269501,2.79984745050515,-6.54065421930041,1.80297799901991e-10,1.03558013310984e-09,12.8873183014793,"DOWN"
"PTPN21",-0.555393989503752,2.19228794600249,-6.53999890957104,1.81015451537894e-10,1.03912718839465e-09,12.8834373670429,"DOWN"
"CPOX",-0.520948861620047,3.85599861213263,-6.53997820213288,1.81038174539769e-10,1.03912718839465e-09,12.8833147367335,"DOWN"
"TUSC1",-1.00575331696323,3.16490362724247,-6.53978558618648,1.81249672859985e-10,1.03998837384327e-09,12.882174072212,"DOWN"
"PHYKPL",-0.581349439807824,3.55812811678686,-6.53962223128961,1.8142923148299e-10,1.04066577149955e-09,12.88120671194,"DOWN"
"CYP4F12",-1.23502612761079,3.85610493555482,-6.53838322589522,1.82796828351293e-10,1.04815490766934e-09,12.8738701693405,"DOWN"
"KLF9",-1.13195470521605,5.41205616796763,-6.53727268939589,1.84031209979198e-10,1.05487537400339e-09,12.8672952918156,"DOWN"
"MYLK",-0.946794579788579,2.87492971741894,-6.53645498027459,1.8494532957991e-10,1.05975615368156e-09,12.8624546648488,"DOWN"
"SHC1",0.789232077332251,5.68782738575672,6.5361117655974,1.85330335515349e-10,1.06124352191378e-09,12.8604230691778,"UP"
"RGS5",1.15527102501919,4.85187295856014,6.5335638344346,1.88213190002784e-10,1.07629448733934e-09,12.845343774311,"UP"
"TKT",1.10204145039763,5.83317617146216,6.53246427186121,1.89470828594196e-10,1.08312023332513e-09,12.8388377639786,"UP"
"PSD4",-0.632337285912071,3.69762035494365,-6.53134118461638,1.90763879028582e-10,1.09014373422581e-09,12.8321934793903,"DOWN"
"KAT2B",-0.827104083506387,3.95901115642679,-6.53116946459055,1.90962347521561e-10,1.09090948089545e-09,12.8311776502272,"DOWN"
"STRIP2",0.596129343352466,0.750824021394871,6.52965010415479,1.92727218703084e-10,1.1006200700894e-09,12.8221906484924,"UP"
"TSPAN9",-0.67811052208386,4.86579895447911,-6.52931291527793,1.93121056392726e-10,1.10249709690328e-09,12.8201964102018,"DOWN"
"ACTG2",1.02613649560579,1.92206196801761,6.52786562456842,1.94820477820363e-10,1.11182371170265e-09,12.8116376408619,"UP"
"STK39",1.16629455592904,2.59186214426819,6.52508234933964,1.98129935378038e-10,1.12956759990963e-09,12.795182665174,"UP"
"CYP7B1",-1.14916939700597,3.32225047833872,-6.52402105865848,1.99406327244668e-10,1.13607894387442e-09,12.7889097215555,"DOWN"
"CSTB",0.719148447409877,6.3910793230576,6.52164344251524,2.02295168961622e-10,1.15176983476782e-09,12.7748594196137,"UP"
"SLC38A4",-1.65580916596828,6.92056443888076,-6.52160421118502,2.02343178108337e-10,1.15176983476782e-09,12.7746276206502,"DOWN"
"DAPK1",-0.778728198739121,3.7668233377183,-6.52085631373301,2.03260553179482e-10,1.15648010099193e-09,12.7702088731499,"DOWN"
"RPS10",0.508618388241925,0.909209413622169,6.51961708384843,2.04789582998456e-10,1.16478807862752e-09,12.7628881300066,"UP"
"EVA1A",-1.26982151070256,5.30702068667034,-6.51392256284375,2.11962004076924e-10,1.20356009093478e-09,12.7292623376882,"DOWN"
"DNALI1",-1.19032333699536,2.74460300737558,-6.51154724482118,2.15026058576018e-10,1.22054878804589e-09,12.7152433012708,"DOWN"
"RIDA",-1.16871149372132,8.52832426426609,-6.51014983546884,2.16848897697441e-10,1.23048296376204e-09,12.7069977892863,"DOWN"
"LZTS2",0.651731979650716,3.43349628827017,6.50977691239734,2.17337909484079e-10,1.23284437357697e-09,12.7047975740864,"UP"
"H3C6",0.901865427039828,1.77907968075907,6.50820139650887,2.19415833018674e-10,1.24379742395611e-09,12.6955032936237,"UP"
"ESPL1",0.852792310412449,1.70741271117746,6.50780514417362,2.19941501691148e-10,1.24594246739736e-09,12.6931660108665,"UP"
"RPL17",0.506715527077246,1.44876082134399,6.50423941140099,2.2472768664752e-10,1.27262958024186e-09,12.6721388546141,"UP"
"VSIG10",0.565379143817654,3.11296606715836,6.50387893805442,2.25217185221552e-10,1.27497490502973e-09,12.6700136626335,"UP"
"ADM",-1.0997554857584,4.10526879592299,-6.50146883263876,2.28516907845318e-10,1.2919260266123e-09,12.6558072084158,"DOWN"
"SAPCD2",0.732877858431909,0.892092878947561,6.49990003329829,2.30690197840229e-10,1.30334184896645e-09,12.6465621682462,"UP"
"SLCO2B1",-1.26334383370554,5.25837397160027,-6.49815866810206,2.33126277469565e-10,1.3157871050909e-09,12.6363023145129,"DOWN"
"AKIRIN1",-0.605688016317851,5.15690019023083,-6.49760009116433,2.3391302620073e-10,1.31978736790349e-09,12.6330117402819,"DOWN"
"UGT2B10",-2.15849126684847,6.72314971345295,-6.49685440716059,2.34967370620976e-10,1.32529429275918e-09,12.6286192783981,"DOWN"
"MFGE8",0.842393025150768,3.10544543926211,6.49657483436413,2.35363866312051e-10,1.32708829785612e-09,12.6269725568717,"UP"
"WDR5",0.518073826279809,4.89241198585187,6.49418616399234,2.38778375169896e-10,1.34589236717182e-09,12.6129053203321,"UP"
"MCCC2",-0.634439835648062,5.69557963959067,-6.49357490067195,2.39659925495966e-10,1.35041145498409e-09,12.6093061768489,"DOWN"
"DUSP23",0.766014600289708,7.86486749945454,6.4926416288902,2.41012026570702e-10,1.35712629005087e-09,12.6038115669764,"UP"
"PRG4",-2.15431019544864,5.04633386669364,-6.49238439168522,2.41386018157833e-10,1.35878004432758e-09,12.602297203743,"DOWN"
"STT3A",0.524913411931582,5.66796967940381,6.49190468025656,2.42084980420506e-10,1.36226137469085e-09,12.5994732586441,"UP"
"DEF8",0.502431477874541,3.5315645191318,6.49169962476198,2.42384360900532e-10,1.36303947185041e-09,12.5982661984583,"UP"
"COLGALT1",0.527165873418994,5.26460025227121,6.48986394060661,2.45080672189915e-10,1.37728663371822e-09,12.5874618190855,"UP"
"MBOAT7",0.506724838624821,4.60002871249918,6.48978648415495,2.45195086814532e-10,1.37747213279837e-09,12.5870059844881,"UP"
"RAN",0.568293134040254,6.15766864567221,6.48968289888655,2.45348179395405e-10,1.37787472404569e-09,12.5863963875959,"UP"
"NENF",0.700578110977817,6.99753655821223,6.48785276835082,2.48068501260696e-10,1.39268981746259e-09,12.5756274201949,"UP"
"KCNJ10",-0.617123914166843,0.487357249037476,-6.48677833280467,2.49679301966334e-10,1.40126814878021e-09,12.5693063137408,"DOWN"
"PPARGC1A",-1.43480788761816,3.27222773414385,-6.4865925539934,2.49958860474392e-10,1.4023719754931e-09,12.5682134286026,"DOWN"
"ATIC",0.561688015054565,5.49193909676743,6.48567702397834,2.51341030768066e-10,1.40965912549766e-09,12.5628279926615,"UP"
"IL17RC",-0.667074172699029,4.36383734150375,-6.48371737765599,2.54324724119417e-10,1.42592069477291e-09,12.5513028191668,"DOWN"
"SNF8",0.539614655974666,4.0171359820669,6.48131764346861,2.58025798384286e-10,1.44619229362719e-09,12.5371932471431,"UP"
"VAMP1",0.63700758626247,2.03162216410933,6.47913306833186,2.61440907954228e-10,1.46415227535199e-09,12.524352437385,"UP"
"AZGP1",-1.64086512823474,9.1109593600643,-6.47910202401263,2.61489756876882e-10,1.46415227535199e-09,12.5241699860701,"DOWN"
"ABCG2",-1.37069715313397,3.17635259935839,-6.47830985645026,2.62739281147119e-10,1.46987794029207e-09,12.5195145603312,"DOWN"
"PYCR3",0.743882565808169,4.05231826631383,6.47828857422352,2.62772931232403e-10,1.46987794029207e-09,12.5193894949328,"UP"
"PFKFB2",0.651240763397553,1.89963607854121,6.47668867593658,2.65314718885872e-10,1.48360553809248e-09,12.5099886228795,"UP"
"PPP6R1",0.568985443996356,4.534611393099,6.47633870825323,2.65873922805199e-10,1.48624137687042e-09,12.5079324937952,"UP"
"COPE",0.591188404093424,6.21058388336131,6.47591218267015,2.6655701862497e-10,1.48956780454198e-09,12.5054266945383,"UP"
"C1QTNF6",0.757317791194931,2.54928132819067,6.47566765922181,2.66949407032078e-10,1.49126804766913e-09,12.5039902021044,"UP"
"MRPS12",0.636813670260003,5.81995256472403,6.47430720094953,2.69142902808957e-10,1.5030254318252e-09,12.4959987787328,"UP"
"RPS25",0.569090331480398,9.03105379383533,6.47291450460061,2.71406673221169e-10,1.51466765091537e-09,12.4878194060191,"UP"
