"","RS","T cells","CD8 T cells","Cytotoxic lymphocytes","B lineage","NK cells","Monocytic lineage","Myeloid dendritic cells","Neutrophils","Endothelial cells","Fibroblasts"
"TCGA-G3-A5SI",0.441971518861508,0.239919606786507,0.109561151953051,0.230196201031067,0.0676715976675111,0.0797869741368192,1.7868872181152,0.5892889741691,1.66240845169618,1.90227242274487,3.17237089116427
"TCGA-DD-AADU",0.458912704801917,0.398051359632609,0.0402612230644346,0.403651674867206,0.083345715669659,0.106305644696863,1.33748634227441,0.39239950274795,1.2961695133492,1.35961505138384,1.94204026991562
"TCGA-ZS-A9CG",0.459537826429231,0.671546443512252,0.208017754895892,1.02856559877138,0.264419417010153,0.17298776298128,1.95277264796956,0.949441224666498,1.87713653768409,2.61616630999427,3.14221507137943
"TCGA-DD-A1EB",0.466617405498821,0.805050609532042,0.586692696860039,1.08384747789411,0.0846705776528571,0.203506100289351,1.50705799132981,0.740236416743185,2.19308804078248,2.73821897726208,3.82336484350639
"TCGA-G3-A3CJ",0.486629436988889,0.325016482594112,0.153286520990863,0.745156241504526,0.170628204872187,0.102152519261832,1.47950935414738,0.506193626929494,1.46550927954974,2.02309110139148,2.7508236469017
"TCGA-2Y-A9HB",0.487470953501071,1.70244155798751,1.35275852504064,1.64414101230947,0.580852849961577,0.211505231690503,2.90269125784935,1.06223684391406,2.064644894903,2.48080747357296,4.34927447598506
"TCGA-DD-AAVY",0.489989164989745,0.383424425273001,0.196103397714807,0.841249191760722,0.0925269888635472,0.174088843851822,2.04890909514907,0.58883462868931,1.8723591626851,2.45884100695236,2.14162704225343
"TCGA-DD-A73D",0.525567665192351,0.190040899073325,0.0272956240509075,0.400662069741992,0.0630646126131583,0.055144816025086,1.2696978397076,0.407234903360745,1.58382223025562,1.77287088077872,1.36683880822874
"TCGA-DD-AADS",0.526944855883331,1.31076845985382,1.621149303569,1.31356850494358,0.218342506948701,0.0551590491211939,2.33258106977422,0.712315429476704,1.3033971477603,1.54505542698631,1.43223334136265
"TCGA-DD-AAEH",0.531681471817111,2.17941929846714,2.4325586029838,2.55653924914575,0.724105818358236,0.509835615898259,2.8704210016123,1.44369091879841,2.13279167303897,2.58168047226577,3.91376144818827
"TCGA-ZP-A9D4",0.531867201994801,0.455201038884824,0.065296567127781,0.343760411137624,0.132557351324319,0.157602535516026,2.2283264429111,0.604921757230889,1.77182930886161,2.11538124352244,2.5925229243669
"TCGA-2Y-A9H4",0.535225372136017,0.81760866955656,0.399116393444799,1.14450091722944,0.144456790071854,0.226585274933861,2.32464120256516,1.59502571558686,1.87514634577686,2.27640449188203,3.21486933579662
"TCGA-DD-A4NI",0.549402415973628,1.44697321795139,1.21225804420273,1.52628264619399,0.729816791660606,0.350119753974145,2.61510104354175,1.33954452541545,1.87879554673436,2.57572407023729,3.85946414327221
"TCGA-LG-A9QD",0.570147591895569,0.761848276077877,0.32676742469588,0.904172376778559,0.685233718336043,0.172670890117707,1.7778050914168,0.747577100037802,2.11454358606029,1.66358042619326,3.3553495834682
"TCGA-MI-A75H",0.575272267970287,1.26926367256914,0.94245820394639,1.92516629878823,0.261775005222708,0.901723441866456,2.44394811651213,1.6191725997977,1.52843410541761,2.56615122700168,3.19416110961432
"TCGA-BD-A2L6",0.592768715245178,1.08555915778976,0.533363998339815,1.11279993872154,0.149825258374445,0.161767024187807,2.04884756903988,0.953732853821635,1.91210658713738,2.24595805899251,3.49159326143229
"TCGA-G3-AAV0",0.593106763226744,0.622000856661816,0.411209282790363,0.910648992451581,0.269798370895786,0.125206039747981,1.62803665207496,0.679578806805334,1.6007377053528,1.76212585788115,3.1411599639141
"TCGA-DD-AAE4",0.593249330682116,1.67927021844108,2.09572192227333,1.87696391849354,0.467618643542299,0.0920110922106212,2.56404308386678,1.34897738713542,1.86728533400291,2.39038462937935,3.59057184283186
"TCGA-QA-A7B7",0.595893424395929,1.26962370501749,0.259543673148691,0.913849184507688,0.912423489805538,0.288820196049156,1.76003028406686,1.45522427654437,2.2149834772524,2.13223371880084,3.57711647565903
"TCGA-DD-AADR",0.595998014284928,0.957430687314381,0.337539842197424,1.02283493268376,0.201585828616997,0.325999445623899,2.3399067239948,0.932543952660392,1.62780397514796,2.06679017316272,2.45244693951905
"TCGA-2Y-A9GU",0.602986317396256,0.71415838181062,0.253989266230787,0.860157053558308,0.204976735985534,0.14035963793058,1.79274915031354,0.670027253989787,1.99218845059267,2.32095840397322,2.71723727901115
"TCGA-2Y-A9GT",0.603721900264368,2.41211801056587,2.51063284603898,2.30777421073127,0.954858191877816,0.635612224307484,2.88439511032937,1.23392579179892,2.49857264327581,2.83213906918665,4.29409142816644
"TCGA-G3-AAUZ",0.605226262898296,1.20412020469527,1.02048442206508,1.2291200593577,0.654872160990494,0.13000472753829,2.6461863648283,1.29743926306881,1.85731072026935,1.94533823435146,4.32158978454773
"TCGA-BC-A10T",0.606073477565374,0.724508988822344,0.425244442148101,0.972381800135333,0.162147450506573,0.184082563350023,2.52481952497888,0.984157796014071,1.90466650642205,3.31079977708627,5.53030761517059
"TCGA-XR-A8TC",0.606514968868021,0.949179714809711,0.0578314745605733,0.274573591666385,0.123081033957956,0.152724451665596,2.19276031093831,1.02341627505385,2.24040717162898,2.3525653546536,4.0401478778029
"TCGA-LG-A9QC",0.613561510993781,0.492177454238959,0.0353423807921971,0.530386717584596,0.0748026532268054,0.140859026243633,1.62256231545554,0.641351342572107,1.59524970766888,2.48648985898026,3.96836775975059
"TCGA-CC-A7IF",0.614252999102768,0.596320449412769,0.01292617444427,0.496597492417765,0.178853098663134,0.0806929266683478,1.63951818957809,0.660207625293588,1.86060098314123,2.03289956478231,3.65321083257174
"TCGA-DD-A11C",0.616797310989332,0.98623912575744,0.1598874787305,1.09251356222586,0.35240704253592,0.307094269965205,2.91187994062849,1.26018651594406,2.2877284982412,3.45387235140998,5.03768420464002
"TCGA-DD-AAE9",0.618683961840166,0.48781460806342,0.123533772290994,0.484173504567888,0.0566017634223418,0.111284332516658,1.88426544670769,0.637692277689667,1.53546531869646,1.59245723194536,1.3081081486504
"TCGA-BC-A10Z",0.621631446033907,0.3359721512338,0.045862297908688,0.176610253039369,0.0541863137769658,0.124749552384677,2.5955570521627,0.342288859820814,2.50495983222682,1.95027694115051,2.45641342978468
"TCGA-XR-A8TF",0.626040044042256,0.9477500262607,0.524464925964998,1.03975956131382,0.193961591990559,0.14960063474029,1.97446880978967,0.63660411504671,1.87761804662102,2.21846883294419,2.49055358892367
"TCGA-BC-A10Y",0.629272961024904,1.20165427373384,0.717210299019596,1.57287423683888,0.219818060792502,0.368604541886792,2.64054580807747,1.183774751623,2.327348293421,2.7280854437224,3.77539149180301
"TCGA-3K-AAZ8",0.633626395796186,1.46107067839289,0.591296434443207,0.985166721335387,0.431032201225748,0.219037847856609,1.98486022924138,1.02878645678928,1.91411662794426,1.95549657591465,3.26394686565364
"TCGA-RC-A6M4",0.63546596277365,0.305418691275815,0.0117818594599147,0.173147657338208,0.0244489335722146,0.0228954044348495,1.6711629623466,0.400839863659442,1.40877413160246,1.75835415088017,2.3971670013119
"TCGA-G3-A3CH",0.642630216731436,1.19358407564559,0.540523296438219,1.20834630313073,0.797223490399219,0.334377332106525,2.60669128520324,1.19790711499467,2.10982016991589,2.65018538891044,3.97075417677637
"TCGA-DD-AAE2",0.643886097986326,1.48932705191154,1.45117154022565,1.64402475158963,0.643580194934484,0.310939882324108,2.78889766669483,1.22670628603083,2.09829984822892,3.0696454040321,4.56526035035684
"TCGA-DD-AAW2",0.647450414844149,0.395087620823619,0.115965431586807,1.19783287901354,0.201376246472128,0.230397517834577,1.63872735621587,0.732936540916296,1.66655039697493,2.97325372360424,3.62531422441981
"TCGA-DD-A4NK",0.649124652665684,0.503033790491027,0.165558254461174,1.0888501842867,0.0975611486844885,0.267198586308721,2.17998714901311,0.905282872482049,2.13887061530486,2.45286039007375,3.72037055922617
"TCGA-MI-A75G",0.652557276888445,0.44339968534467,0.143393418693188,0.386169405502844,0.129987615347491,0.0525016433763755,1.85183508354009,0.510766573461981,2.02109107241419,1.92943362489387,2.56392446823072
"TCGA-DD-AAE7",0.658752381161828,1.09488801674199,0.710878050195879,1.36886922069675,0.577759655173884,0.257237570911539,2.31227810985659,1.43995471522809,1.98854451670986,2.33025922844299,4.43779327015737
"TCGA-DD-AADY",0.67055161838907,0.886984317176291,0.222433640605915,0.583414625381521,0.0740969096237385,0.16964198941564,2.16914040830038,1.01692513680398,2.45050711574257,3.02748471749368,3.91204854036971
"TCGA-DD-AACE",0.671041816615877,0.564916910821403,0.198619873219215,0.480166076006991,0.232276700026117,0.0482336335140869,1.51621456358227,0.646977040458744,1.71960405511128,2.34005179540005,3.28319420631036
"TCGA-DD-A73E",0.678864952609435,0.227956534107219,0.252536766696175,0.476785054334885,0.20494093991933,0.3851181617139,1.7672931952099,0.742853091105308,1.87731974062308,2.79065002585267,2.82265018708544
"TCGA-DD-AACS",0.681111750828368,0.535410648430357,0.0529722748139887,0.597019678752335,0.124523275046469,0.0983979056818913,2.28315191639715,0.562071559592095,2.29500702969522,2.29137686365919,3.31798466459402
"TCGA-CC-A9FS",0.68123015243561,0.729374090250672,0.272023189061048,0.763150711206168,0.33426546252921,0.202389911569276,2.31884359933401,1.14931981858549,2.13664420560237,2.25783266577452,3.4458772976405
"TCGA-DD-AAEA",0.681604981282666,1.43251386868006,1.11490002395719,1.26252037756312,0.371682671984228,0.307754835236842,2.42079862442816,0.817557891042592,1.69874444254342,1.55923392939293,2.5746317770627
"TCGA-XR-A8TE",0.687390245528384,1.0727208455058,0.178746505981816,0.709616210848516,0.179362520373085,0.116749261371246,2.01451587818004,0.976072652441517,1.58511603475173,2.6147135520477,4.81957389481922
"TCGA-NI-A4U2",0.690793089517801,0.395723529332987,0.024603367140657,0.531811112066089,0.0715034415546448,0.135320556143514,1.50499923576343,0.848698444665211,1.7277473662914,2.48238644378135,3.35913470167839
"TCGA-DD-A73B",0.700847994830261,0.420132449486186,0.0865120465742818,0.706714453284174,0.163204394728329,0.208793644134798,1.71382096200426,0.579560816640942,2.2387071277097,1.93049229074161,2.33736500385678
"TCGA-DD-A73A",0.701005278632189,1.29453481373559,0.946131951910697,1.29338002811966,0.151104604341554,0.260928584382845,2.34291813203186,1.10380925466201,2.00554869041989,1.84548043439823,2.71522872216263
"TCGA-ZP-A9D0",0.703766882246107,0.545375137491935,0.104873376726018,0.610024568567375,0.118665992668891,0.106668132665609,2.02529560570239,1.02502413789852,2.14739654567543,2.36479672293884,4.18421452017351
"TCGA-DD-AAVP",0.704787991569154,0.646875646261242,0.469990138221073,1.06958818939879,0.432429195259049,0.105540336218872,2.19141866199335,0.638575449120996,1.52177547880242,2.54529332214892,3.40501960639131
"TCGA-DD-AADF",0.706518424753898,0.938431018710118,1.41093803322841,0.824082319731729,0.62030570178361,0.138426208753731,1.51302287590498,0.468794622989828,1.80401673717228,1.33960985659523,2.279061489212
"TCGA-DD-AACO",0.710199738015537,1.01247263314797,0.845028314649543,0.805215965353492,0.184005499184235,0.0993667110974343,2.32722491558498,0.926211126150468,1.88145386484555,1.83155356952788,3.19210018829777
"TCGA-DD-AACA",0.71566148720083,0.575330697941557,0.492006975593955,1.184756521341,0.474976480001387,0.195035482373329,1.99119943717862,0.652957564436643,1.69324033877101,2.78252943730452,3.88413364849218
"TCGA-DD-AADJ",0.733622097354626,0.751845298135165,0.190298791626595,0.83220194154367,0.367198163865187,0.0455123986655779,2.0973644710599,1.35199446230934,1.85510907157442,1.94999059504656,2.14675216157089
"TCGA-FV-A3R3",0.749681276092184,1.13099290267414,0.453754606851697,1.1656899933902,0.34926138362539,0.171062283240712,3.09404090312415,1.7679914114182,2.38559219709283,3.56488613426168,6.01998159983598
"TCGA-DD-A39Z",0.749691300618607,0.470011837991619,0.350044565862694,0.747872213565497,0.065887895929986,0.0556080645650143,1.41343625175495,0.644832854697887,1.62436051696903,2.05304294832009,2.02099084252675
"TCGA-DD-AACW",0.750453046578364,0.998781506266133,0.217230716220669,0.966548695609602,0.402447340108471,0.263919261804271,2.57776692230245,1.56383072067362,2.16536381357673,2.23042363268838,2.31539549813058
"TCGA-CC-A7IJ",0.7523356830875,2.83613629981846,3.34684345435114,2.37557409347518,0.580831829656,0.288616883958556,4.62510951261396,2.40562775878069,1.35662215822383,2.88047482301797,7.89427096869518
"TCGA-G3-A25Z",0.752851091767196,0.6353215701119,0.0728604019312449,0.386267548445505,0.0860263463689482,0.0344790999212005,2.83564596711861,0.853748210591631,1.97328920138943,2.01348797738361,3.68743282255388
"TCGA-G3-AAV5",0.755362648877894,0.756927123102814,0.385927956594824,0.6398023994686,0.457345685450173,0.0736064752891826,2.34174191414411,0.734756620739264,1.3620352319979,1.6929098805991,2.45383897564163
"TCGA-DD-AADV",0.756337305299745,0.909165205777991,0.333080194006724,1.07205626132262,0.262509868487242,0.219479775381517,2.89459887078735,1.44679352275681,2.35111204682961,2.90454284822929,5.30738792560906
"TCGA-DD-A73F",0.757893724450592,2.28440766480936,2.51636821097614,2.1332191175222,0.555733555354381,0.522898712416713,3.42881436864155,1.33005982215976,2.09956751275176,2.53119547214445,3.46789103841951
"TCGA-DD-AAE3",0.763926386801948,0.367381750652732,0.0725860470685965,0.669924281433498,0.169436541491787,0.0730856535771819,2.14496892556099,0.835955544965931,1.71787305280089,2.88695028502187,4.2945932983945
"TCGA-GJ-A9DB",0.764938579686991,1.00653813716548,0.438399319609223,0.848794984743835,0.442530128835197,0.286909546284133,3.15480780242881,1.48273944454662,2.28454941510142,2.97728927135877,5.16005449666199
"TCGA-2Y-A9H9",0.765629350067573,0.774396485725011,0.393965275660243,0.895646801094287,0.164418773164549,0.289617361118658,2.73838403207269,0.89514278221665,2.33987997543063,2.51611081608446,3.54915545530212
"TCGA-2Y-A9GZ",0.771991934238428,0.54960217408391,0.195347598322219,0.652685709214453,0.502043954228783,0.2148950517357,2.03989950415924,0.881708385019235,2.34575555886127,2.71888385440611,3.06842344321345
"TCGA-DD-A1ED",0.773263989754657,1.02090861709079,0.503043370568864,1.27967444572309,0.630480613820235,0.338389163166827,2.89091866440817,1.32653167125697,2.3175403016347,2.5324910367761,3.55935591278068
"TCGA-WX-AA46",0.776073802614488,0.390261196289172,0.184343777952907,0.643215452037825,0.133800147984772,0.220575610909685,2.34558496863068,1.07575403219492,2.00230993372684,2.30458182823664,4.0301381371739
"TCGA-G3-A5SK",0.782185740663318,0.75051821286727,0.444349024064218,1.72664492538704,0.286790216027899,0.710789321013596,2.42379528633933,0.856988643580423,2.17281972792591,1.70952340004496,3.57404822321596
"TCGA-ES-A2HS",0.787584814651027,0.346027494584356,0.0543622884496891,0.499268908036885,0.158490664318353,0.0752175898868378,1.76873691997503,0.54443081706235,1.65341287957955,2.08959729268513,3.42031136018759
"TCGA-RC-A7S9",0.79369719318856,1.05914029270397,0.4602707607525,0.989279247106762,0.709203730398819,0.141952065577013,2.31820867857887,1.48905221839977,1.80811287223354,1.65800101528643,2.24794533099378
"TCGA-DD-A1EH",0.79405162417625,1.05830261892104,0.459956139654123,1.00036060041959,0.583067628003281,0.228829612385339,2.88643105113216,1.10410700592053,2.25862613156736,3.1632931737442,4.83421114385541
"TCGA-5R-AA1D",0.796591873491392,1.26334106641963,0.377512488485005,1.07533416380783,0.415496926887996,0.240597646201957,3.0345191110269,1.73118208813765,2.21144845565903,3.85380315553243,6.51745306395711
"TCGA-G3-AAV4",0.803841098061745,0.52909244841134,0.0192037339730927,0.399727587524457,0.106071822535049,0.188302178561252,2.16574160349687,0.896797155756382,1.65206532675004,2.78319949199947,2.69706416698323
"TCGA-5C-A9VG",0.803944619815255,0.762314377945906,0.171719239087848,0.511199599984884,0.239980705546971,0.13366397830224,2.37846129804397,1.09039592279464,2.012989240205,2.99412180759728,5.47493236726923
"TCGA-BC-A5W4",0.807715269968586,0.891476320974244,0.0367494764278683,0.316233769782362,0.0835643601153027,0.0569515635665972,1.41925901725632,0.573128886848452,1.33824306698425,1.24082735536737,1.87766047296873
"TCGA-ZS-A9CF",0.813772368643659,1.26955330872158,0.319617934200161,0.85266998867851,0.198258273665844,0.382409688923703,2.73852532793262,1.69940618009955,2.47670585142632,2.75630348768273,3.40399826731879
"TCGA-CC-A7IK",0.814222585259721,0.547830679045046,0.0905824763624423,1.0253250555103,0.0912577518065906,0.284054164155707,2.00990058402166,0.884460835530647,1.73653486884198,2.43861243344059,2.64991573501509
"TCGA-BC-A3KF",0.817275463216453,0.700959664777303,0.200253231593687,0.522534862878749,0.235509996647401,0.183623224973863,2.17401074343204,0.929156985396013,2.1309547085895,2.58819391416215,3.38126402515828
"TCGA-DD-A4NB",0.822719695240241,1.58696677295228,0.783582373940371,1.57304610400334,0.225664668914001,0.268479750626365,3.12095292343413,1.67884044339338,2.27178851013032,3.39905551058199,6.8414655873587
"TCGA-DD-A4NV",0.824631316709063,1.12512113966663,0.372283512880528,1.28674469704743,0.271646263501476,0.37093938234683,2.6661595409315,1.32368248410102,2.50798833600446,3.09056382493749,5.2898930120696
"TCGA-G3-A3CG",0.826157345514598,1.04855570296725,0.413377445267708,0.811054656010418,0.261226979319316,0.120893512744186,2.42676248796143,0.840160455096919,2.45285116172245,2.41869334931966,4.08197466797775
"TCGA-K7-A5RG",0.833814769555403,3.24967908987894,3.29601682253322,3.13334366632506,2.596046713417,0.788243393970787,3.87835239861451,1.86601488399663,2.21155556683327,2.36063283407493,3.86596583690381
"TCGA-DD-AAVW",0.834640611600276,1.94235153462832,0.273217473103495,0.896576664636347,1.13873651263703,0.231502219082359,3.44561192409954,2.4877578027606,2.14836812939386,3.27504247578333,5.9351704172656
"TCGA-DD-AACK",0.836773607521273,1.12361857835087,0.245373962618162,0.602918471056986,0.0814481626784539,0.0849901926040537,2.77492400215287,0.758879705324574,2.04858094702375,2.57753898002827,3.1816122909826
"TCGA-DD-A11D",0.841544608542107,0.671203115466462,0.252052275031513,0.493926495361485,0.141185307103358,0.137484846820442,1.8837323635407,0.914437933315071,2.38535916483914,2.77187708266068,4.08132737539715
"TCGA-RC-A7SF",0.843841217283081,0.96790780202345,0.383054501449792,0.676609529019293,0.165577010319504,0.131385018887866,1.59755672061147,0.732202902270126,1.83711833323542,1.53841703197911,3.37532477624344
"TCGA-DD-AAW3",0.855610184691734,0.400888044829277,0.105946211905325,0.661837879416919,0.12434298264479,0.0962843820358937,1.7809469560428,0.655051486856932,1.48981674270975,2.35372170249149,3.35123823255407
"TCGA-DD-A4NL",0.862572107656752,0.79194367094182,0.358171174969554,0.62238976314553,0.187679378540275,0.139495962868286,2.2945941358061,0.887199848516093,2.4294276695195,2.53236228773152,4.31454336855119
"TCGA-RC-A7SB",0.872948683538365,0.552667418693376,0.213005038545048,0.583713539345773,0.142509878725515,0.0908846309893754,2.00281358663004,0.915030351099769,1.73523296994686,1.81363163317832,2.9881557903076
"TCGA-UB-AA0V",0.873856019506516,0.954873161933935,0.544782104786663,1.40018357911861,0.333706921960885,0.32938414004692,2.64559388820969,1.57745916528523,2.25936491881088,2.86551684606651,5.29905662006639
"TCGA-G3-A7M5",0.877828031877076,0.637160459067666,0.292546187950339,0.922407922802381,0.0589276156618091,0.233794734973719,2.23366920902616,0.598357036065324,2.14316785851069,1.67566869083045,2.4554642775891
"TCGA-G3-A25U",0.879041416192809,0.411905924478668,0.191309967445729,0.739965015791242,0.170259160987185,0.217868676505351,1.76539493304195,0.6444314003074,2.51229437031579,2.26259283710632,3.0130643181725
"TCGA-DD-AADI",0.891153031216125,2.27543716767976,2.06308871201928,1.95682011432797,1.297729667636,0.262528722245056,2.7157876972201,2.62736574454165,1.85366575305275,2.44234559646569,4.96196532276689
"TCGA-DD-A1EA",0.898315123931525,1.60219408231693,1.24999136835819,1.80036963768485,0.938175996096547,0.35285257698124,2.89509100602648,1.17403001347944,1.6323541664701,2.73488321668535,2.60392060656371
"TCGA-ZS-A9CE",0.899407558425856,0.336199422403987,0.0655723115936221,0.174520517587428,0.0410074554367233,0.0558967127359699,1.65528307254734,0.34332570320378,1.76175755994972,1.86316555023768,2.60933460280951
"TCGA-ZP-A9D1",0.90122679754063,1.63582295378502,0.561985922301846,1.03499954861758,0.587195023007172,0.459409811813978,2.88079568000136,1.07659681371645,2.52842417486484,2.90305066927148,4.91752063437717
"TCGA-DD-AADL",0.906690776314908,0.450320536764652,0.189286906583612,1.14562308166806,0.0947439423936115,0.167619332494163,2.3162365040758,0.768943452247949,2.23539906975289,2.22983021536721,3.28725476032242
"TCGA-DD-AAD1",0.918163012155878,2.66402185581009,1.71241969708052,1.70192643578873,3.39560775845676,0.395505883623439,3.17374277712219,2.70027279875965,2.62921682334355,3.52119700881528,6.47403873679295
"TCGA-CC-A7II",0.920495194412502,0.508906896367915,0.549126980199267,0.788379486818971,0.345945788037152,0.105171326120116,2.1978396338444,0.478473950912346,1.17623494879916,2.34700508677449,5.56750398701496
"TCGA-CC-A8HS",0.921132152363302,1.10686924859511,0.174917695239588,1.14542008817613,0.791953209902632,0.271506292752109,2.12542176373539,1.65428703360062,2.2584521973168,2.78802096669286,4.10521904231596
"TCGA-DD-AAD6",0.921798563149706,0.56604699499866,0.0661236424652936,0.174550559827283,0.0171486752161591,0.0489594112924402,2.25376302436323,0.557839416014034,1.42561898445458,0.999301430032487,1.26398728105623
"TCGA-BC-A10R",0.922003124837967,0.650685648359125,0.121413330915865,0.370473956493444,0.232854754116801,0.0496467065301194,2.23301021985758,0.891446157875694,1.92717152271831,2.67202077708048,5.11952666723705
"TCGA-DD-AADW",0.92305659287095,1.11171180952128,0.24379092506481,0.739160386099307,0.785332481579363,0.21571411991504,2.97443417878166,0.833902047688389,2.11553268658125,3.41034105340314,5.34925408118663
"TCGA-2Y-A9H7",0.924002197783181,1.10944697065303,0.190804468127001,0.710189677697958,0.403659219877738,0.118803449292745,2.15137483411149,2.10723749754525,1.90497559434403,2.21160128329479,1.8486695790204
"TCGA-G3-A7M8",0.927571963232542,0.255739624958365,0.0781999199213715,0.316670387482213,0.198922935319307,0.135444126023481,2.57952033197329,0.915662993480532,2.14782013783871,2.43875672582132,3.80760929765201
"TCGA-DD-AAEI",0.930785226756884,0.922903175096016,0.267356011783887,0.826258869425694,0.0901901453717804,0.176446867696511,3.10227348269133,0.61630794627415,1.6669414700937,2.05874812337299,2.45374414882105
"TCGA-DD-A116",0.932323877375377,0.762702996000555,0.332851122072154,1.01987253098935,0.316544381365888,0.163699745599099,2.16159347935638,0.75501437597941,1.37161240178549,2.03169527586936,3.68688583540259
