,RS,HLA-A****,HLA-B****,HLA-C**,HLA-DPA1****,HLA-DPB1****,HLA-DQA1****,HLA-DQB1****,HLA-DQA2****,HLA-DQB2****,HLA-DRA****,HLA-DRB1****,MICA*,MICB****,ICAM1****,ITGB2****,SELP,BTN3A1,BTN3A2*,CD274*,CD276****,PDCD1LG2*,SLAMF7****,VTCN1****,CD28***,CD80****,ICOSLG,CCL5****,CD40LG**,CD70***,CX3CL1,CXCL10,CXCL9,IFNG**,IL10****,IL12A****,IL13,IL1A****,IL1B****,IL4***,TGFB1****,TNF****,TNFSF4*,TNFSF9****,VEGFA****,VEGFB****,ARG1,ENTPD1****,GZMA***,HMGB1,IDO1,PRF1,ADORA2A*,BTLA,CD27**,CD40,CTLA4****,EDNRB****,HAVCR2****,ICOS****,IL2RA****,KIR2DL1,KIR2DL3,LAG3**,PDCD1****,TIGIT***,TLR4,TNFRSF14****,TNFRSF18****,TNFRSF4****,TNFRSF9
TCGA-DD-AACH,1.151240638,9.839146457,9.508072847,9.836135431,5.233581332,5.883476637,3.379745709,4.064106815,5.748152588,3.026994766,9.362271084,8.677335576,3.672798697,4.491269488,6.155733044,4.410042548,0.857184806,4.448041948,4.367238253,2.272560739,5.137028012,0.835034744,1.898130942,0.622742976,1.740495874,0.74682869,0.151599082,3.960743368,0.497433534,0.650396947,4.993742284,4.239779899,3.139469495,0.182565182,0.270110276,0.689656994,0.05338942,0.038436182,1.364460374,0.092748686,4.537749556,0.507921465,2.675273972,2.476822336,6.199311135,6.936147928,3.493147735,2.436241809,3.86353214,6.337611199,0.538836108,3.379828868,1.064813887,0.042924445,0.365580566,5.41318109,1.101179409,4.313303907,3.488682097,0.435201856,1.079634112,0.717034778,0.837458899,1.202323681,0.578697238,0.724912159,1.968164498,4.145824162,2.292693418,2.651269873,0.330214177
TCGA-FV-A2QR,1.153598271,10.29710714,9.800925778,10.47466986,4.775108501,4.503844815,2.649155563,2.95995558,3.854753711,2.508327229,8.02471306,7.056854442,3.253459878,1.581158393,5.270682174,3.372896394,0.575312331,3.874344516,3.574174186,0.956502778,5.129942384,0.273098089,1.079975377,0.059216817,0.743558052,0.306378911,0.121943734,4.282854909,0.227741076,0.320080262,3.338923531,7.694470721,5.987984753,0.274052884,0.10259095,0.046002047,0.651132078,0,0.813770932,0,5.933105197,0.202887833,1.285993972,0.158724796,4.236905851,5.339265682,7.390981453,2.25299083,2.764855671,5.542651177,0.904349215,2.562010353,1.997545331,0.0739573,0.30987466,3.306612224,0.199122642,5.89059504,2.718262977,0.224781194,0.173639164,0,0.213005039,0.804218807,0.164528861,0.222062625,1.449851865,3.625995162,0.676267408,2.446467986,0.110630508
TCGA-5R-AAAM,1.156591243,9.624385888,10.08192503,9.743800882,7.008122682,6.023692265,4.505541643,5.269141644,0.394184847,0.538240158,10.08444475,9.306224867,3.368614714,1.827493874,5.431335462,5.164979311,2.341644241,3.573423003,2.877116001,1.374566567,4.590835524,2.043064479,1.825989096,0.03083043,0.993710587,0.384602458,0.088141597,4.93946638,1.625130188,0.227864273,3.314450014,4.484505527,4.048567521,0.21673422,0.542703792,0.138028045,0,0,0.762051103,0,4.974231015,0.553851968,0.580531438,0.400975044,4.085747561,4.077063506,9.405831579,2.200033464,3.631476843,5.117441552,0.711847278,3.313231338,0.523361219,0.172359498,1.096599207,5.003188437,0.603881483,4.764717695,3.134631671,0.291485686,0.82887526,0.10755397,0.16774328,1.245130531,1.086376168,0.449217992,2.025241461,3.857990945,0.694033266,1.458434503,0.194339249
TCGA-DD-AAVU,1.173193347,9.628039013,8.792307146,10.11527779,3.215756242,4.750483238,1.972986677,1.607436847,4.016219949,1.747645193,7.512689113,7.308427319,3.866274992,1.620539493,3.275275292,2.786324524,0.049212535,2.839496077,2.878705726,0.287826867,4.558230893,0.291367804,0.2174789,0,0.684010782,0,0.216485907,2.331791191,0.334797075,0,3.89143863,2.69055119,1.005399988,0,0,0.086647913,0.029841557,0.042644337,0.215119425,0,2.92873036,0.194339249,0.332736572,0.102993993,3.246438491,7.10278199,8.773902067,0.858935843,2.129184086,6.067924767,0.073134705,1.329468079,1.254352163,0.024035935,0.064469017,3.834468522,0,1.211386062,1.61875549,0,0.166201253,0.050606174,0,0.307428525,0.119688175,0.083519749,0.683292219,4.391162805,0.465295389,1.804631843,0.105812151
TCGA-ZP-A9CV,1.174985078,10.63806388,11.62619576,11.57527881,6.236599764,5.474160198,4.741445413,5.930943084,1.754246162,0.18142064,9.518085407,9.274762044,3.011763972,2.583928199,6.034475455,4.240268529,1.320253597,5.172823508,5.059891689,1.763411574,4.022296786,1.562181356,1.705048971,0.063226802,1.474046599,0.117030053,0.091395186,5.679350603,2.163691937,0.288890061,3.002360481,7.759480777,3.837489176,0,0.39583057,0.142870845,0,0,0.910348915,0,4.361915709,0.216237552,2.151046991,0.413810687,4.393752534,4.120617361,9.007731198,1.738508453,4.349563436,5.303886664,1.154194325,4.003305392,1.258639521,0.420401554,0.981998742,5.723536719,0.94073056,4.098335333,2.492212122,0.498557248,2.134549534,0.163885117,0,1.340277405,1.048096653,0.679513879,1.916514861,4.481647688,1.255802837,1.589571754,0.118226814
TCGA-DD-AA3A,1.178471234,11.21107086,10.99072084,10.47789535,5.39533705,6.077317781,3.265361879,4.582790813,6.343237247,6.78920888,9.062952767,7.729238013,5.515352919,3.363619659,6.061411158,3.536985376,0.280243696,5.105103936,5.048907497,0.518635847,6.121856728,0.299596349,0.933270472,4.719068415,0.080521232,0.267595722,0.189286907,5.167626882,0.265436896,0.450802153,5.349910149,2.971938948,2.785466854,0,0.038717108,0.309409049,1.219276961,0.187894405,1.299244658,0.752234781,7.805712922,4.851534183,1.808096689,0.849118567,6.006701958,6.805602014,3.706563705,2.164174837,2.75306963,5.79053487,1.141890509,1.495797478,0.181293413,0,0.580434959,2.770829046,0.177726483,2.000793264,2.478169366,0.05046687,0.534559685,0.077653186,0.160274831,1.133366243,3.554527459,0.403267722,0.670659081,5.880665937,4.443115946,2.41829791,0.64099104
TCGA-EP-A2KC,1.183096189,10.79039395,10.76919096,10.96926578,4.977311983,4.782644451,3.238190708,3.188859805,1.581592279,1.370275897,7.936855799,7.922819258,3.443009825,1.360027093,4.312222249,3.32656611,0.623398682,4.847756437,4.329453728,0.882760416,4.472656726,0.845269239,1.503552276,0.116630912,0.595885528,0.251446432,0.455333797,3.82736176,0.911423149,0.047259175,3.270185047,5.588501776,4.395885395,0.275603079,0.083111227,0.363787841,0.122076304,0,0.439144376,0.087055435,3.710271952,0.541713066,1.588228909,1.284040264,5.037672138,2.708827311,8.215978965,1.522557993,2.178746506,5.415008194,0.963474124,1.844586516,1.605968359,0.059908989,0.824727127,3.763199085,0.777956188,2.79601624,1.880607169,0.643486813,0.373954395,0.239764627,0.045442971,1.273754579,0.61805067,0.469885976,1.090108184,4.591458018,1.402994975,2.337939394,0.204641566
TCGA-ZP-A9CY,1.185169197,10.21687897,10.25760977,8.980882731,5.639614207,4.995611145,3.46490347,4.288528368,4.185335346,1.806695254,8.692470789,8.249150438,2.254321925,2.159435436,5.515387615,4.280963735,1.99533979,4.221629652,4.047869884,1.039980598,4.626392409,1.22527493,1.773532226,0.860923081,0.917011584,0.357608304,0.345850517,3.995873406,0.909581116,0.211012193,3.546820394,5.179212448,3.959529068,0.200755432,0.275364696,0.12763328,0,0.123798608,0.642193247,0.102322191,5.124985636,0.687508661,0.876801774,0.198494154,3.918596135,5.485513773,9.577795498,1.796763858,2.611479304,5.108378089,0.963622085,2.228172218,0.694568225,0.159370847,0.54181217,4.194221037,0.079019633,3.36381587,2.740819651,0.1264443,0.165686877,0.192194165,0.105275783,1.955647583,0.193708673,0.284040264,1.882408287,3.702103407,0.852797893,1.632082049,0.105543992
TCGA-MR-A8JO,1.19085178,9.296473238,9.2768779,8.950831142,4.910809399,5.269388538,4.478700061,3.377012662,4.301258394,3.094354319,8.725046836,8.017238247,2.305999696,2.001117656,3.670092514,3.834974088,0.997906574,3.153659438,3.336240535,1.001514035,4.417325962,1.410178263,2.387445262,1.168449492,1.153740494,0.574053054,0.082838815,5.606779765,2.041383179,0.414460306,3.226400632,3.658737042,4.058515653,0.433386809,0.214622201,0.406645508,0.021053252,0.324810603,0.537345771,0,5.395241068,0.437334286,1.865918815,2.068498846,4.752309723,4.633733436,10.05707019,2.601910409,4.485948422,4.703272386,2.364236231,3.482796665,0.043204499,0.262793937,1.684818738,3.950468414,1.878568412,4.061957603,2.404330943,0.964953053,1.258458623,0.137896932,0.111031312,2.230756371,1.557189496,1.659833246,1.721635143,4.177957645,2.657365616,4.615333896,0.604925298
TCGA-DD-A4ND,1.191862119,9.279889576,9.441237579,10.36417789,6.823726436,6.3389467,5.13888408,3.553323637,5.347768399,4.178682776,10.03645828,8.921416098,3.275662669,2.422851935,5.99103652,4.830529151,2.736756388,3.843350768,2.928351371,1.951289378,5.325836107,1.958211648,3.131902221,1.856388177,1.770279343,1.004824951,0.594166328,6.169985112,1.753861221,0.877822762,3.959844328,6.936465983,6.660696205,1.041453272,0.360532839,1.284514133,0.144960005,0.084744621,1.84643314,0,5.33277953,0.848077054,1.973023425,0.773658813,4.77440229,5.416083074,8.550885277,2.852897744,4.86781741,5.818183344,1.984370606,3.365538574,1.199311135,0.857184806,2.477729129,3.665904355,1.879980166,4.763475315,3.623410389,1.571628274,0.989720329,0.051163253,0,3.155117754,2.954531349,2.11653111,2.173703117,5.083787778,1.806035283,2.450353484,1.417487999
TCGA-G3-AAV3,1.19285953,10.87972575,10.75662454,10.95514727,6.197660985,6.323317823,5.245822681,5.854160261,3.702402667,3.374218774,10.09829493,9.639696319,2.921626748,2.555153541,4.174174687,5.569475902,0.889785022,4.80734977,4.571943726,1.549718451,4.530276791,1.521251795,4.687833354,0.103262627,1.331991778,1.03470874,0.163756333,6.83469984,1.495388174,1.096194373,3.851679091,7.480647237,7.505598805,2.038120075,0.238297728,0.396159489,0,0.07819992,1.07121349,0.095586908,4.629001003,1.096194373,1.72678763,1.630638446,4.5660784,4.200810349,7.120850601,1.64791311,4.992659681,5.365863977,3.643382908,4.612529433,0.554932602,0.985573292,3.423322685,3.862372038,2.280273395,2.811162729,3.045442971,1.331189262,1.67676387,0.179893171,0.190425227,3.791334829,3.306145559,2.655695287,1.2857573,4.580079138,3.111699072,3.949301468,3.429656131
TCGA-CC-A3MA,1.196146454,9.875881407,10.49858736,10.52790975,4.65418346,5.725307629,4.558971664,3.931144073,4.569521472,3.94737628,10.1933923,10.30722962,3.566997762,2.335854801,5.251397196,3.239107762,0.88041126,5.022487663,4.918290815,0.470719061,6.314236095,0.659193895,1.80805549,6.131048208,0.209390977,0.390117354,0.154583209,4.538525748,0.529770982,0.106616329,5.094130482,4.038690773,4.291257281,0.195851509,0.02446153,1.322562741,0.028993412,0.081612323,1.311735602,0.099766486,5.727525701,0.608525406,1.969970101,0.655077003,6.364707241,6.726181368,5.109038717,3.36122093,2.376373742,6.229237973,0.418459838,2.183645305,0.224163787,0.155490198,0.916782349,5.034713141,0.253384236,4.391623388,2.519214783,0.093424959,0.271903706,0,0.244034582,1.829606046,0.387252239,0.311386858,1.771336278,3.784357403,1.226015216,2.807107582,0.175428791
TCGA-CC-A3MB,1.199977476,10.24744646,9.516988622,9.191170282,4.853202246,4.478829469,3.363605643,2.731052872,1.935987696,1.405883473,8.03824905,7.512123359,3.408548835,4.160912123,4.947913909,2.974364109,0.45132982,2.95486631,2.913511776,0.379510067,5.38603836,0.556502989,1.504823754,0.312665174,0.52656966,0.3934162,0.985719004,4.52883383,0.42878559,0.124063396,3.067432209,5.084395978,4.629222545,0.203138497,0.093019233,0.189666447,0.045023522,0.064055064,0.81623105,0,3.874128077,0.494978753,2.01799315,2.240894344,5.717333699,6.305919464,7.636963143,1.254231207,2.990918566,6.299931474,0.366028399,2.019666336,2.044499039,0.204391163,1.211697545,4.461528559,1.231370964,3.096312461,1.934516502,0.686433293,0.501821265,0,0.040962548,1.175364914,1.079702372,0.808755717,1.221072783,5.2286571,1.42932137,1.881860358,0.474150461
TCGA-DD-AAC8,1.204391221,10.21504624,9.794206595,10.23406404,4.842284965,5.633838037,2.795870825,2.674302453,4.741342936,2.48516918,9.806912868,8.002278897,4.201037842,1.360926074,4.58783901,4.202253146,0.027578727,4.504461497,4.279352428,0.496615738,4.354720137,0.874128077,0.973721471,0.031818626,2.538513332,0.372060582,0.555619857,3.453425391,0.448478121,0.179383654,3.510911298,4.099875869,3.651556905,0.078336571,0.082566351,0.50019018,0,0.223298973,1.006980158,0,6.27296377,0.487897901,1.271485439,2.671678342,4.877960147,3.117229582,3.184867411,1.59645814,2.230326,5.448659821,2.990827825,3.181277509,0.915559143,0.078746447,0.140255134,3.31789735,0.559051228,4.035509545,2.397036241,0.238420026,0.720366031,0.262433158,0.059908989,0.930396727,0.367147375,0.518333702,1.498557248,2.669752467,1.488617835,4.001541057,2.975355047
TCGA-2Y-A9GX,1.208220021,10.47732256,10.59060529,9.781781148,7.658797726,7.007860396,4.931720873,5.21697861,7.073501075,5.152309183,10.77431119,9.164021182,3.172775514,2.008630305,6.316323171,5.509838331,3.010063683,4.701665488,4.432698897,1.690953397,5.130766169,2.343748912,3.372172052,2.286851584,2.448742405,0.804714436,0.076011739,7.931029395,2.807478576,1.02268739,3.900296861,6.1359083,6.130632336,0.555128994,0.508225799,0.331590576,0.031254025,0.248291938,1.340220425,0.10701825,5.573544188,1.011495639,1.409798228,0.388575307,4.198981256,5.616057693,9.938779193,2.608217853,4.334010425,5.662837822,2.285106251,3.423524388,0.346304516,1.05963216,2.240466987,4.705789952,2.291249913,4.281164094,4.184383454,1.626999751,2.187102611,0,0.162210036,1.790229883,1.982181331,1.897782545,2.584553679,4.995303605,3.000865357,2.659216734,1.132576843
TCGA-DD-A73G,1.211022024,8.736461465,8.650919976,9.379410427,4.824538755,5.95882412,2.897627674,3.006746832,0.676177124,1.303400849,7.717063576,8.775039015,3.925534264,1.811840905,1.952482674,3.197676709,0.978049156,1.516469071,1.800413313,0.350044566,6.301161433,0.419431022,0.691891445,0.246590503,0.676628488,0.110764122,0.038997979,3.892886412,0.221691514,1.637656612,4.306809053,1.234440006,1.015426204,0,0.237441347,0.037311931,0.025454096,0,0.095181789,0,4.123815159,0.166329818,1.015997031,3.30932173,3.518283338,6.230933093,5.580956471,1.874600266,2.620820976,3.971396403,0.584866318,1.533064922,1.503755787,0.02034218,0.43199729,2.082123488,0.740711733,1.305795461,2.369326884,0.28036249,0.375956902,0,0.045722536,2.224935505,0.731443946,0.363227157,0.572113556,3.817889262,2.62396048,4.525887211,0.20576784
TCGA-BC-4072,1.211877062,10.6448331,10.89394127,10.74862953,8.362677213,7.247576288,5.390045107,6.64245032,7.690498811,6.030534722,11.52625983,10.42977642,3.691857953,3.406128457,5.903532424,5.292259046,1.279471296,4.750928021,4.432331431,2.243486296,4.959171999,2.102355789,4.356073364,5.764640741,1.946992804,1.218657193,0.263635404,6.26213244,1.398131432,1.267056318,4.450531649,7.966049716,7.715629841,2.363731783,0.648833548,0.923719679,0,0.329869872,1.59139219,0.068464451,5.415775565,1.425674135,2.328520553,2.134385246,5.538025928,5.626877135,2.182183769,2.862788592,5.947652132,6.089976879,3.327486178,4.550248104,0.694479079,0.954940735,3.279916962,3.827951096,3.495797478,3.633907767,4.087029968,2.791918233,2.426533138,0.129876461,0.070526721,4.131293145,3.079053778,2.897627674,2.091902897,5.216633348,3.662820736,2.889746091,2.118824822
TCGA-DD-AAVS,1.212999972,9.967871652,8.805524953,10.0282716,4.561106141,5.320091096,2.777282936,3.095063608,4.935794452,2.223082689,8.724596047,8.110795436,0.08024833,0.789186704,3.748418295,3.778313725,1.898904858,3.376262596,2.502788851,0.402394751,5.874339597,0.469781807,2.039208596,0.388685507,0.883855382,0.206893236,0.695013873,5.152349749,1.331246599,0.051024003,3.987721054,7.479057523,3.097273679,0.241107975,0.173894961,0.117030053,0.027295624,0,0.681494243,0,4.194362891,0.373286274,3.3203547,0.182438056,5.211915542,5.766568661,8.829262585,1.717122541,3.493429581,6.285450308,0.706110557,3.022989148,0.979952158,0.204766751,1.272680168,2.611337655,0.598936834,3.21513496,2.630871383,0.439250781,0.273217473,0,0.049073097,1.717298052,1.364796523,0.555914294,1.131062617,4.311648424,1.403922105,2.321004474,0.187261005
TCGA-CC-5260,1.213236664,10.40897886,10.99020319,11.3048878,6.529691348,7.154875816,6.00993832,5.483012803,5.788012226,4.488733505,10.61670082,9.474198536,4.152102275,2.578238323,3.689779979,6.17535094,2.799688304,5.126733378,5.227837324,1.670432481,6.92644426,1.828997083,3.391217808,8.361206452,1.074642438,1.260387037,2.26774552,6.683446628,2.08004362,0.927365535,6.528330641,5.098844818,5.301441321,0.815165514,0.379510067,0.371949104,0,0.155749233,2.70095012,0.189286907,9.173486763,0.810401972,1.111365231,1.349365278,6.148287431,7.406079123,0.650764559,3.254684738,4.715843962,5.875202575,1.508884969,3.660335394,0.038997979,0.252294541,1.666438482,3.674302453,1.160726611,3.86109187,5.126559938,1.208829363,1.52922126,0.183835831,0.10057404,2.251658506,1.674957735,1.272441301,2.610983471,5.012617835,1.580193734,2.953004431,0.59139219
TCGA-DD-AACB,1.221256377,11.98259878,12.26535672,11.41992364,8.332024461,8.707210023,5.75212236,7.873814428,2.994000358,4.768920044,11.80023569,12.21559057,4.117545447,2.069461583,4.012121673,5.024239882,0.783163266,4.60496087,4.97800338,1.79601624,4.635150724,2.306466408,4.561778244,0,1.126113854,0.578310793,0.649477506,7.139554422,1.268374505,1.263575315,3.988184769,6.961660367,6.183657214,2.62194636,0.314870509,0.515005916,0,0.187261005,1.515106871,0,4.345438957,0.82984956,0.809414444,1.663207972,4.732171497,5.968938605,7.362954622,1.511771626,5.402244655,6.225014583,2.879431314,5.033585984,0.658371456,0.648833548,3.198006887,4.371719153,1.937532721,2.747666673,3.128689329,1.117229582,1.734872168,0,0,4.470055236,3.344033092,2.350553822,1.443394475,5.250074771,2.471395589,3.509746506,1.223175386
TCGA-DD-AAD8,1.230854501,9.396773442,9.007509206,9.687612759,3.580676144,3.254503343,1.790355014,3.185612862,0.071625394,0.102053383,6.420807433,6.090974073,3.766234708,1.344146748,3.967150159,2.20798653,0.748976389,3.502432447,3.282187719,0.722903139,3.539754382,1.048445459,0.591583681,0,0.815411477,0.42932137,0.067225673,4.196331634,0.486250989,0.068326861,3.284440101,3.957041662,3.214264715,0.243547227,0.061015775,0.503552276,0.07231164,0.243669081,0.578600636,0,2.569296646,0,2.194622919,0.240863823,5.11400464,5.903484222,9.719474388,1.096599207,3.201947456,6.043799432,1.030547964,1.406482248,2.08477863,0.086376168,0.478298822,5.221355111,0.604356038,2.44911232,2.217696027,0.260146127,0.292546188,0.061983516,0.128689329,2.153578377,0.546165985,0.436588294,1.008630305,4.9202933,1.298716961,2.685200115,0.32998465
TCGA-DD-AADC,1.248535651,8.964811003,8.425922074,8.258375703,3.774017417,4.874423213,3.923101629,3.510708793,3.494556417,2.432291338,8.298062109,7.141635104,2.339422474,3.431582847,3.449336865,3.591248554,0.377068206,2.833072238,2.094438776,0.890407779,5.133177155,0.981341228,2.210388864,0.883933562,1.507515586,0.586404475,0.480988873,4.699074061,0.441695937,0.580724376,3.275439195,5.759091902,4.971796435,0.209765266,0.114633549,0.616639997,0,0.129612738,0.324234562,0,6.101370636,0.480678739,2.174949644,1.875072301,4.744074962,5.712361915,8.216605704,1.966208952,2.472123802,5.737505602,1.537097232,2.057207636,1.705801009,0.109427427,0.838830781,3.857692427,1.423847055,3.8717451,2.553065544,0.689388627,0.800413313,0.078609835,0.162338958,1.664937877,1.179829491,0.879940969,0.920140828,4.362378709,2.412808618,2.851918907,0.518635847
TCGA-BC-A217,1.248670853,11.10874516,11.31697997,11.14154347,6.884324398,6.240096764,4.674551043,5.925389466,5.57519432,3.64657743,9.985852181,10.01126863,4.946721504,3.929999246,4.635237807,4.466000576,0.191941593,5.053780383,5.150778989,1.733093981,4.940688282,1.678702946,2.179128829,0.285461405,1.83838708,0.249748715,0.025312343,5.994167855,2.014283871,0.813606775,2.907082942,7.485182869,5.600427361,0.495899786,0.132642643,0.293841299,0.080521232,0.252778952,0.308593869,0.182183769,3.418095475,0.410232546,2.462680579,1.274231838,4.204798045,7.026609753,9.161411575,1.641638507,5.321668386,6.831227426,2.659193895,3.166506576,1.345509924,0.33330923,1.546215385,5.576546324,1.639185848,1.290896181,2.323024127,1.00525625,1.364124147,0.091124334,0.187387707,2.056791594,1.381560255,1.573083631,1.256104877,5.091484048,2.875799718,2.926511864,0.520346812
TCGA-G3-A7M7,1.249660882,8.424849465,8.983336815,9.752503919,3.211681972,3.53399933,1.750435,1.103866869,1.768120792,1.551048373,7.29060871,6.895568012,3.184930868,1.784880835,5.146056419,2.568372667,0.91823356,2.199248307,1.836934011,0.189033824,4.330888203,0.130403762,0.777367109,0.735522177,0.305095011,0.075464174,0.296075575,2.515762906,0.724301014,0.154194325,3.011370399,2.268344559,1.681629169,0.250961574,0.137896932,0.0824301,0,0.118359726,0.342099565,0.097745622,3.138388542,0.810648748,0.762646467,1.180848029,3.958462236,2.874777297,10.69365944,1.426479465,2.138093596,4.449983887,0.046840254,1.63282657,0.253626278,0.067363367,0.231432408,3.263079489,0.181929438,2.379787289,1.364908555,0.121015401,0.284158746,0,0,0.337425664,0.185359135,0.203013171,0.668209914,4.11529132,0.996750279,1.836570515,0.076285443
TCGA-DD-A4NN,1.251235251,8.8487187,7.479199028,8.901427781,5.20556846,4.728143647,2.730835562,2.541688289,3.257010618,2.613390205,7.873429347,7.056452388,4.039971827,0.51369286,3.291736153,3.102876451,1.650350989,2.271246374,2.052450674,0.187387707,6.853917075,0.276079728,0.557483614,0.225768496,0.432959407,0.074779426,0.189413431,2.514551532,0.317535622,0.456806149,4.481072857,2.524339547,0.932212389,0,0.06997707,0.159112461,0.082975027,0.079292767,0.540523296,0,4.789781409,0.307661669,3.049003373,0.097341109,5.114446154,5.172367499,5.865344789,1.699862525,1.901069616,5.411063492,0.113300436,1.407189572,0.436801474,0.06681251,0.331819848,2.688829369,0.27857955,3.567180347,1.612635584,0.030971642,0.34857237,0.138814469,0,1.896310604,2.091259766,0.02672925,1.060669995,4.226701185,1.173447286,3.611054315,0.05088474
TCGA-CC-A7IL,1.2555392,11.03531791,11.26169206,11.30456129,2.510303698,2.853935783,0.958285901,1.44105847,1.39687189,0.155360663,5.911368018,5.215597064,4.335497548,2.230356745,3.187340195,2.171815296,0.179001399,4.94433842,5.123467556,0.346077535,4.14533508,0.151209393,0.539034703,0,0.305562016,0.083792032,0.484189701,2.044708855,0.058662839,0.035764654,1.828590965,2.907813625,1.892429886,0,0.047538389,0.028003278,0.019061365,0.027154052,0.252778952,0,2.004465437,0.032665112,0.747086583,0.460585313,4.162137513,1.579469817,7.318311418,0.677891557,0.926151273,4.94505048,2.677079711,1.199436784,2.506931936,0.045303168,0.120617361,5.421775357,0.075601085,2.317882883,0.708231388,0.020911066,0,0.064055064,0,1.614097305,0.1264443,0.122076304,0.525768219,3.540386906,0.414027259,1.500292177,0.042924445
TCGA-DD-AACU,1.261584089,10.75203896,9.895542414,10.99583674,5.486704721,5.531952187,3.728442997,3.287708686,4.09364468,3.253353978,8.879188062,8.094903732,3.994425853,3.201445671,6.111646915,4.108214976,1.922616512,4.116847127,4.176330752,0.921055421,5.374855172,0.834792105,1.757279323,0.985063184,1.281253134,0.233642683,0.872789368,5.121409186,1.576231877,0.501005953,4.086478078,6.858472174,5.365961933,0.432638773,0.086240276,0.519340608,0,0.049630768,3.866146382,0.331361267,4.824492931,0.506601942,1.223916751,0.931456141,4.509125744,5.895079607,8.199978026,1.747215512,3.975593504,4.841525351,0.979220531,1.839556544,1.043554489,0.209640514,1.223298973,6.09992004,0.579952469,4.798154227,2.494901974,0.373174891,0.321235435,0.058939855,0.122606463,1.622368152,1.145220937,0.669933836,1.815575429,5.493070858,0.999711432,2.011960719,0.340960985
TCGA-G3-A25Y,1.264482511,9.830303501,9.831721464,9.288651095,7.292353846,6.735405739,5.854938179,5.204578969,4.283062417,3.3323499,10.16579326,9.891411896,4.419127597,4.185842764,5.564271456,3.978451923,1.175364914,3.281371845,3.661555799,0.802234584,6.73978331,1.028852006,2.29628119,0.324695414,1.609944032,1.39752918,0.986447344,5.123343391,1.96827511,0.321466359,4.998949155,7.206745773,4.573368467,0.161307264,0.256286071,1.182628741,0.092342769,0.033792989,0.777367109,0,5.530660713,0.867975514,3.008558599,0.581785075,5.810790111,6.506773295,7.057815232,2.436561644,3.251794823,6.619437955,2.210139457,2.885515796,0.943283738,0.368489001,1.578359104,3.299244658,1.620492574,5.205908563,3.574113621,1.136257022,1.99146289,0.326537348,0.344714894,2.204391163,2.479282307,1.351628329,1.784587736,4.532329429,2.977096712,3.938652771,0.420185937
TCGA-DD-A39V,1.271813718,10.25677433,10.29698983,9.856188328,6.381002975,6.906036748,4.427800575,5.52454955,6.024632176,3.009239665,9.311916752,9.805095239,2.636427415,1.224102032,2.477496008,4.01532807,0.506703487,2.991716838,3.996325469,0.649661441,4.474150461,1.748761763,3.142723837,0,0.906582788,0.414027259,0.174534255,7.095785206,0.148088083,1.609140315,4.068859948,5.783666181,3.699629362,1.822036672,0.183835831,0.309176187,0.032947164,0.046979908,0.461738086,0.112900262,3.530270548,0.398678716,0.713783781,1.07251745,2.530744975,6.940453381,4.757732682,1.724126354,5.009803989,5.459674233,2.97654694,4.152361919,0.907890518,0.332163688,1.594500777,4.418871322,2.197676709,2.723951672,2.997003298,0.974235604,1.696439021,0.055889758,0.116231661,4.458965946,3.390502608,1.842616856,1.294606046,5.098259526,2.929412288,3.672040572,1.685671089
TCGA-5R-AA1C,1.271972675,10.88070182,11.04733239,11.40969716,6.358019925,5.840007441,4.326300043,6.099701273,4.422347389,2.220360914,10.64375998,9.794138186,3.348161586,3.78046759,3.784472574,3.320369142,0.113300436,5.975974037,5.471054112,0.818605184,4.000847334,1.335997677,1.21896711,0.848718074,0.464145457,0.062674363,0.043344505,4.316963907,0.387362541,0,3.243364426,6.882580694,5.260861213,0.436481692,0.114900024,0.196481149,0,0,0.06681251,0,3.067552676,0,1.574876552,0.232046713,3.667869423,2.716727565,6.74886908,1.227802676,3.639139531,5.89385969,3.456241049,2.97317041,0.689388627,0.260025656,1.055681562,2.276943251,0.900180912,3.533339078,2.407760619,0.076148597,0.517930742,0.116763971,0,1.146133829,1.238847989,0.434241233,1.454175893,4.399841005,0.642470537,1.656770926,0.512378608
TCGA-ED-A7XP,1.27466393,9.935373997,9.890801577,9.523196728,6.222503195,5.864441225,5.132955151,4.330866697,5.106850796,4.126626013,9.148563523,8.742672549,3.383745759,2.203483089,4.61132585,4.242328116,1.641037297,4.534111418,4.063459799,0.972986677,4.20823631,1.009777122,1.956911605,0.85941303,0.892740728,0.214870834,0.564329387,4.498716796,1.400811141,0.15367565,3.056531507,3.716804374,3.43850578,0.60473557,0.263034406,0.337882322,0,0,0.737081005,0,4.229311046,0.423954594,3.292030764,1.888071052,4.056540178,3.605755067,9.678020656,2.123368225,3.334167789,4.788529114,0.812292845,3.10882551,0.642378113,0.344828497,1.174725988,4.591158775,0.850879415,4.777929895,2.513920206,0.607010666,0.445408894,0.094641454,0,1.364964568,0.819995103,1.064675949,1.793021888,4.083740983,1.924632007,2.756873847,1.341302653
