,RS,HLA-A****,HLA-B****,HLA-C**,HLA-DPA1****,HLA-DPB1****,HLA-DQA1****,HLA-DQB1****,HLA-DQA2****,HLA-DQB2****,HLA-DRA****,HLA-DRB1****,MICA*,MICB****,ICAM1****,ITGB2****,SELP,BTN3A1,BTN3A2*,CD274*,CD276****,PDCD1LG2*,SLAMF7****,VTCN1****,CD28***,CD80****,ICOSLG,CCL5****,CD40LG**,CD70***,CX3CL1,CXCL10,CXCL9,IFNG**,IL10****,IL12A****,IL13,IL1A****,IL1B****,IL4***,TGFB1****,TNF****,TNFSF4*,TNFSF9****,VEGFA****,VEGFB****,ARG1,ENTPD1****,GZMA***,HMGB1,IDO1,PRF1,ADORA2A*,BTLA,CD27**,CD40,CTLA4****,EDNRB****,HAVCR2****,ICOS****,IL2RA****,KIR2DL1,KIR2DL3,LAG3**,PDCD1****,TIGIT***,TLR4,TNFRSF14****,TNFRSF18****,TNFRSF4****,TNFRSF9
TCGA-DD-AAVW,0.834640612,9.139892034,9.306156726,9.782017629,6.480593117,5.652736005,5.068335461,4.567484604,3.650741586,3.374552657,9.557172453,8.700416829,3.636067734,2.509949146,3.755902375,4.15014533,2.328003458,3.798714147,3.788351618,0.710437277,4.889293438,1.575312331,1.809496764,0.295487943,1.501158859,0.401848875,0.092613393,4.502145988,2.748525638,0.490262049,3.601506363,4.241481753,2.31802755,0,0.189033824,0.317651385,0.162338958,0,1.488566423,0,5.535334483,0.896000531,3.889230152,2.194906532,4.943443161,6.135785202,9.378669843,2.795372147,3.756457582,5.840138402,1.214995135,2.786847244,1.436961338,0.598841578,1.442120759,4.557024029,1.671700984,4.649862593,2.748117693,0.917851804,0.818850561,0,0.119555385,1.132971597,1.035483152,0.894061059,1.915329676,4.378539367,1.991644286,3.054969999,0.551392968
TCGA-DD-AACK,0.836773608,9.593260014,9.110969216,9.826514008,4.280971156,4.885139929,3.705900514,3.84818725,1.273456211,0.955684776,8.175728177,8.103054335,3.404480821,2.461869025,6.309019712,3.194528369,0.256769143,3.350468959,3.505420961,1.092139768,4.999616733,0.417271945,1.243181602,1.285283839,0.776103988,0.3068455,0.181293413,3.395542704,1.618332639,0.320542442,4.387403902,6.690854252,3.502228749,0.210638228,0.109828565,0.187894405,0.066399229,0,0.607957565,0.092613393,3.354818853,0.523561956,0.559149148,0.070251922,4.711929852,2.811080505,8.93639266,1.635104278,2.195694056,6.001070353,0.348119084,1.818441576,0.942232976,0.202386375,1.09173368,4.179327915,1.029912213,3.614615624,1.980427517,0.581399457,0.753861221,0.023042393,0,1.250476553,0.776693582,0.572016513,1.60302689,3.840231578,1.381061828,2.631150858,4.9053509
TCGA-DD-A11D,0.841544609,9.722206425,11.02313557,10.81837662,4.55242011,4.317340251,2.655695287,1.741272816,3.237976644,1.93960272,7.64918431,6.71086841,3.11593215,1.874206786,4.517080381,3.124162679,0.831715132,3.930690035,3.908217265,0.855830275,4.904117959,0.769433237,0.644410078,0.047259175,0.900490089,0.129744606,0.427927928,3.104135339,1.205580189,0.092072095,3.964666629,4.001171714,3.198195526,0,0,0.072586047,0.04949137,0,0.416839742,0,3.535157156,0.239031363,0.859094923,0.086376168,4.815472961,6.330282311,9.494517616,1.197299271,2.459457849,5.245004996,1.323543009,2.215057281,0.918462565,0.039699918,0.29713271,4.175804011,0.190678066,2.985536862,1.212942804,0.252900029,0.384381423,0.162467868,0,0.547745939,0.194339249,0.281075049,0.893672852,3.387624474,1.02219024,3.014908696,0.067087965
TCGA-RC-A7SF,0.843841217,9.037531305,8.101617513,7.456917008,2.821240804,3.254699853,2.054119133,2.894255124,0.155619721,0.076695902,6.460912899,6.591045047,3.070973158,2.170598102,3.989475113,2.631895859,0.36232961,2.408086829,2.48920894,0.557483614,4.146752962,0.495388174,1.101313901,0.077106244,0.561692721,0.119289768,1.088209455,4.663225054,0.442226945,0.406645508,2.330931215,5.177722497,4.391678373,0.242328116,0.068051643,0,0.427820684,0,0.151079473,0,4.300702151,0.411317768,1.38211386,0.307078739,4.259204683,5.193964878,9.224157515,1.135140816,3.297983727,4.601571731,0.482125464,1.827981573,1.588948446,0.064882852,0.587364991,4.780488587,1.504213584,1.953339747,1.218533207,0.83090431,0.371168515,0,0.096936483,1.956168197,0.963770031,0.953227984,1.283566239,4.852468336,2.192699178,2.619131253,0.199248307
TCGA-DD-AAW3,0.855610185,9.79756945,9.549419088,9.102454477,3.311052566,4.148738913,2.424680275,2.386893699,3.344104128,2.048026882,7.489098126,6.493616915,4.104571498,2.006298024,4.397720833,2.530070742,0.677169939,4.33045801,3.54973077,0.941106311,4.20015905,0.179256247,0.584096624,0,0.480265122,0,0.130535557,3.0240182,0.563255771,0.0739573,3.636995759,5.039559557,2.607981229,0.092748686,0.033370138,0,0,0,0.458487,0,4.289104082,0.253021096,0.630219065,0,5.27362405,2.509417156,6.144019849,1.429160657,2.358424395,5.701806856,0.215864939,1.880646348,0.83737816,0,0.572016513,2.475344337,0.053250385,3.957812474,1.122076304,0.085560625,0.139469495,0.13093087,0,0.796348562,0.205892928,0.109962253,1.084336446,4.090226772,0.528871328,1.052415894,0.053806444
TCGA-DD-A4NL,0.862572108,9.128214512,10.23559077,9.045476554,4.858702162,4.880803052,2.165075818,2.935101387,4.253021096,2.242541535,8.685624489,8.047444051,2.277002786,0.881116409,5.294727339,3.171959369,1.347722343,3.614226902,3.659445102,0.639973004,4.256459693,0.467070757,0.668936027,0.430927517,1.141040345,0.157949154,0.162725653,3.638479357,0.554343266,0.360195695,3.900663971,2.600269754,1.39988201,0,0.239031363,0.088684372,0,0.043624477,0.618802465,0,3.257644299,0.244521774,0.392647144,0.541217448,4.474449023,4.107244281,9.283777579,1.427337989,2.866907978,4.744376407,0.438718677,1.983239895,0.438292852,0.048654702,0.357608304,3.957013794,0.266276823,3.502572473,1.606679104,0.190804468,0.45995614,0,0,1.080998686,0.52947116,0.384381423,1.40740714,4.145979004,0.619553869,1.539878428,0.121413331
TCGA-RC-A7SB,0.872948684,8.221538789,7.679806604,8.493709371,4.186991726,4.43199729,3.062501682,2.606655419,2.969675463,2.032136116,7.430255161,7.134696351,2.160113447,1.861240785,4.186254911,2.942157893,0.232660757,2.855411706,2.259784685,1.074368422,4.3161385,0.835762419,0.567350739,0.155101558,0.734828824,0.115299644,0.233519979,3.241046941,0.433386809,0.137241192,3.524101298,6.506657475,3.843591973,0.130403762,0.047259175,0.055334502,0.056167306,0.105275783,0.122738972,0,2.873281685,0.184597684,1.409689628,0.097745622,3.322577162,4.496168309,9.476348674,1.043974365,1.962400952,5.327195126,1.602029225,1.518384064,0.961623328,0.030124161,0.299830762,3.663891078,0.477573719,2.025028794,1.470302579,0.081475982,0.300065137,0.032241931,0.067638717,0.71114245,0.368824212,0.358396262,1.092748686,4.028127082,0.78307943,1.260989139,0.155878733
TCGA-UB-AA0V,0.87385602,8.266868041,8.252180511,8.314208899,6.055651198,5.29104358,3.803557702,3.91798543,4.384125809,2.160533009,9.081348416,8.030434852,2.977792791,1.563011656,4.125237805,3.534758869,2.68708309,2.952799478,2.996171784,1.706331623,4.597096095,1.399663304,1.531768207,3.210949873,0.533862321,0.101650076,0.104739216,4.520007296,1.125122061,0.545573056,4.133974445,4.693146804,4.419734384,0.175045486,0.212880566,0.110897723,0.038576651,0.107687869,1.836166524,0,4.47923703,0.724126354,0.670387157,0.309292623,4.388203316,4.316000886,8.724606619,1.745495509,3.173511248,5.642227911,0.511569242,2.719227257,0.724737573,0.230326,0.960215134,4.180991203,0.560323662,4.791491121,2.254079999,0.272620455,0.23572706,0.244521774,0.135140816,1.711671103,0.772223506,0.70354372,2.349280344,3.68619795,0.577054132,0.931607422,0.635336495
TCGA-G3-A7M5,0.877828032,10.22228619,10.63112757,10.59678815,3.022918152,4.626807065,2.518711374,2.579469817,4.000585976,2.276794405,7.438612232,6.930330488,3.885086225,2.035060797,3.12966219,3.336997417,0.357157849,3.316464375,2.844927918,0.725261269,4.264108513,1.058039361,0.857184806,0,0.550703696,0.089769309,1.644733082,4.843571874,0.354564999,0.139076515,4.266883966,6.45798492,2.094472558,0.117960953,0.084064265,0.074231394,1.431890348,0.036468167,0.185486004,0,3.858120283,0.043764442,1.144699025,0.250355272,4.179017328,5.409102368,8.991725056,0.852638117,3.477185121,4.617157404,0.587845009,2.837539634,0.735522177,0.08024833,0.55424502,4.287213698,0.636543421,1.726656863,1.290365421,0.304978236,0.037030731,0.166072676,0,1.342896037,0.915253179,0.48357074,0.53684865,4.918810775,1.413918977,1.285934808,0.09085343
TCGA-G3-A25U,0.879041416,7.413476459,7.112258083,8.570893216,3.216998005,3.730976817,2.613508079,2.606986985,2.267356012,1.262373019,7.276709741,6.72840218,3.228557058,2.193424824,3.657205531,2.010206943,0.147046143,2.841792016,2.931550694,1.127369147,3.759635232,0.730835562,0.604071324,0,0.501821265,0.359408719,0.515409693,3.179877251,0.157690514,0,3.47052385,3.53088228,2.87446256,0.17951105,0.148999163,0.149779631,2.181993025,0.074505436,0.278936315,0,2.074197135,0.173127433,1.615651705,0.135140816,4.92581907,1.737427183,10.91931461,1.033933911,2.15752884,6.183758433,0.917775441,1.809825996,1.704429352,0,0.570851483,4.248595554,0.070389328,4.509632509,1.26213244,0.028993412,0.147957881,0.08841301,0.093830572,1.801075859,0.205392513,0.244156396,1.945457883,4.033370138,0.171463056,1.924061869,0.035905384
TCGA-DD-AADI,0.891153031,10.10312556,10.21067366,9.840496752,6.557226264,7.350851689,5.772888568,5.905962163,6.518830949,3.968468661,10.06837201,10.59117234,3.642666919,1.725392163,4.771357409,4.984229315,1.705004722,2.906775175,3.186849146,1.070251922,5.218622323,1.374232687,2.981816129,0.488206488,1.495899786,0.181293413,0.670024511,7.351585046,2.237961353,0.599889045,3.708021653,9.735905444,5.992637024,0.374177033,0.248170473,0.2429378,0,0,1.428732001,0.523361219,5.004986703,0.676538227,2.155846359,0.610416597,3.575033931,6.986078668,6.808749283,2.265916914,5.963203593,6.064503508,2.702679704,3.443951372,1.031395196,0.503043371,2.634035597,3.025028794,1.247259163,3.124940158,2.693765712,0.773067977,0.723864324,0,0.063502942,2.263485178,1.59344939,1.220577607,1.51772922,4.360750536,1.99653337,3.480446094,0.456701031
TCGA-DD-A1EA,0.898315124,9.613572906,10.54448403,10.4250201,6.413054122,6.733838322,4.16153301,4.035016794,4.911974342,3.606193466,10.76676666,10.2959599,3.088362124,2.638236059,5.25768578,4.802699881,0.646254839,5.695723839,5.338420849,1.678883193,5.162786065,1.59139219,3.310529171,1.324983371,1.580531438,0.612777105,0.384933947,5.937685721,0.85431488,0.883229789,4.075592528,7.289662047,6.991357443,1.160597546,0.307195344,0.097071371,0,0.094100916,0.89437155,0,4.048175142,0.448689552,1.637239266,0.368824212,5.008020688,2.801613954,8.580477547,1.298834243,3.621665096,5.36852043,1.51212573,3.749630802,1.494620415,0.593210331,2.23385739,4.453293684,1.863026569,3.455254878,2.478531813,1.096126889,1.257252053,0.111565545,0.060324133,2.244460884,1.970411945,1.667755908,1.783791882,3.857403802,2.196921734,2.807952486,1.32716997
TCGA-ZS-A9CE,0.899407558,9.539823384,10.87911943,11.41492371,1.97717,2.600483858,1.187070931,0.593114696,0.477677328,0.569782712,6.601198796,5.618552889,3.215756242,1.922426225,3.850099304,2.499246367,0.289952472,4.018883384,3.309845564,1.153156788,4.173071452,1.544089667,0.193834811,0.856228798,0.935233425,0.036186803,0.341416524,2.104269556,0.031536353,0,2.366392161,3.922197848,3.081032783,0,0,0,1.774544614,0,0.148869044,0.070251922,2.00662118,0.196858801,1.239764627,0,4.005561676,2.897937398,9.217629148,1.046770422,0.712551762,4.642857499,0.049909522,0.678702946,2.170758318,0.016211033,0.20739313,3.950869625,0,1.819463821,0.398569276,0,0.029417547,0.034497464,0,1.460690149,0.13422094,0.084608575,1.252476214,4.185533577,0.437014622,0.537146944,0.08120326
TCGA-ZP-A9D1,0.901226798,10.00081241,10.44180651,10.74322866,5.153517579,4.502617024,3.576715613,2.675906238,2.139142019,1.408603179,8.134843153,7.605395806,2.67226692,1.821587775,6.328391297,3.557716414,1.59153581,4.494044328,3.922568943,0.860843644,4.384609364,1.184280294,1.429856951,0.146003451,1.246468895,0.239520247,0.133037379,4.723558561,2.29251674,0.743471883,2.982181331,6.364138158,2.264956718,0.146003451,0.053111336,0.260507478,0,0,0.492724862,0.109159939,4.35730567,0.853516665,1.488463593,0.211386062,4.742556012,5.496666864,8.83164262,2.496513481,3.611821565,5.527126651,1.971074458,2.965525731,0.810648748,0.382501257,0.982144815,2.793562995,1.426103701,4.655409077,1.937457393,0.689656994,0.737427183,0,0,0.849358809,0.822689364,0.69055119,1.486250989,4.876030646,1.801407018,2.774186141,0.512176309
TCGA-DD-AADL,0.906690776,9.322580541,8.546716234,9.834079905,3.671225426,3.145595945,1.951028213,2.393608401,2.37715152,0.889161996,6.51419171,5.638195505,3.50779464,2.648718525,4.776540943,2.495413758,0.260507478,3.906794413,3.473462236,0.710525442,5.135313228,0.383165125,0.908966582,0.176833371,0.403922105,0.022048165,0.601696516,3.77974299,0.278698482,0.045722536,3.751913556,6.846747784,3.17336733,0.267475872,0.09990111,0.071076162,0.04851521,0.034919984,0.623866862,0,2.585467356,0.304744658,1.628073654,0.084608575,5.21632681,6.984628083,8.756284436,1.323485365,2.194812001,5.201473117,0.294311961,2.471109404,1.153351383,0.03885755,0.291485686,5.411365228,0.06502077,2.879548943,1.757151291,0,0,0,0.207767938,0.904272134,0.248777694,0.246468895,2.373843063,5.306943902,0.255802837,1.299186034,0.107821756
TCGA-DD-AAD1,0.918163012,9.73850727,10.08449165,9.719878364,7.257112479,6.428108883,6.150584046,6.628113035,0.704694936,2.908851328,10.27671532,9.883262633,3.677226328,2.421155961,8.227330023,4.967417645,2.837398345,4.051685319,3.979174792,1.666483931,5.849956738,1.645332754,2.948432648,1.941331714,2.379593239,0.699196245,0.352758525,6.527883562,3.11483341,1.101515615,4.279374717,6.128994449,4.240253262,0.186373777,0.256044474,0.555521697,0.265916914,0,2.834165097,0,6.496006882,1.258820397,1.575360742,2.145025242,5.811997559,6.304018134,5.020173248,2.807396141,5.094582343,6.025208234,2.089125226,4.196843068,1.121347017,1.510961919,3.422838483,5.085254677,1.688627983,5.270028023,3.106850796,1.584818224,1.827615814,0.06942721,0.073683154,1.981925699,5.630146243,2.185771419,2.035518343,4.665432567,2.567058626,2.617933167,0.670115181
TCGA-CC-A7II,0.920495194,8.479328796,8.104314642,8.111973912,3.540411705,4.558151283,2.780436093,2.680324357,3.547400472,1.427445268,7.551029911,7.401492238,1.855670834,2.537693654,4.182851176,3.806664324,0.254231207,1.303225478,2.199719452,4.496801061,5.699348961,0.63505783,1.457068911,1.209578134,0.364908555,0.598079306,0.037311931,3.232798881,0.178873958,0.355805639,4.880812845,2.545573056,1.817213924,0,0.320657964,0.807767062,0,0.084880654,0.757620689,0,5.645854381,0.409146506,1.503654035,0.676808994,4.36903368,7.89376688,0.287354085,2.010815637,2.025099687,6.596498393,0.41467678,1.69309661,0.061845307,0.024177814,0.187387707,2.257855464,0.330099418,1.828103472,2.717298052,0.033088169,0.665665638,0.051163253,0,1.985682577,0.369047643,0.287826867,0.807767062,2.854394678,1.940241938,3.956000877,1.382224555
TCGA-CC-A8HS,0.921132152,8.815020415,8.727493708,8.653403304,3.493263042,4.900543222,2.870956473,3.718712324,3.70463961,3.003188437,8.089879452,7.085746499,3.370833848,3.278594417,4.224781194,3.272874218,0.256889886,3.426479465,2.454807592,0.281312491,5.344668741,0.355805639,1.078609835,0.238542314,0.46048047,0.117296086,0.813442599,3.492673596,1.096734127,0.289598422,4.546684598,3.810093442,3.175093405,0.078883047,0.083111227,0.314522522,0,0.09423607,0.876958896,1.112032836,3.970181835,0.721328908,2.516166471,0.54399072,5.478667707,8.154423719,6.292949195,2.177535148,2.605707664,6.549958666,1.078404892,2.382556591,2.257885628,0.079292767,0.647084213,3.256119977,0.966208952,3.883229789,1.183200647,0.33193447,0.207268173,0.264236151,0.118359726,1.607862903,1.220391872,0.710701757,1.006764782,5.326925581,2.429990815,3.563695074,0.241230036
TCGA-DD-AAD6,0.921798563,8.361487213,6.498073712,6.685757978,1.150039693,2.3518827,1.585106763,1.802482761,0.538438835,0.687419077,5.662194104,5.417038977,3.075344367,2.357608304,2.72141641,1.965174762,0.130271955,2.418540795,2.53900988,0.263875733,4.408908826,0.139731422,0.477573719,0,0.92181714,0.329525485,0.05004888,2.066950244,0.486147994,0.147697444,4.099572943,1.222309979,0.779637945,0,0.034215715,0.590817563,0,0.113433803,0.79892147,0,1.33084519,0.372729271,0.115299644,0.071076162,4.580543498,3.654504283,6.78685247,0.771463058,1.800910251,4.737026907,0.38659025,0.511670438,0.687060688,0.064469017,0.169540231,3.421277168,0.692784257,1.10212059,1.496922466,0.087734382,0.222186307,0,0,0.597030524,0.109159939,0.094506339,0.40370401,3.423672286,0.60302689,1.470667008,0.018634174
TCGA-BC-A10R,0.922003125,6.988456337,7.629648044,8.342018649,4.943846331,4.81498614,3.131227284,2.247775643,3.360799688,2.668527634,8.252535821,7.333887919,2.401412025,0.99566541,5.173934925,3.117096566,0.989211685,2.356622751,2.450274293,0.389897162,4.671282048,0.905812981,0.860207991,1.033088169,0.536749206,0.13251104,0.035342381,2.042013896,0.34619103,0.071076162,4.818083619,3.279783276,1.228418528,0.131852846,0.047817548,0.028286243,0,0,0.610133076,0,5.28503965,0.157173094,1.683786269,1.459116814,4.518062976,5.845311898,8.181020035,1.946581156,1.276615769,5.118750085,0.122473941,1.03083043,1.055681562,0.060462488,0.159500022,4.97905129,0.171719239,4.226246478,1.694612796,0.062259894,0.870818419,0.064469017,0,0.437121184,0.351967481,0.131062617,1.190994051,4.537588056,0.888304895,2.590937296,0.076832696
TCGA-DD-AADW,0.923056593,7.985130373,8.03690714,7.886087343,4.112041179,4.894866256,3.48242238,3.305576607,4.56268814,2.77915464,8.458888456,7.209787681,4.295568757,2.77982702,5.788082722,3.428276414,0.801407018,2.473345335,2.233949398,0.728834779,6.39416941,0.414785006,1.220206113,2.795185099,1.404521695,0.362554049,0.6098495,3.398829182,1.227371423,0.277151611,4.389105571,4.815780343,4.060695932,0.181166174,0.190678066,0.351854439,0.078746447,0.075327251,0.442545456,0,5.317709263,0.293135019,4.889069492,0.41196851,5.443016458,7.388854236,6.107011971,2.414081397,2.710459319,6.074809391,0.472071799,1.929677395,1.571482658,0.104068226,1.100237614,2.969712296,0.613531653,4.326120241,2.185137087,0.636357806,0.378400642,0,0.139862368,0.800910251,0.761625692,0.520547968,1.765492314,4.505821079,1.386645427,3.392715826,0.267835392
TCGA-2Y-A9H7,0.924002198,8.272916196,8.038904178,7.747509588,5.916357211,5.773308033,3.971378008,5.052176758,4.561888195,3.332178013,8.853343244,8.0503232,3.197881114,1.406210109,4.604249277,3.740506668,0.295370388,2.985937544,2.472669722,0.295252823,5.994047893,0.364796523,0.98170655,0,0.864889364,0.101112158,0.355692898,3.44567374,1.60411878,0.204641566,4.129785812,3.608217853,2.141661668,0.10701825,0.112900262,0.586020089,0.068326861,0.065296567,0.654068863,0,6.050225234,0.474254316,0.410992287,0.156008221,3.826273904,7.563182541,7.530878379,1.410612466,2.609258537,5.673050374,0.943208709,1.88209521,1.146329373,0.316725022,0.857184806,2.025560402,0.408168371,2.290630825,1.515460158,0.380175312,0.190678066,0.039278795,0,1.048584958,0.508530069,0.156914315,0.962437971,5.115620093,1.096059403,1.362385723,0.092342769
TCGA-G3-A7M8,0.927571963,8.843529163,8.932387511,8.633925563,3.710602583,4.574404309,2.686478116,3.766870742,3.572889668,1.144372734,8.088709279,8.172709519,2.242419585,1.433226548,3.69165699,3.467462089,0.630498666,3.508251157,3.431141535,1.275543487,3.299991899,0.787516048,1.088480855,1.743988823,0.586884813,0.242693958,0.400865778,2.42886597,0.037733627,0,3.739988478,1.171399003,1.059147581,0,0.192320435,0.202260984,0.024319679,0,0.651223943,0.083792032,3.424639969,0.196858801,1.201382936,0,4.206096171,5.347424715,7.559709761,1.700484108,2.023468281,4.698135115,0.242206149,1.578648938,0.396269112,0.057692867,0.374955996,2.899098272,0.185866545,3.209125798,2.183613549,0.0528332,0.215243704,0.081339627,0,1.33616911,0.330328927,0.21549223,1.254231207,3.669060791,0.549028378,0.84607203,0.022048165
TCGA-DD-AAEI,0.930785227,9.659928839,9.430440006,9.512988889,5.6611168,5.394877651,4.544689387,4.392351772,4.96639355,2.932023364,9.113607005,7.83869592,2.206205598,3.01230049,5.756436232,4.400783823,0.370275897,2.42392771,2.712815854,0.393965276,4.581977846,0.654985383,1.542357116,0.122738972,1.406155674,0.243669081,0.427820684,4.476440016,0.990374036,0.189666447,4.604017933,7.040364251,4.174062803,0.062674363,0.189792938,0.077242999,0,0.110897723,0.532566323,0,3.576909062,0.565987041,0.76994096,0.298892881,3.470068255,3.181929438,10.33020499,1.058524312,3.013980286,5.293513952,0.065158675,2.325559113,0.692159346,0.123401336,0.757961973,3.396351324,0.323197108,1.75561401,3.247927513,0.363002823,0.094641454,0.088820033,0.13920752,1.509239782,0.691623493,0.338795203,1.28989347,4.245381569,1.234562632,1.831553004,0.161436266
