"","substanceBXH","geneSymbol","moduleColor","GS.Activity_score","p.GS.Activity_score","MM.brown","p.MM.brown","MM.grey","p.MM.grey","MM.blue","p.MM.blue","MM.turquoise","p.MM.turquoise"
"H2AC4","H2AC4","H2AC4","grey",0.0651243746693305,0.214513494352561,0.140322532036238,0.00725386074259468,0.209804323952499,5.35411056661352e-05,0.34265289697106,1.71188739328839e-11,0.137180411638436,0.00868385158361835
"ERBB2","ERBB2","ERBB2","grey",-0.064804210538375,0.216780395548999,0.155375411447267,0.00291695223287621,-0.0426535776010208,0.416521920693504,0.0733754024906998,0.161839066258204,0.248393754006496,1.54915084479754e-06
"AGTR2","AGTR2","AGTR2","grey",-0.0644623440268434,0.219219854621951,-0.0331103044474475,0.528318689008933,0.00801709929461373,0.878679380309252,0.0211712302920478,0.686849946063307,0.0139335877421772,0.790777891902044
"CPLX2","CPLX2","CPLX2","grey",-0.0628938038173251,0.23066410024816,-0.139464891999191,0.00762165445034175,-0.117768710878068,0.0244434872089961,0.0170434667708752,0.745543120330916,-0.000297570036123077,0.995479555334449
"GCSH","GCSH","GCSH","grey",-0.0619932263744218,0.237422777740826,-0.160000265557468,0.00216876641600092,-0.115665134239173,0.0271315006210409,-0.100020495020341,0.0562460624710124,-0.136545765222397,0.00900142907019843
"ALOX15","ALOX15","ALOX15","grey",-0.0593685987038815,0.257910698282312,0.121109576559791,0.020646675306373,-0.0178731122160148,0.73361460267911,0.102592444891285,0.0501744988355193,0.185214583619743,0.00037481830970265
"BCL2L10","BCL2L10","BCL2L10","grey",-0.057033364581693,0.277139251039473,-0.0758642846327394,0.148037317952103,-0.0765758919313733,0.144260704090206,-0.118753052997018,0.0232667168618628,-0.0819721316772875,0.117973682913044
"AVEN","AVEN","AVEN","grey",0.0569766573533574,0.277617973184402,0.0969024895848601,0.0644111009700343,0.116864988084928,0.0255687527348845,0.240093900188203,3.49612162519788e-06,0.165019067453658,0.00155837950500947
"ATP10B","ATP10B","ATP10B","grey",0.056947627935197,0.277863256300317,0.244465495364674,2.28545074762425e-06,0.168861373647328,0.00120239637684743,0.21690682884018,2.9195783895462e-05,0.271472551383218,1.37963384385453e-07
"CEACAM1","CEACAM1","CEACAM1","grey",-0.0568614801153825,0.278592024360741,-0.0480292262887888,0.360203281738944,-0.260817150093843,4.33682049842097e-07,-0.097008805635452,0.0641174650086345,0.0948351474841863,0.0703440467088161
