B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
PSG2	2.18109909278421	2.16818604288067	2.09834513197723	2.01934617092404	1.98597774758265	2.04611949261086	1.97624225310944	1.95567454268729	2.0712604927203	2.08503056469145	2.01426758996876	2.00641448449479	2.02628765816891	2.01924567401712	1.97232580473039	1.99999431532228	1.99169550810592	2.01293179817678	1.95513100197788	1.88379777822036	1.92678879877097	2.11717317603932
PTGDR	1.96044396602999	1.94899730015277	1.85662070979596	2.11670611670099	1.92228504681206	2.00620863798548	1.91656668653274	1.87176603919667	1.86508713285699	2.09569830019855	2.1841836082828	2.19684422236071	1.86267014412186	1.81337407877329	1.87821865573659	1.82174948350127	1.84862212080655	1.83659130087062	1.78778435150373	1.8334134149999	2.00751777095894	1.95343012525149
PTGER2	1.89594538298887	1.78236463702616	1.78964985872294	2.20228721269282	2.0612113910941	2.23445958548082	2.15884591020244	1.73038210263081	2.20988008255031	2.21642806676289	2.21686279371913	2.24923728234594	2.16416911146688	2.12475080404588	2.02645418542928	2.18838997287163	2.12083300327462	2.14359800311762	2.1043765070185	2.14838457464144	2.11030521937396	2.03294027370942
PTGIR	1.84650822248166	1.7907302148961	1.83914182921229	1.89372351880583	2.05284717411538	1.92259982959364	2.02148845093174	1.81104550901064	2.17106555197479	1.84613744009568	1.84223579657098	1.84137362354569	2.1077263094401	1.8679860610735	2.19080535622632	2.16108634893885	1.82496627123953	2.17269862476425	2.03855557516396	1.98973602223156	1.82083398119426	1.89525367278241
PTPRCAP	2.23301315936437	2.23208724159981	2.14934091972389	2.23607334790918	2.19246855764742	2.23854501018645	2.17926700023778	2.24763812735699	2.22373930701334	2.18673324864221	2.22643923791688	2.22211459136298	1.86089753902143	1.81918023142849	1.7659161926533	1.83980797310023	1.83570601281559	1.90626832898389	1.88197133725976	1.74752396956847	2.08478933553061	1.8782207727697
PTPRG	1.9833369264052	1.97397075146083	1.95992975828527	1.43619310148317	1.46729146977827	1.44658303625901	1.70164836053492	1.70703186972184	2.01800609845722	1.93558970677676	1.62343354562852	1.53414063668641	1.56409188332948	1.65052524975466	1.84519079058283	1.49188850590017	1.63615182032021	1.76417144900384	1.65600003176984	1.36802308268639	1.36945501602549	1.98606272676574
PVRIG	2.14715141194727	2.16429884729039	2.07358550003449	2.23137993394033	2.20796815137016	2.189413483934	2.14295072435799	2.23074102439004	2.20717023932284	2.23280476037861	2.2377522857196	2.23195257407911	1.97698382067229	1.93821789885535	1.78435364028282	1.98928590782904	1.91826115713405	1.97376873840712	1.96407944374735	1.75496685844928	2.02329649450931	2.08605967828444
QPCT	1.73851767441015	1.81635735819363	2.20258257195128	1.80620039347437	1.40673588817512	1.79461354582837	1.93238806657554	1.24689507640517	1.6958341416828	1.79645102696803	1.93937339938147	1.89879841907893	2.17951914933416	2.21065016155522	1.98967786083521	2.1702314041924	2.18244570631918	2.09791625146961	2.05376709929114	2.05775301625444	1.87093656109486	2.22103078611846
RAB27B	1.60907560603116	1.66782780674147	1.68747562325811	1.8133804721313	1.80146527177819	1.85968561002428	1.67305979802505	1.79655629520817	1.93752521618281	1.87561746599245	1.96790742973361	1.95726995877814	1.58280624915854	1.55269480006522	1.71386140207323	1.84343435647479	1.71432394659832	1.83628049427726	2.14948706083855	2.12796265135608	1.83193259140517	1.62825073512763
RALGPS2	2.18310063414938	2.17146520979655	1.98882017877382	1.91759362224316	1.87598298091794	1.80241386323766	1.86458737547412	1.82903325317263	1.97600859104306	1.96132729846971	1.91253495882457	1.84847346766184	1.88935155381746	1.82416090950747	1.79332014346163	1.92956652898556	1.86768926595985	1.87372835313358	1.88723762739552	1.89640697728815	1.91739546061661	1.98588849454485
RASA3	1.66898734709912	1.80740748873994	1.70909218715037	2.06483520403105	2.01897039832961	2.07953323983525	1.80942754767354	1.94218764337274	1.95396366191859	1.93870853142545	2.04531790901648	1.93279950714223	1.97024916504913	1.78868602753923	1.7254267913676	1.99142512876126	1.75563967182614	1.69760074550513	1.7361576719601	1.7714064565141	1.82112008673297	1.77407129332896
RASGRP2	2.25036581135511	2.2437403098815	1.9384626418359	2.20609700348808	2.23184375408681	2.21460461711146	1.99573237985826	2.0260462335522	2.16515225944418	2.15529394536356	2.17401881258087	2.06050038222289	2.13820413738579	1.8789036594279	1.99518769423985	1.97908798467836	1.93371814797115	2.00257516141395	2.06777102549206	2.04406133990276	2.18131580056334	2.16938667449744
RASGRP3	2.10405771478405	2.11982033854016	2.22131175196529	1.74517469126336	1.83186897273337	1.71602760379454	1.71695797337088	1.74121059366265	1.9700397558538	1.74310500804567	1.73767288798921	1.77123669288972	1.68398179523008	2.13604499771729	2.11699212413351	2.17214493300533	2.15460429521579	2.1577202586518	1.91798869156071	1.96678275083079	1.95047380242721	1.74172692733341
RASSF4	1.79763188144949	1.76775987516486	1.73334666261332	1.79961246345843	1.83405678521261	1.77600683161928	1.80282434012072	1.81622950396003	1.93688904353169	1.78348788275512	2.05118371115206	2.01289175081461	2.13019750317566	2.12169487128651	2.21777564364505	2.11806533464416	2.12878148488078	2.20725779557436	1.87369253339154	1.84157958277941	1.73838229615538	1.85340313927891
RCAN3	1.89412597715811	1.87724376242549	1.87917669295586	2.01814265781232	2.04793502324666	2.11881383492134	2.03718496328954	1.83195329107377	2.08063671394395	1.82972929084075	1.59216976578227	1.8119795437239	1.88032689599233	1.91342744548792	1.86734005667996	1.83127494157776	1.83999898900244	1.98337748663742	1.55893663519004	1.85835280358407	1.67653147613699	1.51968455900624
REN	1.93010944878547	1.90532199059819	2.09280786814456	1.84085962757749	1.95021612032107	1.88264221763114	1.86630802553346	1.86100311910182	1.94633997448003	1.81550968676459	1.81835019039876	1.81984907232378	1.84389825254656	1.840184788473	1.8372456363039	1.81770683033167	1.81402417691096	1.81297140736627	1.96412884751381	1.90607393763145	1.85242419015016	1.88500706123693
RENBP	1.91048848230913	1.88034822398745	1.80072106355838	1.89131319259181	1.86566816588449	1.85561017740046	1.87709126426914	1.76495555694006	1.85183378051529	1.86755729204079	1.78193138706719	1.85561017740046	2.04620667141719	2.10002102052367	2.13969210606121	2.18264381193355	2.04259612776131	1.98953031147762	1.97870441956541	2.03711145891996	2.07437664165577	1.95059129948337
REPS2	1.87631209184612	1.82774732581798	1.80550367310757	1.71879519884829	1.69413621209447	1.77019994632457	1.6209171089341	1.76699769112095	1.79499875690338	1.77417182767937	1.74290935314094	1.79116323017274	2.01713676686874	1.72619358336484	1.65434055533137	2.02687956632998	1.89344679045024	1.88450107556375	1.98484092919563	1.77102490937394	2.13609452547784	2.17323862229316
RGS1	2.03129143122518	2.05723538699314	2.13665819958656	2.12765205393952	2.04643105572506	2.17939226957748	2.17218021430925	2.19511887802028	2.17490293574623	1.98665816274582	2.01341154099393	2.06018069701221	1.93129110207663	2.01347672980808	2.03354142884659	1.93022686616626	1.92719667420824	2.22522016164735	2.11116266171328	2.10649748813344	2.25169772748381	1.98756326183297
RGS13	1.94224314864886	1.94106797043663	2.06452415405761	1.82247230962064	1.68010664069229	1.79461354582837	1.60938384621357	1.61282831597342	1.82658571955541	1.92336131787426	1.86271402687423	1.8372456363039	1.76839300819185	1.63861111851614	1.51347764799385	1.4382926255062	1.45541794311558	1.85685740802118	2.2155661332635	2.22985401319641	2.18288379384295	1.77730260674638
RNASE2	2.0342206122192	2.02359503158073	2.084611389101	2.04688910700322	2.01877276633852	1.97587076356897	1.97954505528049	1.95923585456137	1.9837643970119	2.12269914495788	2.12930326232634	2.05173377234601	2.22660476798603	2.01166978655674	2.09558523324558	2.13074481340352	2.01106191945058	2.01259866582799	2.19495506228098	2.20137295495427	2.25495945681732	2.13020603914347
RNASE6	2.18981373883374	2.16432053111608	2.20276723590941	1.75330060206471	1.82863495290677	1.9312946940948	1.63461349597104	1.79427688948453	1.6829081578273	2.13964966017824	1.96024847990032	1.72466955323192	2.23211184792273	2.20822797861384	2.07432131467092	2.24317706367156	2.2664623503664	2.14561399683256	2.13109816150898	2.11105674132599	2.01153177236537	2.19569874102928
RPL10L	1.86188270285885	1.94084126500118	2.07559783298589	2.07801589752657	2.07958570224121	2.12136042840458	2.08379188663906	2.02107284202047	2.01180476327714	2.03330151306463	1.96799723219242	1.97603564487649	1.97274713418916	1.91816846044101	1.90993341017485	1.94082647010595	1.82278988909876	1.94842785793059	2.03248986689695	2.00943208705673	1.81087722800352	1.71635659838997
RPL3P7	1.95026697061093	2.09043864269054	2.16402099829572	2.17080798579885	2.23715718099907	2.22309833896453	2.15947019967301	2.20295551549858	2.17675732732357	2.12790551529004	2.06054322301083	1.91366854602209	1.98591568348265	1.81574417345639	1.87406512405576	1.84595966726457	1.78460293521887	1.94695006631386	2.10418399244252	2.05921854525234	2.06342647068553	2.01060246369021
RRP12	1.70464062297276	1.70121850480236	2.11625721252637	1.67378435765063	1.66350092252447	1.72406557366294	2.09029188646804	1.75538558166451	1.83269930876078	1.64614083196367	1.78311516791627	1.94831818220268	2.06969090464772	1.97595702279142	1.6885865015193	1.72641631009607	1.8599186173187	1.69046297281317	1.8224395374083	2.02794853786768	2.15099825573814	2.06573278542433
RRP9	1.64937928892554	1.74624440233984	1.75795282815895	1.96918706513189	1.99182127251747	1.90123402276376	2.11345001037874	1.95775023793227	1.79046274871412	1.9442890684298	1.90980936462529	2.03428016364781	1.86221815931646	2.02361822216565	2.03269909250013	1.96787172420534	1.8342546061477	1.74725929600251	1.98693036610278	2.02795563458112	1.89214542002965	1.65742150087648
RSAD2	2.04626048095353	2.04470169187839	2.04637135863363	2.02316576046409	2.05194775087161	2.04912840988221	2.01485574167965	1.97866969998456	2.14553822065636	2.09257341621954	2.07284560736392	2.12967550035262	2.08115967270017	1.95299311182605	2.25800582996445	2.00907930871399	1.99126121212386	2.26156140724148	2.09418361962295	2.07591766137039	2.15961773404324	2.13410147562789
RYR1	1.98511582588373	1.99140349490557	1.92616605276302	2.00542810967619	1.71136539701989	2.00559155400559	2.02202230190578	2.04585349521327	2.17074244041915	2.0106297532458	1.86906176880365	1.95010766394667	2.00115807258342	2.04253932145813	1.94480969662903	1.9793358097701	1.99242706237191	1.98238171835755	1.74072234059942	1.91446737513001	1.94874775031084	2.04011544049523
S100A12	2.03611153742884	2.04246326671237	2.04286990894279	1.98008842263348	1.99627834427418	1.95312097884136	1.95130023268408	1.99008951944482	1.97079814824859	2.2049361868417	2.16061878403492	2.0483021116599	2.27872296441552	2.01090562336451	2.0610449624488	1.99754208683284	2.00415791897756	2.00823252808297	2.15869086730524	2.15400400332986	2.08945605273268	2.26833567395562
S1PR5	1.61346643677649	1.58582024539462	1.60428349230131	1.87841878604906	1.62492416014309	1.57016969379951	1.57998723294088	1.63513851855407	1.53484903506544	1.70810369005383	2.12124062721285	2.02911132825735	1.57820805064388	1.65457186704616	1.57308331820237	1.56622200795592	1.58244442638812	1.60461214814137	1.63711456144034	1.64045519906276	1.61592499841165	1.64537042050717
SAMSN1	2.0389139660391	2.10145930936736	2.11975765438158	2.14108068043926	2.12367248376679	2.18529047167448	2.21467749231795	2.12004934104308	2.19491917377266	2.18218919306214	2.1696852150552	2.21498792967813	2.17604986871201	2.12754596711262	2.24332161383059	2.21939379251039	2.19753344456345	2.2613314854343	2.25352174812447	2.23587245012504	2.27970827518273	2.18508524360898
SCN9A	1.58865153881536	1.61106270909877	1.62462467922693	1.53416501141558	1.78193689042306	1.56536647969098	1.56064080163256	1.7940679695226	1.87439042749585	1.91660524921983	1.6808131623571	1.6695733654128	1.55519586553284	1.57599012340626	1.98778234423882	1.96440930092213	2.0739794584132	1.55353902332615	1.92560760651086	1.98521658064018	1.75987996445	1.7346842198296
SEC31B	1.93190417687778	1.9048669868865	1.97831184695176	2.09840930215908	2.11538936363447	1.93016928131635	1.80335118828495	2.02305812041081	2.15979455477804	1.92049593773937	2.05789970690018	1.84184564910791	2.00669182377404	1.8510678349746	1.92050505586325	2.10904795716185	1.86981521265852	1.83636444327737	2.04321541550298	2.05211893131654	2.03095797954208	1.8769441950681
SELL	2.27853956680742	2.26420372092484	2.089936813033	2.26079692876199	2.2731736676536	2.258833821689	2.20830827385197	2.23389925172898	2.24401667331519	2.27649156827906	2.24900441785564	2.18287102680156	2.25970896868566	1.98087368923493	2.05316865137499	2.06938684449636	1.99620695662371	2.00721436072413	2.08529323257512	2.06979087589022	2.21717900392593	2.28750671310743
SEPT5	1.67494796199478	1.76261262663717	1.90859305653294	1.70871423660181	1.91707786438069	1.8686438869695	1.88551659314359	1.7363619684974	2.06056746722358	1.97038170225246	1.77461334401188	1.79588063058289	1.74796818502076	1.72507576226693	1.8252668996343	1.72966454484384	1.72410039974936	1.8168150911813	1.80588848998476	1.80133947112524	1.86152811374484	1.81607982824818
SEPT8	1.82656749418048	1.79895288518388	1.86751987280559	1.84207934649018	1.85808492563263	1.86152321316148	2.06530846648613	1.99973908365327	1.85100813763162	1.83839211221357	1.82275910828826	1.93602292664783	1.73885203567077	1.82386905231285	2.03264553612424	1.94335772357932	1.85683531397041	1.7772855177506	2.09743530843484	2.06380697280938	1.80905472611282	1.79157895257715
SERGEF	1.73960250220996	1.69256888633474	1.67821045282548	1.92985270839515	2.06284640305206	1.83087053211418	1.74519657680963	2.03543171324715	1.74097670165044	1.75537025131283	1.93084548358969	1.88000810305618	1.78180391541749	1.80635424790098	1.98948474837158	1.9800142904686	1.75126610432745	1.77109983943243	1.96542259947221	1.87329629440821	1.77464757680848	1.75033334809616
SH2D1A	1.84137362354569	1.80442831050557	1.75300724251029	2.16887055272987	2.14963117196702	2.17363849555517	2.17892500783307	2.21688621440574	2.19718744541748	2.18036861713406	2.17103754725221	2.144951321227	1.7656845974226	1.75600395092489	1.75782523334935	1.68319436761788	1.74805211683712	1.82611744771961	1.79426898679657	1.88685648976992	1.83432054170907	1.88089626762638
SIGLEC1	2.0610449624488	2.01483962727057	1.97562655045529	1.95640847294581	1.91458321007771	1.96777144185213	1.89388396702966	1.91373555659384	2.0037801007225	2.03173021172356	1.97591308927108	1.96523151924559	2.06721318794825	1.99182575291972	2.2527381338148	2.22438008291885	2.10237320913215	2.2125156655442	2.03384972921952	2.01256465572647	1.99953983965145	2.05712461729812
SIK1	2.24674306610102	2.24800517863029	2.25993694980136	2.16743026519364	2.10938160035503	2.09607854181517	2.02205491004902	2.24171706112084	2.15179628462483	2.09303519751361	2.10394829499007	2.05789192120742	2.11609067304176	2.0128655945079	2.07093064413386	1.98747139261698	1.98170728457822	2.05105817180038	1.92279203221097	2.07933662549452	2.20485508696625	2.09456685597985
SIRPG	1.94686033120627	2.00053730590239	1.91499716287963	2.17167433904138	2.16007811217934	2.16388309200168	2.07098833068684	2.21871086300299	2.20270335537354	2.13414365826332	1.97545187092704	1.91928824496698	1.91316445979394	1.84512445931627	1.95557536495732	1.87362412428743	1.83782033415184	1.95945876666624	1.71508516948429	1.81477348933908	1.95675062137727	1.99862746317816
SIT1	2.13813457714524	2.17972981143352	2.09858002888652	2.17788464079968	2.17630437059241	2.18364828062665	2.15080810616401	2.18583480242503	2.23362672142795	2.17229724027741	1.99075427742157	1.98439951804977	1.97674165719192	1.99622285925831	1.92409406185855	1.98439951804977	2.09638202299011	1.95122252999919	1.95018144123677	1.90561719267408	1.95045632034833	2.06919891150485
SKA1	1.50262944548015	1.34674130332672	1.39189142024827	1.27868708264306	1.74173726960134	1.18238456823147	2.08512435832577	1.9109668367918	1.84705300518404	1.7857847317207	1.75462994997376	1.87934794778941	1.38856305847204	1.47336711512816	1.57100784778241	1.73866403938478	1.35188446493681	1.49423286761784	1.84093951985673	1.76274806109491	1.52709726196504	1.25985815707701
SKAP1	2.17465460295058	2.11759458486283	2.14718284686662	2.20258212813722	2.21112534456067	2.20538545602179	2.14262141456191	2.20524065319094	2.24973482938519	2.21516295573243	2.19665277427703	2.18003320788702	2.01818635458248	2.03492921818256	1.99100924016844	1.97745083733467	2.02539633873119	2.01727694206312	2.10993218247128	2.10745388543636	2.10196004885693	2.09222464175866
SLAMF1	2.13837818089684	2.1122808168238	2.15666624258535	2.10966250715579	2.1027261948986	2.16024584880283	2.19578885148634	2.15987590637054	2.1797068592775	2.13476382052878	1.98992017658357	1.9911615046114	1.98804367694566	2.00337545754035	2.2515071878871	2.14501105392477	1.99958921902883	2.1416173110477	1.91962597252012	2.01957779820093	2.05648499867203	2.06182732805692
SLAMF8	2.01906585659008	2.00604854151469	1.95372990215547	1.98429505258017	1.94436383898799	1.97847374001815	1.96192121496432	1.8987193816255	1.86677454600802	2.04739710636336	2.02646975804387	1.97219228109389	2.02438721621191	2.20728587354316	2.12934496431086	2.17585360269893	2.21467589635958	2.08622821193772	2.05436077622249	2.0923100245965	1.98739192943757	1.99519725560117
SLC12A1	1.96599851945148	1.89980339922045	1.64006800015822	1.6728601575847	1.71511033763362	1.68010664069229	1.22169672434497	1.22169672434497	1.7803647390678	1.86842025820789	1.42460785315121	1.44093705590629	1.4003907028974	1.42901141051975	1.51622511127213	1.19315460832467	1.34001888849408	1.20760092476447	1.51877683648484	1.76371438447952	1.81051309127169	1.62102219735534
SLC12A8	1.59187669032364	1.62451490107384	1.90709464501762	1.73111326847749	1.67991923206907	1.43199595396074	1.64438629593152	1.85742228349858	1.89854774071115	1.59999059506743	1.66133039087923	1.76261215893575	1.69260121096675	2.10523517647221	1.80932267060176	1.81385310972436	1.86854490701636	1.90749405955175	2.10242317585871	2.12051742796478	1.98372464762832	1.70940098094952
SLC15A3	1.63882300996664	2.04116816899513	1.66350092252447	1.76699566122051	1.82354118602603	1.77357268852945	1.70845134005063	1.76890034703402	1.65600428224517	1.94699567522426	1.68885388876415	1.62606646881344	2.18604617676427	2.23808220907923	2.22988670990703	2.25020078012896	2.22762253601802	2.23898446396889	2.07800291624735	2.10095945290494	1.78156709890648	2.17681281369882
SLC2A6	1.9886030300877	2.07606653461879	1.8838906962911	1.88438696725357	1.61499707644607	1.73851767441015	1.81125124957854	1.67801803537318	1.75788709285113	2.0454586847953	1.94144223343358	1.99886710197424	2.12525959210628	2.07974050598817	2.2515071878871	2.12032247394597	2.11019444278969	2.19512316925012	2.11706923069846	2.1140203125287	1.72521809675357	1.69541240109276
SLC7A10	1.9352034352291	1.96028378653205	1.98694089430379	1.85114123931584	1.77600683161928	1.9094361696188	1.88924037433989	2.12555408701545	1.80333088346633	1.72947219937231	1.84560290503886	1.80820730788026	1.85547134522888	1.90899750632803	1.85706651870596	1.81928712835618	1.86800969731574	1.90928771472826	1.89669630901686	1.68930640893924	1.85681122841584	1.90462033649229
SLCO5A1	1.99368041615691	1.98473318164315	1.95741238756099	1.83781429574153	1.91534069978115	1.94179316038752	1.88065480440065	1.73839062201511	1.98891640173854	1.86004084949606	1.94495367911964	1.90138175229398	1.87733258834578	1.88269053771956	2.15256595066993	1.87441335577577	1.88398738736594	2.15880075144017	1.73180085016473	1.81924603416948	1.83337253071297	2.00318260046142
SMPD3	1.9414183401047	2.00932118107785	2.07973829664955	1.94050944604897	2.01458310910907	1.89655711473704	1.75526022165075	2.11237035925807	1.82469367757605	1.97632926277609	1.96621798807595	2.01788038993586	1.86042695260522	1.8874761632648	1.93496676968669	1.99185602689903	1.80348788374949	1.909905490785	1.73395374915075	1.84154421675868	2.18615254652893	2.05732639798766
SMPDL3B	1.34173439208669	1.37344857094595	1.57766381287931	1.43128301109572	1.54551411197423	1.43959142480227	1.48745099836634	1.50262944548015	1.56458010548398	1.63933002389664	1.4854827843239	1.4616902854736	1.48947526274946	1.45812176463617	1.49423286761784	1.4520146365635	1.42751522418636	1.46575149079427	1.49657760922867	1.52025887959071	2.01857435477346	1.56474042499125
SOCS1	1.8236550406256	1.81244008408158	1.75141859587398	2.0213792671695	1.9312946940948	1.99294947889666	2.15752387290006	2.06006766701094	2.12316191087118	1.95561576231689	1.9016435433299	2.16796303197816	1.78399598333649	1.9575027154451	2.20321518827549	2.13334490596687	1.98068500055736	2.09407597439152	1.90315556759746	1.92260596421743	1.90755961933135	1.84494175493741
SP140	2.14761047745609	2.20543167762656	2.15557643871186	2.09818016077232	2.08810825523436	2.11665713447527	2.089936813033	2.11416183442959	2.12890005413566	2.10671564660698	2.09638937424646	2.09154396714769	1.98461308082483	1.94957896672138	2.02671071476203	1.84118794714753	1.94880904962422	2.04523342206784	1.91322089576113	1.8208272250151	2.12842174229871	2.04738080751187
SPAG4	1.74688877707199	1.81166454032576	2.2272036832098	1.92399232850559	1.95393860173888	1.93166420010038	1.99482386225367	1.9634990897517	1.90255591765461	1.9593819377493	1.62366000492829	1.9041898232044	1.75228830414319	1.8544373971354	1.7919240868652	1.68673505165058	1.68886493897804	1.90398598725747	1.880196588389	1.98353760198575	1.90802180339616	1.79870695823726
SPIB	2.23096114674733	2.24579958075146	2.00142854505907	1.9356017647389	1.98747139261698	1.94728135312388	1.94641790552965	1.96486633001002	1.70356434165944	1.97579864140609	1.98364911905578	1.95216898038596	1.99179437488917	1.91915447473827	2.17697468057579	1.84287398710917	1.91859873120662	1.87616596897782	1.94794174680535	1.94500175403244	1.95876923881272	2.06536708875897
SPOCK2	2.18069392504986	2.16239617771561	2.10000765884362	2.22177499095391	2.19673486516513	2.22066136229341	2.15682701219673	2.21930579523906	2.23477648514528	2.18847925653806	2.1551988899713	2.12803465788275	2.06247882643897	2.02925220124653	2.0037320823156	1.99334300967899	2.04127842385007	2.04695489941892	2.0449029158706	2.02747925431985	2.10075950553609	2.12196607582469
SSX1	1.18238456823147	1.44325760733048	1.39622281314107	1.59657830131097	1.8776895372929	1.31484504424931	1.65480281261734	1.81445237531376	1.99235027915754	1.91967873240788	1.27006510923866	1.142591746722	1.5149145533409	1.65334659209134	1.59892903034879	1.80454759701582	1.73191789268057	1.82087699416604	1.81772338890473	1.7698192774558	1.88452330293099	1.72950542362849
ST3GAL6	1.93490999677314	1.85577865598602	1.93415136638331	1.589843008486	1.70673462973512	1.56792224997367	1.58442174637664	1.78521491983209	1.78038887773645	1.89233844684643	1.82344937597292	1.76543271598919	2.08612671869856	2.11348718053465	1.8784979190291	2.03680015335333	2.0940945784241	2.16897637944623	2.13673064847331	2.13380538780878	2.18230614108555	2.10530510092686
ST6GALNAC4	2.06287370287268	2.10131459156193	2.19813370077048	2.0957429211102	2.07198875894654	2.09408096176214	2.06634615644665	2.06255931936351	2.14148414100805	2.08478725654243	2.05524715373842	2.05065115798054	2.03838098769177	2.13180453603007	2.00495242469002	2.05625915438456	2.08426233287285	2.03243973306888	1.98938877329634	2.00198774019455	2.00553283323766	2.03199832154373
ST8SIA1	1.90366465555293	1.88963514168296	1.65339621910269	1.94900869062922	1.64055226686739	2.06696349908123	1.97443154114674	2.21584323669713	1.84940513784744	1.95208494088302	1.57590698304163	1.72150980961994	1.6191595284108	1.52478398804402	1.71526889990933	1.43683281700719	1.55993801646024	1.73156994378013	2.07607960063782	1.92806369335572	1.5077983615088	1.74162211503831
STAP1	2.22548623944065	2.19458756427732	2.15442709050786	1.98817286486012	2.09992607728783	1.98713637826347	1.98467199749725	1.96922060910672	2.12435461143059	1.93869472831131	2.07272302681507	2.10041428529903	1.78721398137228	1.81723087478952	2.08915418883864	1.88568955911177	1.896590165645	1.99527841603972	2.22199180435656	2.19934456742188	2.14398161757848	1.89888757097969
STEAP4	1.47600178584951	1.62252988975355	1.60875670244879	1.49845712613046	1.66772554854085	1.29611968843029	1.40673588817512	1.4211351751122	1.94212786623877	1.61037211061441	1.63214760926948	1.75538558166451	1.98801320510745	1.52152260604858	1.79547288668531	1.82005030654517	1.89821671355299	1.46914077563372	1.85107127890875	1.88480655918603	1.81204807379504	2.14154149048944
STXBP6	1.75024838069109	1.73251471914308	1.84650822248166	1.744280227428	1.76866960587739	1.7893004490811	1.72586994063135	1.76069165542152	1.62816058705054	1.72559174288835	1.6691232304798	1.69273966596989	1.70576324267169	1.7058525699196	1.80749003474444	1.70893023080271	1.69886189654189	1.72753911248463	2.07669168308415	2.05515058061401	1.74586266099212	1.72980910619986
TARDBPP1	1.88138180365663	1.89811546101905	1.67991923206907	1.77959788760727	1.91734017114037	1.87046602583419	1.92998510605301	1.83347750126667	1.50099825479611	1.98097285444191	1.71503562227756	1.8423126322079	1.64017271569824	1.87711904656685	1.4900531647494	1.57217941654286	1.84101427112678	1.79334352488346	1.76722057605014	1.80001955156004	1.89655742244154	1.92703081406348
TBX21	2.11074480980999	2.11597926179236	2.10280239786637	2.1852290707014	2.02256944004937	2.11316314110885	2.1651790574502	2.10204059315536	2.08094883293804	2.18998205920873	2.23414075002126	2.22220639356023	2.06549838071876	2.07670462828176	2.1137514117904	1.9626671867823	2.0569815070357	2.03036117366383	2.00968493550281	2.0159479592579	2.05589645608572	2.11575644890025
TCF7	1.84688117614602	2.01936168947739	1.81076484419986	2.21998509735262	2.24416059202889	2.22057277330687	2.08473853524405	2.23917325767134	2.13776396965581	2.14967652293152	2.0969793643676	2.01612659630122	1.76771485642717	1.81183479470072	2.06851830703671	1.88674493502439	1.84858526468516	1.91480683730613	1.79550485937125	1.79017980392956	2.10296726248197	1.91369407707285
TCL1A	2.28227120072101	2.13847190633463	2.10925322313645	1.98347951482298	2.00475282022157	1.98236581721662	1.92722601741176	2.00810364478487	1.98526284759186	1.98339433419845	1.98188141640792	1.95221972243538	2.02173894050374	1.98535861934509	1.9857019544273	1.94475858325555	1.96685353647734	1.99654769999949	1.9024242393935	1.96992230542254	2.06149137799612	2.06209450307401
TEC	1.68108725514332	1.67898071362616	1.65073124179232	1.69264382188751	1.63752637916001	1.651477488723	1.64199794194042	1.70363458762404	1.63591509768244	1.72981781366124	1.78029680500649	1.74751767434599	1.74590540203715	1.77848275030948	1.93404113359814	1.90320972240262	1.727678060671	1.78726887123949	1.8023740814631	2.05009068148774	1.9552259643841	1.70550285656749
TEP1	1.70719877209008	1.74156797177333	1.57877759559171	1.97546161172574	1.70959214480126	1.97205856104094	1.73731804605473	1.62350669280823	1.64321085861646	1.64951074471232	2.03186194339365	1.96831927095359	1.7439373257496	1.63751125598204	1.94011040787696	1.98828921547776	1.89768536320732	1.696323200484	1.71519537135048	1.538659088312	1.62295053470801	1.69272252791136
TGM5	1.9235793994702	1.94333910684118	2.14033388188611	1.89724640978092	1.87967747523623	1.89522202369091	1.87821865573659	1.85128598802921	1.94212553523234	1.95783793376151	1.91724668435345	1.92460118793238	1.93144845073547	1.91521877868126	1.94028258482254	1.99966598939122	1.92098184130398	1.95167431816673	1.99349377309123	2.020997786358	2.01647708679953	1.95799105458118
TLR2	1.95646218416538	1.98957219160064	1.99146170789395	1.99510018425019	2.00614059522667	1.9998841971207	1.97913006356351	2.01629482205447	1.95702374485365	2.10092213224603	2.00787996880903	2.00911080119814	2.23804102479567	2.14099079202501	2.23917325767134	2.21836367446251	2.166623539895	2.1083420373678	2.13104239959114	2.18289148852932	1.99365679585629	2.24589960257362
TLR7	1.90190862118089	1.97952610713322	1.86742013437304	1.61346908652909	1.92022767821094	1.6526927641212	1.59296688093649	1.86280113606954	1.90135118023214	1.96057508215071	1.84557557539745	1.67390159624249	2.11925171648096	1.85563029882329	2.15338144961387	2.11635613371717	1.85880962828324	1.92355819322167	1.85211988120745	1.79960558586023	2.02006899296647	1.77925986590892
TLR8	1.60221817976132	1.57579390541751	1.77427343968059	1.53839147626036	1.53295514338301	1.5795874621758	1.53961133778109	1.87354098967049	1.53930859325617	1.96835149276533	1.54346617927787	1.55437657833615	2.18035855650355	2.12764019971493	2.2050401547546	2.16027822085989	2.11720038554834	2.12971397678717	1.77107749514405	1.64846403807185	1.59614777939994	2.18727892107798
