B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
COL8A2	2.00579835332147	1.9454739668381	1.80282434012072	1.9243386864912	1.95372990215547	1.92660047352089	1.91416904869464	1.92734139648389	1.99638251747238	1.94992057635259	1.96432282601426	1.93790939940696	2.06624087102771	2.16813200659594	1.85367477699513	2.01612659630122	2.00164197358508	1.98568447979795	1.94043228299857	1.92284185593279	1.96657400026879	2.03419735110565
COLQ	1.83214751202527	1.82494397300273	1.8032307512147	2.0168375111619	1.93531718001682	2.00586794838263	1.86241443576057	1.89833126414941	2.02297891166994	2.09612316237049	2.09546849166235	2.08466425024143	1.85362908398558	1.81099014679549	1.9621621886238	2.00084294326582	1.84453970894502	1.78002426426098	1.90621597653387	1.86490147919303	1.82549115734175	1.87662580872685
CPA3	2.14041556872198	2.12835037858196	2.09982129684773	2.01381055375086	1.81307531875585	2.05625915438456	2.05053276448331	2.01410667446682	2.01247826270199	2.064987604641	2.10402314477069	2.07481008318149	2.00574643217863	2.00857087269134	2.05769388535743	2.0429886764723	2.0039266809298	2.01485217043401	2.31636677617287	2.30720297258121	2.16079688851925	2.11322811697451
CR2	2.17841116702565	2.11792536479826	2.00891436511102	2.05690815635459	2.06897365634136	1.93596331448535	1.76103373198886	1.81475645223562	1.814544129803	1.79488021052909	1.81345989982203	1.93123047786312	1.85866090869101	1.82418868818316	1.91485655145644	1.87354098967049	1.74573542777647	1.90550239140092	1.75000966916266	1.7461878566572	1.99630386247385	1.85058582971465
CREB5	1.84184564910791	1.80933298037616	1.84631755260691	1.6988781027224	1.88529633109154	1.59615482776433	1.67630280624652	1.64960256193425	1.64570532889569	1.73961886483713	1.7077209838856	1.72525448928907	2.0867328274469	1.79885089797436	1.6891277089616	1.92186556320903	2.0508334159809	2.06078349300848	1.80574840575681	1.80188487690242	1.73379392182608	2.17493106452684
CRISP3	1.82484183334108	1.74840196175701	1.56881009751819	1.39183107118166	1.46299778929987	1.60221817976132	1.66245280119489	1.51692734210315	2.12776151432946	1.85600682733806	2.02312513234122	1.88049060119967	1.50845069436043	1.68168567226146	1.67081041838314	1.53233057116247	1.54838504228118	1.52353947977463	2.00910472598655	1.85235890446499	1.94879775121565	1.74219037025059
CRTAM	1.91321994777495	1.93409448355861	1.91145707665645	2.17731255869465	2.0749178509918	1.98986584381913	2.12912586478297	1.88171548899346	1.89692683144813	2.1438135563124	2.06191963720724	2.12827810058035	2.04502574959606	2.13829334583555	1.86943294558427	1.96159962187578	2.00119303642719	2.01752712193875	1.73808445404447	1.98295044263735	1.95227130520799	1.95948788030749
CRYBB1	1.62635493468285	1.64122801252499	1.75063465362598	1.6329151329412	1.78033834584598	1.6703782594452	1.62062321174812	1.66203266190285	1.6688257701468	1.60324073243968	1.64641535225096	1.61282831597342	1.64628453779668	1.6526927641212	1.69470205045931	2.02467548326021	1.6380648870429	1.63306630213482	1.86994495637922	1.7507745485659	1.64841564331094	1.65606893053215
CSF1	1.79383807076336	1.79183745141047	1.72772851724332	1.799691324974	1.79269640203422	1.84735999455398	2.05364775605715	1.80706213503906	2.0207885480377	1.8723873588714	1.7911822524436	1.80890086400059	1.80939629991259	2.13172345524864	1.85915181363294	1.80051215591457	1.98861872219438	1.97045424813542	1.82905885472646	1.92673088833848	1.94568034856976	1.79664691385327
CSF2	1.80749003474444	1.76417720701745	1.88521222341612	1.80851205010079	1.87812479531695	1.81682915257856	2.17046540033957	1.79816598639827	1.7455360857696	1.92749372897542	1.89569054032575	2.13659823381687	1.82337822711169	1.83058909663422	1.76913637671875	1.74585471281074	1.85453064125524	1.86879048919579	1.83629907990461	2.18737719663611	1.78581471060263	1.77542529892321
CSF3R	1.97686866789668	1.83572830628897	1.79796368083979	1.8083107126974	1.98378196453566	1.86233540980986	1.81565302118451	1.87176603919667	1.96128149674479	2.08202066831406	1.99118121469704	1.89035839442232	2.20394729832956	2.04591958822842	2.14610874756718	2.13629575565248	1.96932062648766	1.93597067771902	2.03404819734124	2.0451095692204	2.05792458374089	2.27026787530311
CST7	1.83618124872626	1.78847548432536	1.72046033115675	2.24416502354898	2.03924066319994	2.17836409850165	2.13702916628877	2.07818392157591	2.17225692622818	2.28221763144169	2.28010005282636	2.2748015775542	1.92996630150931	2.0599839400771	2.03437330351418	2.07081690081496	2.17915533247456	2.23236697824274	2.20286696127618	2.2073837377214	2.12443091437634	2.20430759120986
CTLA4	1.77379063599724	1.69361341078715	1.69873085428293	1.771359782714	2.06804408515937	2.1233220689555	2.19181665375024	2.19618314497528	2.23258460508802	1.79962661992542	1.67692878831098	1.76819241032977	1.76741007768668	1.72405800399814	1.62802738772533	1.76235401636069	1.74775275574577	1.70008577084837	1.762741025865	1.72974832179254	1.92705103703958	1.87098849715414
CTSG	2.05772250445338	2.04209439315713	2.04236824612958	1.98931000971382	2.00530336074732	1.95607479158181	1.9458266393956	1.86899635760584	2.04990264972332	2.0191903847197	2.07504620722125	1.98217318896924	1.96443909088729	1.93277835054159	1.96505324633706	2.00966032955454	1.94028762206754	1.88126588600329	2.24815211987529	2.24677926283187	2.00711198761101	2.0335479987684
CTSW	1.74949033973678	1.72148947903585	1.7461027583292	2.24144345559357	2.10833382391878	2.15316196806324	1.8002906650935	1.72786671815183	1.7048913519105	2.23337965236824	2.25803389622865	2.27740072814545	1.75220827908778	1.74232493892428	1.7083065869476	1.82164436068466	1.74530599863034	1.74150129361789	1.99426712875473	2.0652648158243	1.88064334572533	1.78232720625902
CXCL10	2.1383240028067	2.09348830364637	2.05722633512341	2.01939146096859	1.99507712121595	2.01695522607251	2.1141344139804	2.00067324172468	2.06052531491707	2.1085456451897	2.04061228291944	2.17993747333408	2.11029232429218	2.02268070528184	2.32017257832354	2.06693860714357	2.02295982664117	2.27930529677415	1.98881122509078	2.07623416069114	2.08064840878052	2.10831927695919
CXCL11	1.96686855589482	1.94303671852601	1.88916309325779	1.79824713851573	1.57308331820237	1.72422555187077	1.9069646287836	1.80282434012072	1.88276728435194	1.88228440728436	1.83063138436329	2.03275845286174	1.87008344209809	1.75189799143822	2.26971065200875	1.83454503054037	1.7869430284957	2.23110108679439	1.82722267218986	1.85340187077187	1.8537645517309	1.94658314840891
CXCL13	1.90277224516829	1.7982444837609	1.75515297491881	1.7955168530106	1.55126209503055	1.63673133620708	2.06755034661205	2.27215398650121	1.71390850993557	1.60207954321805	1.65900201014679	1.74413673658368	1.66452548467181	1.68898273332647	2.1256901431778	1.75049790142559	1.70322590273637	1.7855764057756	1.81593137741366	1.6757458174975	1.6785315007455	1.83654387896332
CXCL3	1.94492003686267	1.82949861689493	1.91642933912076	1.82137025453337	1.75300724251029	1.83762885605048	1.82205685310979	1.82646636711316	2.00674301240116	1.89214745066326	1.75643652890843	1.83849001031589	2.02920231169732	2.17940010394351	2.06491221606455	2.05287645896425	1.95581595990861	2.01927597472696	2.01517604160244	2.26383186884263	1.88699556431844	1.94877177623914
CXCL5	1.97112691696197	1.95835680447071	1.88521222341612	1.76570330685078	1.60713431104181	1.87892475985568	1.81156833620252	1.77007024162248	1.94606281291871	1.95301502853574	1.81237320884387	1.83319993512983	1.85007279353112	2.24537278521296	1.9687712052741	1.8933890486223	1.86663101610572	2.09195254653818	1.90133718484493	2.12502930631485	1.83406679422062	1.93971705585824
CXCL9	2.12237018087117	2.10086061814548	2.06408105927847	1.99914198113225	1.95109661938747	2.01609232198285	2.06140119470378	2.01125994634864	2.02050531238342	2.04840825768681	2.03442717645957	2.12155050242237	2.06309938904709	2.0254781633317	2.32834604049092	2.03991016272737	2.03118745897468	2.21574124772274	1.99743169758044	1.97686266049717	2.03754661157763	2.09483906055621
CXCR1	2.06174210568667	2.03448874470032	2.01318839858972	2.04605119820447	2.07792349717066	2.05965176289797	1.94958499712925	1.94257341549898	2.04689534549447	2.1320891389762	2.11233837131129	2.09733261580899	1.95802335630724	1.9433511772637	1.92568918030507	1.9096539711928	1.93313315519256	1.93074357940408	2.06271240207534	2.063954257324	2.05498224558935	2.2479435234938
CXCR2	1.82164436068466	1.70226360361811	1.78498868750021	1.94571540532701	1.51209912702877	1.78521491983209	1.60396360964391	1.67935505402224	1.92804786906104	2.08257739779861	2.15315512465082	2.06740331657022	2.09578599560843	1.99110445146131	2.02833145895007	1.93066845692528	2.02966912717146	1.89855880213628	1.99933283933832	1.9174095102366	2.10159764633912	2.29774315924083
CXCR5	2.08833033334552	2.07242007017144	1.66132936546489	1.84915423191207	1.83655165528767	2.0320622596456	2.04307632131465	2.20781741974338	1.84824328572237	1.84597673235974	1.74319563914044	1.73349269685617	1.72756547318839	1.75624417558126	2.04511691809899	1.7254267913676	1.75784005803153	1.82241040274524	1.71683474201059	1.76964182086333	1.91522548279199	1.77298853083933
CXCR6	2.01150498053707	2.00760750559245	2.00175243429117	2.05501647049033	1.96909501312124	2.0358715232311	2.16343652332503	2.0346998028956	2.14992330313505	2.15773690336305	2.02890818767384	2.00841647982016	1.96644331572896	1.92428251252507	1.93806583020255	1.9156926743708	1.92619692769202	1.97070005161002	1.91984639159078	1.90948824489949	1.96281505580675	2.02448991005524
CXorf57	1.87284468014891	1.77421562820009	1.6701409757249	1.97921319543085	2.0540612372245	1.98747139261698	2.01668364527923	1.72316258816047	1.70016247294276	2.06858407562157	1.91263562994471	1.95099958962644	1.61419136479365	1.6816639736098	1.57511581362379	1.66688659964216	1.59786520462703	1.52642270604147	1.59701663467192	1.5719142222145	1.94607711028352	1.69518001367804
CYP27A1	1.82882759866013	1.83718338694927	1.8776895372929	1.85851181526463	1.9177014919045	1.76994173463347	1.78599444683266	1.92390471342547	1.91531004081968	1.96452082140155	1.86498180035263	1.83933001687588	2.13834108720698	2.27044409415333	1.94426128384909	1.94869037521211	2.14209777309255	2.19481545787317	2.1357279533612	2.14556849325501	1.94271245988153	1.90910164277695
CYP27B1	2.14456519759385	2.0930234037372	2.11608222060124	1.9973022874779	1.9656866380514	1.98863820896566	2.05942514164163	1.92828627003411	2.10293453936272	2.03969066973194	1.97285849157407	1.99302609436003	1.97372858333292	2.16559570589353	2.25590035602564	2.01258638851128	2.04157963921029	2.20210326556595	1.96514348075258	2.05225041537564	2.03089949014359	2.07042664465962
DACH1	1.61639863468409	1.57243030557346	1.58556524301191	1.55308701395653	1.82103500787478	1.56265330281969	1.44937111295024	1.50340723763378	1.7503810561937	1.72322395291129	1.85588212590662	1.76687218632881	1.92886089112331	1.5905614971422	1.46729146977827	1.61950481837639	1.5263582103171	1.55123538574934	1.83998877468786	1.68808113335056	2.0527421215822	1.95528558761176
DAPK2	1.9035030189689	1.90842496971526	1.80976362252702	1.8645037940075	1.86152321316148	1.90936275607234	1.78655375005559	1.78012226985487	1.94308996438402	1.91513314547309	1.94796100857248	1.9338879998035	1.90321458231083	1.8628006477894	1.85862158623565	1.95000367724157	1.90387989199216	1.91917386997425	2.06164501447453	1.9996819414572	2.16153134388557	2.10942922763425
DCSTAMP	1.87099417184437	1.77435870449192	2.00502163534259	1.89227360541588	1.85367477699513	1.77298563226546	1.92678359947227	1.93801042112243	1.92426878180478	1.95137698399858	1.87274153047396	1.96113136188794	1.97748898320653	2.21994482706922	2.02704452618288	2.06706864809856	2.15030668983068	2.12617099181345	1.99927452005863	2.05859034551193	2.01230458996337	1.96730910840107
DEFA4	2.08753376166566	2.06241772692143	2.04549315861545	2.12040120718678	1.92684558184233	2.05913833519127	2.02398389053036	1.96646173024042	1.88361450746463	2.07019729335443	2.21971235029229	2.0498337272292	1.98505532453782	1.92298915919449	1.94925924398054	1.96472792037923	1.95386646923707	1.98110889485249	2.05744408023679	2.0283149378609	2.14790823134801	2.10333434256246
DENND5B	1.89741152920415	1.95766804359043	2.08196592704831	1.50376442952971	1.5235256161612	1.556778496691	1.62941750514652	1.26699084976998	1.85993253027743	1.54751875114469	1.83167956637496	1.50340723763378	1.50784813178168	1.72726459024531	1.60844784454036	1.86428422882461	1.70550465099235	1.83019243914111	1.55452385329949	1.70566255031331	1.64719446918118	1.67785789384698
DEPDC5	1.79975258193213	1.85211805681844	1.83753850840772	1.88158421961063	2.03671186344642	1.88082462566442	1.87046602583419	2.00665624897617	1.96844772495112	1.91057376628506	1.94703183810909	2.01105974133861	1.87573618769897	1.97369188012269	2.02536724157727	2.03590171814794	1.98285222465649	1.8692846230703	1.98668172399059	1.84630155779652	2.11947667995281	1.82464159802863
DGKA	2.09899987878006	2.10431197259925	2.04040878601298	2.20138075078829	2.21827691389645	2.21149905997273	2.14503667215958	2.22988670990703	2.2163533722975	2.1167734051913	2.09308020559616	2.07304166445472	2.07300094405256	2.02629587242986	2.02575086261572	2.04651840878358	2.03944213013791	2.05389184940706	2.01430661818199	2.00166002251052	2.09944070027802	2.07629755327087
DHRS11	1.91131523891394	1.93961892159552	1.94057207270116	1.96500508766517	1.99773182411655	1.82656749418048	2.01482052117314	1.9439132295717	1.92208364856972	1.85723070416613	1.92633284565173	1.96141346305698	1.89487954214924	2.06352113850051	1.76724438805663	2.05605754522422	2.16073705322747	2.072573751392	1.94010899068108	1.93969034955009	1.82486481807616	1.91204091704237
DHX58	1.71849532278389	1.7516905821771	1.70496470860542	1.93713504205348	2.07231554873257	1.84194003711635	1.72601466868254	1.9626213996717	1.96092963493769	1.77072400674514	1.99979027548283	1.83587532074377	1.93462423266337	1.79283022857158	2.17530673725029	2.05296438570045	1.85434024695833	2.18095747278024	1.82492714172092	1.79211079897412	1.76255290839095	1.77934289211494
DPEP2	2.13244102988237	2.10421359849117	1.67972969729695	2.1056826949534	2.16748275805391	2.12604490256469	1.63834651432863	2.0794781287158	2.08265635826509	2.10966585699604	2.1265483574959	1.7941672551942	2.17841933266564	1.99169798137373	1.74507018865964	2.20570673376693	2.11056694422451	1.86768836319963	2.01986164804128	2.00318934486482	2.23323217462698	2.23572506464433
DPP4	1.77427343968059	1.74859496118288	1.74055998089653	2.13163777694266	2.13192007611547	2.15799674186695	2.14840164983088	1.79667055133607	2.14656542651492	2.09125005857409	1.8843797003863	2.09280786814456	1.77589274077044	1.75775507272501	2.02911132825735	1.84956718711821	1.68965313941874	2.00779889256984	1.93840239088998	1.81626470527434	1.76700103680735	1.77527085370623
DSC1	1.95737294948152	1.89756735629244	1.88916309325779	2.09584121049191	2.14053124762852	1.73866403938478	1.66266233172265	1.60360681820428	1.80185008132936	1.95779776623832	1.78765289508862	1.80485990511035	1.76934985787127	1.73132809828315	1.6876592390641	1.57555594491355	1.89134506928255	1.72867754607515	1.85624746107981	1.86068362092453	1.94194066715059	1.88165757014075
DUSP2	1.71120501940679	2.00849773999871	1.84764613137481	2.2326628285154	2.0772229292074	2.19578885148634	2.20349587170003	2.20321518827549	2.07763360051364	2.23841987636186	2.10935145286216	2.07475762975935	2.0951697604997	2.10881403756885	2.11889500908357	2.06202069149163	2.07075252285564	2.11506079319294	1.87487849966628	2.13809302650725	2.15627780965447	1.96517793859706
EAF2	2.22015818301219	2.19619405471937	2.24236812105586	2.04770007710469	2.05548955074663	2.0077530259372	2.06312701503348	2.03894664940734	2.04345754655811	2.03174897699285	2.03930960880126	2.03312810011043	2.13134804102628	2.06768448890974	2.06854536788152	2.06779824360779	2.05199591669082	2.10553949918228	2.09459933814177	2.09426487323825	2.13670461502107	2.05544521353934
EBI3	1.66792213263496	1.75220038275326	1.63539104175101	1.69599702900913	1.73266487337643	1.68548602288125	1.99397380160943	1.68711576332241	2.02312447437443	1.62288168512759	1.65876756248139	1.75141859587398	1.70010243593747	1.70973981781479	2.30370818260391	2.07557105245159	1.75104335749455	2.25473859851372	1.63679284708671	2.00562906060893	1.64840120163984	1.68697684009758
EFNA5	1.52676397691171	1.64028170052366	1.63618946486359	1.69326816926137	1.99222850751708	1.80779464854853	1.71968997595388	1.95000367724157	2.05527363387005	1.95146632125938	1.83682718522181	1.88642361097039	1.75159690186507	1.72836166594193	1.93099033178405	1.91715386603967	1.77740836289404	1.8600458747269	1.92323377169068	1.69388386124819	1.95697213139778	1.87064072173421
EGR2	1.99650423748956	1.97534792633668	1.91234054177382	1.85954707744192	1.85898989882347	1.86259702029685	2.19830446163826	2.18553452390472	2.00296057872096	2.01593720766505	2.01826048984244	2.17263954055656	2.10531598256381	2.23063523460952	1.8002906650935	2.20022165170718	2.23773340595825	2.16244230869896	2.07105322131573	2.19301586151667	2.17679964796249	2.03933451773317
ELANE	1.67748324879424	1.63563552911771	1.64485471387029	1.98046468646007	1.70345803867904	1.69926576694939	1.58200091991694	1.65569477896023	1.74486271838078	1.76642711110269	2.13598221659101	2.02517991198134	1.83267466454238	1.73298905016223	1.98033874698376	2.04274928781858	1.70287670983682	1.70742965893038	2.23743044782035	2.23701544975428	1.99463678937076	1.84572301006908
EMR1	2.11002507709902	2.091126839071	2.03774946076064	2.03840257742162	2.09918401583298	2.07596451820289	2.09432607228096	2.03258591012121	2.08135024436924	2.10243019967107	2.08403663419551	2.03515165209805	2.19030099894711	2.04152417662954	2.22539681958989	2.09507979451716	2.03056235300744	2.05428531449826	2.06943014847673	2.05785238801539	2.29467866200855	2.16907848808074
EMR2	2.01275669239718	1.98285387685729	1.93584564872066	1.88434114682629	1.91589812296102	1.95862308671353	1.94413735484309	1.78787046853842	1.97333590296724	2.02369497633544	2.0283851129633	1.96364173184634	2.17208820257255	2.15816110310306	2.1801598317322	2.08732743331952	2.14630365618955	2.08604878054957	2.14378076454656	2.18170812887007	2.23003045637481	2.23109804702581
EMR3	1.91380703346398	1.99802584007075	2.00586794838263	1.98110829139224	1.96586595728096	1.92913975860255	1.96605251757168	2.008813875821	1.9886355606314	2.0068359979403	1.93030590864589	1.93203257569183	2.09046519698542	1.8715814614005	1.7143202864548	1.53797735960595	1.7605194124451	1.7731761677214	2.03399650044801	2.078209173663	2.24043848510793	2.21742856834142
EPB41	1.79299667616815	1.93557636252147	1.73436766056957	2.05357066402929	1.69717315425509	2.09161668759076	2.05543188678978	1.96650898552391	1.8910145567065	1.65133151284984	1.98183603012564	1.97490285754729	1.81251383566018	1.90676249287793	1.59005814956487	1.81507950495869	1.76125764180918	1.94512335888413	1.65271540281834	1.58976185234842	1.98153951542677	1.74767712046978
EPHA1	1.89505770790676	1.89439066489616	1.90702799039639	2.09429516140749	2.13849350946162	2.07090211816912	1.8609129696035	1.91928824496698	1.88680322114371	1.92670512316964	2.01857328510341	1.97631833473929	1.93018916695693	1.91974730071484	1.89138913616034	1.87167382314662	1.92491690119265	1.9207735553337	1.87251736459742	1.87099198489597	1.91701018801054	1.94247617894986
EPN2	1.89474831830995	1.88190273305651	1.98589101790104	1.84415245174889	1.93159892583673	1.9732651739035	1.90262724716299	1.91430870243223	1.76068008550186	1.92766260651436	1.84613362637123	1.82786870116394	1.84804062186978	1.84716534378521	1.84082246674627	1.79634077859341	1.92171351776783	1.84440993753991	1.88691721698491	1.94071090072088	2.11733424837076	1.90527811508789
ETS1	2.15477883432149	2.14087409150465	2.09613332247021	2.12413498988064	2.06955153600554	2.19288433322605	2.1694495830473	2.13301101078895	2.15734655009346	1.9767692950928	2.13818203525473	2.13251726871656	1.96155221555169	1.97370476156358	2.00225339411346	1.94826060649375	1.99517358930779	1.99122930000546	2.01346542964863	2.01886761437276	2.05197694792697	2.05636298340004
ETV3	1.8686438869695	1.86474137694851	1.98009411088964	1.9001615832491	1.78349879441027	2.10356940272723	1.78953233798667	1.84688117614602	1.79047576886132	1.7239462404754	1.85116595677521	1.86871924853824	1.87813818630867	1.80882214011235	1.96696017625352	1.85338237370348	1.87681545099405	2.19808638204996	1.76051256087914	1.79646676932633	1.92486571690294	1.87752431789874
FAIM3	2.27888307840992	2.26616530760666	2.05973648675922	2.24886136033224	2.26863267357715	2.24373204265685	2.16370252385301	2.26056534969587	2.23930081593572	2.19184487789938	2.2086697192346	2.10707797680132	1.99299320315738	2.07650078588456	1.91068717459808	2.01949642818656	2.01355898607239	1.90015131862517	1.92084410852703	1.89014341596117	2.10853150855416	2.13604720882467
FAM124B	1.79083277952543	1.73654985856412	1.76994173463347	1.72078993211672	1.75452836782243	1.78239821066852	1.74559357155505	1.74356205844051	1.70963566210724	1.67249727110794	1.77878732097909	1.76369204265639	1.83360507309064	1.77330559225882	1.64055226686739	1.7983789404061	1.74907454906636	1.68112456086354	2.10629101703969	1.99991047526483	1.97362315771364	1.77648252628877
FAM174B	1.99287381339947	1.96930203098341	1.95741238756099	1.97113166842672	2.00700776460352	1.98103120360845	1.96978124587084	2.02263609590435	2.02127733445609	1.94010892171327	1.87622849570112	1.86793915346268	1.87470851473235	1.91005448225097	1.9192204433796	1.93812186769789	1.88359000800839	1.87787703229614	2.14658088541156	2.09248775700065	1.94596414064417	1.98000841576863
FAM198B	1.65457257461507	1.74731785484203	1.64080346927635	1.48205671486951	1.83990282370468	1.62492416014309	1.53414063668641	1.71554974787387	1.78300671458368	1.91192638964509	1.80452272562437	1.66371423444855	2.11224885798203	2.11281876160896	1.86400447817744	2.09396303571334	2.11842213255509	1.89115953781271	1.85774432871049	1.89838836223761	1.91983498561906	1.63509420272936
FAM212B	1.90227760459242	1.89860572153325	1.99077642170446	1.79979189158138	1.7009725471935	1.8132670447599	1.9414183401047	1.75846823151806	1.97555732363638	1.84604702842666	1.71750622333845	1.78227789142408	1.9729217268525	1.88808232420344	1.74095695048618	1.73703556612652	1.77313115456119	1.70019042365187	1.90878953760008	1.96406857818327	1.98957325343012	2.11916636024126
FAM65B	2.23970014551714	2.24494739061067	2.05434210550513	2.22317674752844	2.23690466643979	2.21373920668718	2.06050038222289	2.12951733749075	2.14968943928402	2.2049609840735	2.18273005090298	2.13254209416716	2.20611688377882	1.96969481663939	2.03715571640066	1.96298627011341	2.00646375415238	1.99947504920385	2.03467566785042	2.0266732186438	2.21274590681262	2.26598886767911
FASLG	2.08290108876015	2.06588014806094	2.03533963272726	2.02584975963659	2.01157543079712	2.00952055191057	2.10716118822279	1.99981073748732	2.02701367484945	2.12267065110092	2.1809433961727	2.20126026289881	1.98496010727656	1.97822561021887	1.955137082671	1.9616875717254	1.94130960149847	1.97814441961725	2.00099248276756	2.01354965564642	1.99123316306881	2.05850152628284
FBXL8	1.60586921989367	1.41502759350706	1.73266487337643	1.9679048176137	1.91020558124005	2.07602484340539	1.93439487895686	1.90978653926044	1.97666694120386	1.8960634516376	1.70461684889306	1.8487483460257	1.88447264195998	1.72625328455382	2.0141361422852	1.99042934576378	1.93614987072126	1.91479466274394	1.60729735266504	1.56213936553301	1.48617992958716	1.62793164215371
FCER1A	1.9829283327348	1.95576859347509	1.96523151924559	1.98752075639129	1.94082647010595	2.00193043972416	1.93073053135668	1.83683542748984	1.94515641129716	2.06930079646618	2.0256978836902	1.97529282800554	2.12507924782741	1.89148935363807	1.91663378109531	2.14164635405375	2.20119524393656	1.96462935911256	2.23678069132229	2.23429997661664	2.20819018417667	1.98362381489995
FCER2	2.15486802912016	2.04429838462324	1.81956717469747	1.6291037578652	1.77367110789786	1.66132936546489	1.76069165542152	1.66562632113415	1.84184867869287	1.65401763980506	1.70095817305796	1.71212783659502	1.70253691946953	2.04530277212676	1.66834839609581	2.08506934418657	2.16149856921665	1.97536012359937	1.71436931896995	1.74555443017728	1.84424115142415	1.68089584599664
FCGR2B	2.22338235123761	2.23776135551052	2.21083361161986	1.93387234124719	1.62009027314241	1.84063454440984	1.92319517907794	1.98511582588373	2.00008044592953	1.99547746386076	1.99464275019775	2.03190052343841	2.06950034276186	2.15497104077546	2.07559783298589	2.18135834166012	2.18062703398055	2.00713011407071	2.12558682562428	2.18357074368885	2.12757056132848	2.17131443045512
FCGR3B	2.10028407117441	2.03667859379777	1.99555308821443	2.03033126000016	1.9260488966739	2.00478862870174	1.98326017404618	1.93073053135668	2.04174542090684	2.10215623937905	2.10942808454115	2.08850624958541	2.09472934748592	2.06043136516089	2.01759723711369	2.0185098352212	2.02017264306938	1.99859284323631	2.07026118635755	1.99747672389403	2.07794416458476	2.31534845172406
FCN1	2.02123989180959	1.96978335579289	1.98632905984599	2.00222149802372	2.01189446322215	1.9758247867548	1.92944276890032	1.99196271695807	1.99645145954073	2.2433606968041	2.10511006234538	1.9960952800465	2.31834641444573	2.1755878473913	2.07448655577636	2.12186220548001	1.99602610857931	1.99543971781067	2.10781605272272	2.11829481859325	2.02540548532496	2.24586051954634
FCRL2	2.23613779208069	2.22451622674833	2.13421811267275	1.94586642718106	1.85495696200539	1.91506751910534	1.95348175895291	1.89474831830995	1.80919309025669	2.01942102537556	1.91203186345466	1.899992365025	1.89664447586768	1.86242936390695	1.84173712387959	1.75987002859544	1.92546870459471	1.87004567625325	1.88286846518748	1.84138801173679	1.95747029728556	1.99162506931058
FES	1.62716020625988	1.63027788931884	1.66500978302668	1.64887530500444	1.61437747345376	1.55126209503055	1.60938384621357	1.59296688093649	1.62619076243918	1.97418605623063	2.04494637245975	2.0612113910941	2.14357383191492	1.88025029264296	1.7856538020109	2.1543621071883	2.08346209892196	1.6718330502082	1.99621111121514	1.95033409667418	2.09235658727442	2.1147901946439
FFAR2	1.70496470860542	1.73802200133493	1.77979582790109	1.68933117665436	1.6916942588302	1.74173726960134	1.75225935174142	1.73181701813188	1.82933286903291	1.80874086412562	1.94621803235004	1.71308732725463	1.97813725235805	1.84201068504483	2.10346645743568	1.96408085697767	1.75971314153234	1.74812377342944	1.94956369337884	1.96585897681594	2.15833862239421	2.23195684098947
FLJ13197	2.00181968739126	1.90614277167724	1.74399326163815	2.02486615746987	2.061685526224	1.98649192492472	1.77774501746874	1.88056341199047	1.83978489645267	1.83867403123757	2.01342743979561	1.86510658968647	1.73479350319965	1.60201821751998	1.73421474215337	1.67473298003531	1.66025853714371	1.62728321602109	1.7958097480273	1.74835844122872	1.94972736429886	1.68743823855809
FLT3LG	1.81878178817295	1.9162025552195	1.85128598802921	2.16970689610831	2.20741792492282	2.17841116702565	2.05327950553027	2.07521722029557	2.12743529145298	2.0488201703451	2.05055839560207	2.08805389443251	1.93919465440513	1.76945237140862	1.76369204265639	1.9240339307924	1.76492940810876	1.92834871483661	1.79892734132279	1.8962239937342	2.01892530134614	1.81948249538181
FLVCR2	1.9390417054504	1.96265172353097	1.8906739558606	1.95875968253822	1.96673949246275	2.01269200944689	2.05583439719328	2.06061960972249	2.04700490391982	2.01203322158423	2.00913497251658	1.9646862422921	2.11881202767652	2.16354474202129	2.1953499864329	2.15238297239455	2.20360388747696	2.15884713257949	2.06364600393506	2.03962593073191	1.94882494909654	1.98502955195123
FOSB	2.04015131698385	2.05629525916431	2.21560827597379	1.88023595516328	2.09456899659373	1.92279612723131	1.84688117614602	2.24974602742873	1.81187807839532	1.86713212940638	1.84718431875826	1.84519079058283	2.22386525814586	1.83445435393327	1.80082007696331	1.79644790449006	1.83201537609681	1.89194775677756	1.96969044983829	2.1274296814003	2.26022457901316	1.95467260256227
FOXP3	2.00630900017827	1.97045499139914	1.87901645009882	1.93248929063971	2.00181968739126	2.03590171814794	2.10713531404546	2.01328859163432	2.19569304227388	1.98092227780299	1.84617135931672	1.9166959348465	1.94930550355506	1.92730753333032	2.02713307435205	1.93016928131635	1.92927779909143	1.93058079682759	1.9395356653129	1.80146889936045	2.00949012747458	2.02347105067149
FPR1	2.08681719893853	2.09192615392898	2.08313742624172	2.04430315842299	2.02202230190578	2.05526223265724	2.02162104112306	2.05786535587481	2.04898310171631	2.14976205994113	2.09378700801626	2.07361513613399	2.27315221397696	2.14759591236954	2.14164635405375	2.09581944674787	2.06770082045779	2.04896027227851	2.1290841026739	2.13443267225201	2.22922700386292	2.31548392981526
